,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,544331570.4,996684956.83,915621074.54,-988820770.86
Repayment Of Debt,-21847149083.07,-18178353465.79,-18840167151.56,-32279912192.05
Issuance Of Debt,19602037666.92,17097139133.22,16740124799.5,33243867328.92
Capital Expenditure,-1220286986.32,-1431716950.91,-1086611608.96,-1884516050.39
End Cash Position,3964279914.65,1858150513.92,2023907745.03,2969459262.73
Beginning Cash Position,1858150513.92,2023907745.03,2969459262.73,4946495533.09
Effect Of Exchange Rate Changes,-17612565.12,136102185.78,26703007.32,-723476.66
Changes In Cash,2123741965.85,-301859416.89,-972254525.02,-1976312793.7
Financing Cash Flow,1565873321.42,-1380820278.5,-2092333496.25,-1173079256.02
Net Other Financing Charges,4383360699.85,157984753.84,509976907.86,-1590017966.22
Cash Dividends Paid,-469044282.03,-457590699.77,-485393052.05,-528266426.67
Net Issuance Payments Of Debt,-2245111416.15,-1081214332.57,-2100042352.06,963955136.87
Net Long Term Debt Issuance,-2245111416.15,-1081214332.57,-2100042352.06,963955136.87
Long Term Debt Payments,-21847149083.07,-18178353465.79,-18840167151.56,-32279912192.05
Long Term Debt Issuance,19602037666.92,17097139133.22,16740124799.5,33243867328.92
Investing Cash Flow,-1206749912.29,-1349441046.13,-882153712.27,-1698928817.21
Net Other Investing Changes,-2238413.55,,,
Net Investment Purchase And Sale,-23701049.79,62714369.06,142571056.73,-67016864.78
Sale Of Investment,1994568950.21,63485974.0,178771056.73,132483135.22
Purchase Of Investment,-2018270000.0,-771604.94,-36200000.0,-199500000.0
Net Business Purchase And Sale,,,,224592221.28
Sale Of Business,,,,224592221.28
Net PPE Purchase And Sale,-1180810448.95,-1412155415.19,-1024724769.0,-1856504173.71
Sale Of PPE,39476537.37,19561535.72,61886839.96,28011876.68
Purchase Of PPE,-1220286986.32,-1431716950.91,-1086611608.96,-1884516050.39
Operating Cash Flow,1764618556.72,2428401907.74,2002232683.5,895695279.53
Change In Working Capital,-525299339.67,184314015.72,-105032483.94,-627670032.71
Change In Other Current Assets,-205711646.79,-38315532.16,-9080984.57,-105762832.44
Change In Payable,-541845730.28,757047426.57,307689275.39,-113698249.57
Change In Inventory,290820121.97,828447739.22,773124503.22,-1084352231.26
Change In Receivables,-68562084.57,-1362865617.91,-1176765277.98,676143280.56
Other Non Cash Items,-322439807.7,183394062.31,266624223.66,-207422701.24
Depreciation And Amortization,824267954.53,662834863.44,602818737.05,461131413.37
Amortization Cash Flow,25352618.13,23402617.49,16254075.07,15148165.42
Depreciation,798915336.4,639432245.95,586564661.98,445983247.95
Gain Loss On Investment Securities,237026182.39,1036279.58,-21611164.07,447374792.39
Gain Loss On Sale Of PPE,-21372813.46,35683059.95,-39323550.06,-11173436.31
Net Income From Continuing Operations,1447946425.0,1087504386.21,824408847.86,688787283.37
Cash Flowsfromusedin Operating Activities Direct,1764618556.72,2428401907.74,2002232683.5,895695279.53
Taxes Refund Paid Direct,-394602141.49,-423060696.15,-285218949.96,-261098463.29
Classesof Cash Payments,-13431545848.33,-11101186270.23,-9902238556.6,-11140516752.71
Other Cash Paymentsfrom Operating Activities,-446040442.74,-231280906.23,-497282981.22,-570077395.41
Paymentson Behalfof Employees,-2618742988.29,-2098326892.76,-1924513829.17,-2268126703.41
Paymentsto Suppliersfor Goodsand Services,-10366762417.3,-8771578471.24,-7480441746.21,-8302312653.89
Classesof Cash Receiptsfrom Operating Activities,15590766546.54,13952648874.12,12189690190.06,12297310495.53
Other Cash Receiptsfrom Operating Activities,454771024.61,291390653.54,531211174.14,710968469.16
Receiptsfrom Customers,15135995521.93,13661258220.58,11658479015.92,11586342026.37
