,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-130166108.86,2175377278.31,20365655450.04,21309861811.75
Repayment Of Debt,-77727451126.54,-39723591504.66,-44142640965.67,-48355849205.19
Issuance Of Debt,95980993298.21,42921335975.98,44628106038.76,41524859719.96
Capital Expenditure,-326037310.72,-299709415.61,-1093554866.17,-306670673.38
End Cash Position,97707596080.59,74506442721.61,98108238183.53,93758164788.45
Beginning Cash Position,74506442721.61,98108238183.53,93758164788.45,87686900848.02
Effect Of Exchange Rate Changes,190232752.28,99507113.8,97626967.48,315019521.78
Changes In Cash,23010920606.7,-23701302575.72,4252446427.6,5756244418.65
Financing Cash Flow,16232633670.52,-1710760671.08,-4135876396.78,160682190.9
Net Other Financing Charges,2366856571.26,-419268779.18,-701249821.32,12243848204.11
Cash Dividends Paid,-4387765072.41,-4489236363.22,-3920091648.55,-5251594169.98
Net Issuance Payments Of Debt,18253542171.67,3197744471.32,485465073.09,-6830989485.23
Net Long Term Debt Issuance,18253542171.67,3197744471.32,485465073.09,-6830989485.23
Long Term Debt Payments,-77727451126.54,-39723591504.66,-44142640965.67,-48355849205.19
Long Term Debt Issuance,95980993298.21,42921335975.98,44628106038.76,41524859719.96
Investing Cash Flow,6582415734.32,-24465628598.56,-13070887491.83,-16020970257.38
Net Other Investing Changes,,-5670330.49,1493936975.51,1720768019.05
Net Investment Purchase And Sale,6906215956.41,-24322505227.75,-13707328386.05,-17619285809.17
Sale Of Investment,19601174822.27,4127872933.53,3767217600.06,3868565735.3
Purchase Of Investment,-12694958865.86,-28450378161.28,-17474545986.11,-21487851544.47
Net PPE Purchase And Sale,-323800222.09,-137453040.32,-857496081.29,-122452467.26
Sale Of PPE,2237088.63,162256375.29,236058784.88,184218206.12
Purchase Of PPE,-326037310.72,-299709415.61,-1093554866.17,-306670673.38
Operating Cash Flow,195871201.86,2475086693.92,21459210316.21,21616532485.13
Change In Working Capital,-5362625526.32,1248253373.88,25667198476.2,19526876632.42
Change In Other Current Assets,179737103.06,-21356964.79,-324670351.99,-338410372.18
Change In Payable,36259652024.27,27414599556.2,18491197864.19,35967315421.25
Change In Receivables,-22058635168.7,-32218801204.3,17475154099.79,-25738182553.4
Other Non Cash Items,-592330458.04,-620590074.92,-432891043.75,-85236709.95
Provisionand Write Offof Assets,283888880.95,676013580.42,1252145605.27,1051655739.67
Depreciation And Amortization,706315011.48,734586482.06,754482395.78,719209919.42
Amortization Cash Flow,151607730.35,156070962.32,145709622.13,134288235.41
Depreciation,554707281.13,578515519.74,608772773.65,584921684.01
Gain Loss On Investment Securities,-3509371818.44,-2344129735.79,-3054318244.54,-2107804659.71
Net Foreign Currency Exchange Gain Loss,-264925668.37,-59524661.55,57866016.18,178362955.27
Gain Loss On Sale Of PPE,48641996.61,-16126864.71,-138242081.32,-108237098.02
Net Income From Continuing Operations,5633651831.14,3350447340.65,2756603710.82,3010331868.43
Cash Flowsfromusedin Operating Activities Direct,195871201.86,2475086693.92,21459210316.21,21616532485.13
Classesof Cash Payments,-83665421228.04,-59394239899.28,-47326091637.74,-53472703572.23
Other Cash Paymentsfrom Operating Activities,-43460754279.52,-40083840011.66,-34758912479.44,-44736344910.18
Paymentson Behalfof Employees,-4651385043.47,-4386899205.67,-4984713791.95,-4940314114.05
Classesof Cash Receiptsfrom Operating Activities,83861292429.9,61869326593.2,68785301953.95,75089236057.36
Other Cash Receiptsfrom Operating Activities,12417907364.92,9204736202.51,24598743048.86,13696358576.92
