,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,346448044.0,346448044.0,346448044.0,346448044.0
Share Issued,346448044.0,346448044.0,346448044.0,346448044.0
Total Debt,38575749.53,45379024.76,37144943.61,36145989.33
Tangible Book Value,179206116.78,125691162.7,90381585.5,101014754.06
Invested Capital,203100421.34,158243197.79,122471057.98,128573719.38
Working Capital,98315671.48,149763670.32,111193148.2,101328214.07
Net Tangible Assets,179206116.78,125691162.7,90381585.5,101014754.06
Capital Lease Obligations,11958751.17,9314226.0,3063835.92,5023820.82
Common Stock Equity,179254650.17,125759995.83,90470718.67,101314443.49
Total Capitalization,179254650.17,125759995.83,90470718.67,101314443.49
Total Equity Gross Minority Interest,191552435.92,138023204.13,102206511.24,114048606.19
Minority Interest,12297785.75,12263208.3,11735792.57,12734162.7
Stockholders Equity,179254650.17,125759995.83,90470718.67,101314443.49
Retained Earnings,-331351093.27,-320047904.61,-356017181.77,-348613456.95
Additional Paid In Capital,154608803.92,154608803.92,154608803.92,154608803.92
Capital Stock,346448044.0,346448044.0,346448044.0,346448044.0
Common Stock,346448044.0,346448044.0,346448044.0,346448044.0
Total Liabilities Net Minority Interest,127253547.62,260206361.85,253264740.21,317966862.39
Total Non Current Liabilities Net Minority Interest,14710441.81,131097901.01,124967859.05,114492124.11
Other Non Current Liabilities,,118560495.03,114391298.38,103314646.58
Non Current Deferred Taxes Liabilities,2751690.64,3223179.98,7512724.75,6153656.71
Long Term Debt And Capital Lease Obligation,11958751.17,9314226.0,3063835.92,5023820.82
Long Term Capital Lease Obligation,11958751.17,9314226.0,3063835.92,5023820.82
Current Liabilities,112543105.81,129108460.84,128296881.16,203474738.28
Other Current Liabilities,435690.42,149772.22,54629.56,400938.13
Current Debt And Capital Lease Obligation,26616998.36,36064798.76,34081107.69,31122168.51
Current Debt,23845771.17,32483201.96,32000339.31,27259275.89
Payables,83431113.91,91905663.56,93258968.46,170587422.81
Other Payable,51271751.31,58481021.89,70395848.48,150288946.29
Total Tax Payable,808872.4,9133557.37,789886.26,1025084.73
Accounts Payable,31350490.2,24291084.3,22073233.72,19273391.79
Total Assets,318805983.54,398229565.98,355471251.45,432015468.58
Total Non Current Assets,107947206.25,119357434.82,115981222.09,127212516.23
Non Current Deferred Assets,9947606.01,7463608.45,8506013.29,9001856.17
Non Current Deferred Taxes Assets,2800643.82,3223991.99,1288173.58,1208.85
Investmentin Financial Assets,734643.0,14136800.0,14816800.0,20256800.0
Available For Sale Securities,734643.0,14136800.0,14816800.0,20256800.0
Investment Properties,34984636.98,37228767.18,39472897.38,41611243.01
Goodwill And Other Intangible Assets,48533.39,68833.13,89133.17,299689.43
Other Intangible Assets,48533.39,68833.13,89133.17,299689.43
Net PPE,59431143.05,57235434.07,51808204.67,56041718.77
Accumulated Depreciation,-48625209.45,-46444609.09,-43937879.94,-41702123.86
Gross PPE,108056352.5,103680043.16,95746084.61,97743842.63
Other Properties,18022292.67,15471412.58,7716741.24,10362028.8
Machinery Furniture Equipment,13316012.98,11490583.73,11311296.52,10468374.27
Buildings And Improvements,,,,
Properties,76718046.85,76718046.85,76718046.85,76913439.56
Current Assets,210858777.29,278872131.16,239490029.36,304802952.35
Other Current Assets,5460529.9,2926702.13,4268861.0,4000596.42
Prepaid Assets,6874360.07,2533922.01,3001727.02,3153605.68
Inventory,31328637.96,29718839.06,32591335.42,26674534.79
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,29540142.83,28492186.26,31299263.97,24997261.22
Raw Materials,1788495.13,1226652.8,1292071.45,1677273.57
Other Receivables,32526398.15,23986788.67,18218070.12,195175867.89
Accounts Receivable,20972160.78,17553403.84,17037139.2,13390554.21
Allowance For Doubtful Accounts Receivable,-188044.26,-89958.07,-85613.76,-67289.22
Gross Accounts Receivable,21160205.04,17643361.91,17122752.96,13457843.43
Cash Cash Equivalents And Short Term Investments,113696690.43,202152475.45,164372896.6,62407793.36
Other Short Term Investments,9000000.0,9000000.0,690270.0,3389596.59
Cash And Cash Equivalents,104696690.43,193152475.45,163682626.6,59018196.77
Cash Equivalents,4320109.67,1429591.39,10245407.93,11086442.15
Cash Financial,100376580.76,191722884.06,153437218.67,47931754.62
