,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1639019.234758,-7735461.163282,-2192331.194598,-1347524.750178
Tax Rate For Calcs,0.178442,0.172393,0.171609,0.188813
Total Unusual Items,-9185168.75,-44871023.79,-12775158.96,-7136819.9
Total Unusual Items Excluding Goodwill,-9185168.75,-44871023.79,-12775158.96,-7136819.9
Net Income From Continuing Operation Net Minority Interest,2412423938.67,1931881941.85,1753537425.31,1654188226.61
Reconciled Depreciation,498015418.49,359079292.84,320964908.76,297309046.52
Net Interest Income,1292952342.89,988954960.84,754313787.3,783080788.61
Interest Expense,1640146386.94,1522094039.51,1719385847.37,1626903371.01
Interest Income,2933098729.83,2511049000.35,2473699634.67,2409984159.62
Normalized Income,2419970088.185242,1969017504.476718,1764120253.075402,1659977521.759822
Net Income From Continuing And Discontinued Operation,2412423938.67,1931881941.85,1753537425.31,1654188226.61
Diluted Average Shares,4551743281.0,4199743352.0,4175089108.0,4034605431.0
Basic Average Shares,4551743281.0,3942616208.0,3812037881.0,3846949364.0
Diluted EPS,0.53,0.46,0.42,0.41
Basic EPS,0.53,0.49,0.46,0.43
Net Income Common Stockholders,2412423938.67,1931881941.85,1753537425.31,1654188226.61
Net Income,2412423938.67,1931881941.85,1753537425.31,1654188226.61
Minority Interests,-430308826.33,-75060631.3,-70234781.37,-47335143.66
Net Income Including Noncontrolling Interests,2842732765.0,2006942573.15,1823772206.68,1701523370.27
Net Income Continuous Operations,2842732765.0,2006942573.15,1823772206.68,1701523370.27
Tax Provision,617439883.97,418052810.66,377811374.16,396049051.76
Pretax Income,3460172648.97,2424995383.81,2201583580.84,2097572422.03
Other Non Operating Income Expenses,794842.5,-5830696.0,-9834809.15,-8701121.6
Special Income Charges,-9185168.75,-44871023.79,-12775158.96,-7136819.9
Other Special Charges,-776312.86,-108987.35,-936227.87,238864.49
Write Off,9961481.61,44980011.14,13711386.83,6897955.41
Gain On Sale Of Security,2798946202.98,1799129463.67,1024960069.09,685058755.81
Operating Expense,5335974178.62,4026834027.37,15385708968.42,14697664806.8
Other Operating Expenses,72226893.26,76444996.16,11847211441.29,11716731242.06
Depreciation And Amortization In Income Statement,497975577.58,357148316.58,319336569.91,291115708.88
Amortization,129309428.8,93510927.31,77273017.3,68804275.32
Depreciation Income Statement,368666148.78,263637389.27,242063552.61,222311433.56
Selling General And Administration,1099082206.66,882172179.39,841603872.61,490321791.29
Selling And Marketing Expense,90700672.22,44595799.0,47243600.34,36553418.51
General And Administrative Expense,1008381534.44,837576380.39,794360272.27,453768372.78
Rent And Landing Fees,,,,
Total Revenue,8633338609.2,6490211538.4,17625460278.66,16803493397.55
Operating Revenue,8633338609.2,6490211538.4,17625460278.66,16803493397.55
