,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,2876742427.0,2876740144.0,2876730494.0,2876767544.0
Share Issued,2876742427.0,2876740144.0,2876730494.0,2876767544.0
Net Debt,5077285180.85,5375723115.87,1753011328.23,1437082203.79
Total Debt,12957058403.37,11372007870.22,7894659838.53,6905722514.01
Tangible Book Value,11453081368.0,10159107423.94,8710528499.97,7532216329.58
Invested Capital,28907502351.18,26647657285.25,22136830502.99,17880991742.86
Working Capital,-3047736472.19,-6699766693.39,-7868268709.07,-10489834982.41
Net Tangible Assets,11453081368.0,10159107423.94,8710528499.97,7532216329.58
Capital Lease Obligations,101838725.56,104421810.66,94187229.55,87038284.65
Common Stock Equity,16491414689.87,15560402400.56,14547375677.85,13148704967.65
Total Capitalization,25857488733.24,21591951871.29,19184905609.2,13827465244.5
Total Equity Gross Minority Interest,19328077776.81,18364992708.46,17271979120.26,15394216140.19
Minority Interest,2836663086.94,2804590307.9,2724603442.41,2245511172.54
Stockholders Equity,16491414689.87,15560402400.56,14547375677.85,13148704967.65
Other Equity Interest,224021803.88,224023073.43,224028599.5,
Retained Earnings,9182898576.23,8285072201.36,7423297781.31,6386597007.06
Additional Paid In Capital,1925127694.96,1924197862.63,1924132003.93,1924132003.93
Capital Stock,2876742427.0,2876740144.0,2876730494.0,2876730494.0
Common Stock,2876742427.0,2876740144.0,2876730494.0,2876730494.0
Total Liabilities Net Minority Interest,28890358024.38,26855847272.09,26997924417.83,22806507844.38
Total Non Current Liabilities Net Minority Interest,10361387561.1,7047827271.39,5576962531.26,1645577493.97
Other Non Current Liabilities,16866827.66,6082433.71,,
Tradeand Other Payables Non Current,,,,28858286.12
Non Current Deferred Revenue,488671632.59,474321329.66,385380482.74,396286736.83
Non Current Deferred Taxes Liabilities,387936331.92,431452226.63,459864887.62,454633909.52
Long Term Debt And Capital Lease Obligation,9467912768.93,6135971281.39,4731717160.9,765798561.5
Long Term Capital Lease Obligation,101838725.56,104421810.66,94187229.55,87038284.65
Long Term Debt,9366074043.37,6031549470.73,4637529931.35,678760276.85
Current Liabilities,18528970463.28,19808020000.7,21420961886.57,21160930350.41
Other Current Liabilities,5844409391.56,5708608450.52,8974733852.21,5974512465.2
Current Debt And Capital Lease Obligation,3489145634.44,5236036588.83,3162942677.63,6139923952.51
Current Debt,3050013617.94,5055705413.96,2951924893.79,4053526498.36
Payables,6514841819.88,6453951965.74,6596552388.77,6797573466.9
Other Payable,1302147839.85,1721289661.73,1697523051.48,1860965559.36
Dividends Payable,25268334.98,6683448.59,39312031.46,30176798.27
Total Tax Payable,268129385.95,277247303.54,197302908.97,234575268.4
Accounts Payable,4919296259.1,4448731551.88,4662414396.86,4671855840.87
Total Assets,48218435801.19,45220839980.55,44269903538.09,38200723984.57
Total Non Current Assets,32737201810.1,32112586673.24,30717210360.59,27529628616.57
Other Non Current Assets,284837005.23,212670621.4,334420469.63,848421189.98
Non Current Deferred Assets,1209366036.93,1012821904.11,758754952.94,461303616.28
Non Current Deferred Taxes Assets,210427092.87,204691483.89,196443189.24,161681409.24
Investmentin Financial Assets,1706504566.36,1568233336.36,1567468436.36,1461937036.36
Available For Sale Securities,1706504566.36,1568233336.36,1567468436.36,1461937036.36
Long Term Equity Investment,330931805.94,338502346.92,372884140.29,370058583.97
Goodwill And Other Intangible Assets,5038333321.87,5401294976.62,5836847177.88,5616488638.07
Other Intangible Assets,1989217200.4,2103512906.44,2460248387.96,2256010767.88
Goodwill,3049116121.47,3297782070.18,3376598789.92,3360477870.19
Net PPE,23891974980.9,23374372003.94,21585564994.25,18609738142.67
Accumulated Depreciation,-9065131045.03,-8211567263.4,-7399958738.17,-6291435239.06
Gross PPE,32957106025.93,31585939267.34,28985523732.42,24901173381.73
Construction In Progress,4448273672.08,5042352209.21,4757744561.74,3833435546.05
Other Properties,18558154201.69,17188759835.5,16409218317.93,14196112448.58
Machinery Furniture Equipment,4924850160.21,4398036525.21,3306297058.51,2548483373.69
Properties,5025827991.95,4956790697.42,4512263794.24,4323142013.41
Current Assets,15481233991.09,13108253307.31,13552693177.5,10671095368.0
Other Current Assets,652554651.82,614213829.68,474988618.85,332013555.77
Prepaid Assets,1176337261.84,964085487.56,895783350.17,672242088.52
Inventory,1012945346.98,1101021202.93,1948099590.7,2264845956.99
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,210851209.99,120844092.97,40706579.51,35819366.62
Finished Goods,358394779.44,366919319.2,502793166.26,266960300.94
Work In Process,33960158.86,24562321.51,51836719.25,16648212.96
Raw Materials,409739198.69,588695469.25,1352763125.68,1945418076.47
Other Receivables,1125293398.72,754259212.04,1614436979.81,1752166669.86
Accounts Receivable,3875300851.27,3963141806.28,2782941141.06,2344622525.44
Allowance For Doubtful Accounts Receivable,-145389075.04,-211593120.42,-172491107.73,-151956130.9
Gross Accounts Receivable,4020689926.31,4174734926.7,2955432248.79,2496578656.34
Cash Cash Equivalents And Short Term Investments,7638802480.46,5711531768.82,5836443496.91,3305204571.42
Other Short Term Investments,300000000.0,,,10000000.0
Cash And Cash Equivalents,7338802480.46,5711531768.82,5836443496.91,3295204571.42
Cash Equivalents,32264667.98,48706552.54,60304149.0,21587417.29
Cash Financial,7306537812.48,5662825216.28,5776139347.91,3273617154.13
