,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,133380000.0,133380000.0,100000000.0,100000000.0
Share Issued,133380000.0,133380000.0,100000000.0,100000000.0
Total Debt,124399099.79,112309063.5,43483668.2,52099718.41
Tangible Book Value,920920598.79,937111134.79,565107323.53,0.0
Invested Capital,1175726278.03,1114869250.79,612806849.13,532408862.62
Working Capital,715755115.97,783765111.02,474410621.76,388578764.27
Net Tangible Assets,920920598.79,937111134.79,565107323.53,0.0
Capital Lease Obligations,,42247.74,184628.69,2435212.11
Common Stock Equity,1060201355.86,1033038455.44,572032377.35,0.0
Total Capitalization,1104306355.86,1075830716.55,608872766.23,0.0
Total Equity Gross Minority Interest,1061841059.05,1034211197.51,572714495.94,523844800.0
Minority Interest,1639703.19,1172742.07,682118.59,1231871.07
Stockholders Equity,1060201355.86,1033038455.44,572032377.35,0.0
Retained Earnings,254559293.61,234339989.09,198267863.36,157834127.12
Additional Paid In Capital,625988405.85,625988405.85,238778472.07,238778472.07
Capital Stock,133380000.0,133380000.0,100000000.0,0.0
Common Stock,133380000.0,133380000.0,100000000.0,0.0
Total Liabilities Net Minority Interest,389314672.63,349060156.68,284994025.05,318658100.0
Total Non Current Liabilities Net Minority Interest,48262642.66,47719909.79,43359673.29,318658100.0
Non Current Deferred Revenue,778539.55,990379.42,1295425.1,773712.99
Non Current Deferred Taxes Liabilities,3379103.11,3895021.52,5039230.62,3428842.39
Long Term Debt And Capital Lease Obligation,44105000.0,42834508.85,37025017.57,2435212.11
Long Term Capital Lease Obligation,,42247.74,184628.69,2435212.11
Long Term Debt,44105000.0,42792261.11,36840388.88,
Current Liabilities,341052029.97,301340246.89,241634351.76,312020333.37
Other Current Liabilities,83125515.66,70203823.6,82478738.18,91284811.92
Current Debt And Capital Lease Obligation,80294099.79,69474554.65,6458650.63,49664506.3
Current Debt,71419922.17,39038534.24,3934082.9,9795950.0
Payables,174460081.05,159138541.48,150103627.55,160808199.53
Other Payable,16793121.72,14789052.98,14202511.86,13148296.08
Total Tax Payable,12566454.1,7285553.9,4302125.81,4585253.0
Accounts Payable,145100505.23,137063934.6,131598989.88,143074650.45
Total Assets,1451155731.68,1383271354.19,857708520.99,842502900.0
Total Non Current Assets,394348585.74,298165996.28,141663547.47,842502900.0
Other Non Current Assets,25091719.89,5836677.94,7193112.75,835686067.44
Non Current Deferred Assets,1080669.11,1433853.86,367182.78,2850956.02
Non Current Deferred Taxes Assets,20966.28,27776.03,33841.01,278043.17
Investment Properties,5638896.36,6031541.76,6424187.16,6816832.56
Goodwill And Other Intangible Assets,139280757.07,95927320.65,6925053.82,0.0
Other Intangible Assets,139280757.07,95927320.65,6925053.82,7218273.82
Net PPE,223235577.03,188908826.04,120720169.95,0.0
Accumulated Depreciation,-190282991.21,-162662158.56,-126713246.26,-109842903.37
Gross PPE,413518568.24,351570984.6,247433416.21,109842903.37
Construction In Progress,46788194.77,21476506.84,5194692.01,1451179.43
Other Properties,205501366.24,169557293.54,148839531.15,21171475.77
Machinery Furniture Equipment,13147905.06,12456082.05,11617256.46,10736794.15
Properties,148081102.17,148081102.17,81781936.59,77934633.45
Current Assets,1056807145.94,1085105357.91,716044973.52,700599097.64
Other Current Assets,38078.21,5029982.04,3868656.6,3291388.82
Prepaid Assets,6082314.85,3191938.77,3213238.01,2252153.44
Inventory,270396222.6,325347781.55,295076762.08,307738109.95
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,-923214329.85
Finished Goods,115811198.89,127793949.06,118979183.56,109056880.28
Work In Process,124047904.36,159691357.88,140895055.49,141910711.07
Raw Materials,30537119.35,37862474.61,35202523.03,56770518.6
Other Receivables,196402384.3,176103136.37,172631296.63,150912642.0
Accounts Receivable,132364330.71,112509340.92,104061922.74,134146369.23
Allowance For Doubtful Accounts Receivable,-18802955.45,-16814390.32,-11183456.82,-11561174.36
Gross Accounts Receivable,151167286.16,129323731.24,115245379.56,145707543.59
Cash Cash Equivalents And Short Term Investments,451523815.27,462923178.26,137193097.46,102258434.2
Other Short Term Investments,,,,
Cash And Cash Equivalents,451523815.27,462923178.26,137193097.46,102258434.2
Cash Equivalents,4469000.94,4251429.25,4745530.85,4418584.0
Cash Financial,447054814.33,458671749.01,132447566.61,97839850.2
