,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-3259420.088517,-475249.261218,-2088985.468112,206825.789258
Tax Rate For Calcs,0.144235,0.111609,0.077006,0.100574
Normalized EBITDA,553283809.51,460279324.56,338512640.12,474468323.37
Total Unusual Items,-22598013.29,-4258153.42,-27127482.94,2056454.55
Total Unusual Items Excluding Goodwill,-22598013.29,-4258153.42,-27127482.94,2056454.55
Net Income From Continuing Operation Net Minority Interest,230367231.7,218632635.22,100057868.34,249412339.19
Reconciled Depreciation,251457249.41,206699507.16,205859346.87,191166250.14
Reconciled Cost Of Revenue,1478170091.2,1097221449.68,884892420.39,1124674468.29
EBITDA,530685796.22,456021171.14,311385157.18,476524777.92
EBIT,279228546.81,249321663.98,105525810.31,285358527.78
Net Interest Income,-6970908.83,8309228.28,18102299.71,8786644.18
Interest Expense,10251618.49,3436556.22,-3589804.8,4960889.09
Interest Income,3712065.81,12583242.18,14969217.62,14096252.81
Normalized Income,249705824.901483,222415539.378782,125096365.811888,247562710.429258
Net Income From Continuing And Discontinued Operation,230367231.7,218632635.22,100057868.34,249412339.19
Total Expenses,1624491030.07,1232523101.95,1007646638.23,1324637047.57
Rent Expense Supplemental,1147850.66,1110838.95,,
Total Operating Income As Reported,268797184.77,244169143.14,108751046.12,279206766.25
Diluted Average Shares,311307070.0,326317366.0,322767317.0,323312292.0
Basic Average Shares,311307070.0,326317366.0,322767317.0,323312292.0
Diluted EPS,0.74,0.67,0.31,0.771429
Basic EPS,0.74,0.67,0.31,0.771429
Net Income Common Stockholders,230367231.7,218632635.22,100057868.34,249412339.19
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,230367231.7,218632635.22,100057868.34,249412339.19
Minority Interests,186138.76,190577.13,-655163.5,-2784597.02
Net Income Including Noncontrolling Interests,230181092.94,218442058.09,100713031.84,252196936.21
Net Income Continuous Operations,230181092.94,218442058.09,100713031.84,252196936.21
Tax Provision,38795835.38,27443049.67,8402583.27,28200702.48
Pretax Income,268976928.32,245885107.76,109115615.11,280397638.69
Other Non Operating Income Expenses,179743.55,1715964.62,364568.99,1190872.44
Special Income Charges,-22052952.02,-13173583.46,-23413643.9,8428111.55
Other Special Charges,181472.9,-48789.22,-20822.65,
Write Off,21235205.54,6323216.47,1984793.92,-8681210.81
Impairment Of Capital Assets,636273.58,6899156.21,21449672.63,253099.26
Net Non Operating Interest Income Expense,-6970908.83,8309228.28,18102299.71,8786644.18
Total Other Finance Cost,431356.15,837457.68,456722.71,348719.54
Interest Expense Non Operating,10251618.49,3436556.22,-3589804.8,4960889.09
Interest Income Non Operating,3712065.81,12583242.18,14969217.62,14096252.81
Operating Income,295195151.56,239808798.79,108396733.91,256907721.59
Operating Expense,146320938.87,135301652.27,122754217.84,199962579.28
Other Operating Expenses,9798623.58,8615390.24,10249595.1,14070870.28
Depreciation And Amortization In Income Statement,14651260.57,21456574.76,23068869.68,18817258.56
Amortization,3199210.92,2696681.92,3258461.32,2933628.02
Depreciation Income Statement,11452049.65,18759892.84,19810408.36,15883630.54
Research And Development,106528611.99,75418892.59,54665187.68,85777708.94
Selling General And Administration,26504341.51,34400623.58,32273912.08,44093769.89
Selling And Marketing Expense,4023134.23,12255895.65,8507783.0,24021196.59
General And Administrative Expense,22481207.28,22144727.93,23766129.08,20072573.3
Rent And Landing Fees,1147850.66,1110838.95,,
Gross Profit,441516090.43,375110451.06,231150951.75,456870300.87
Cost Of Revenue,1478170091.2,1097221449.68,884892420.39,1124674468.29
Total Revenue,1919686181.63,1472331900.74,1116043372.14,1581544769.16
Operating Revenue,1919686181.63,1472331900.74,1116043372.14,1581544769.16
