,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,324130800.0,324130800.0,324130800.0,324130800.0
Share Issued,324130800.0,324130800.0,324130800.0,324130800.0
Net Debt,400347348.64,315084577.8,,
Total Debt,742312660.95,610920410.88,533409624.35,504930422.92
Tangible Book Value,2553846575.72,2338322629.19,2115298954.59,2130263715.23
Invested Capital,3369845090.85,3049456059.13,2333756167.78,2653439389.74
Working Capital,672851960.18,794963783.54,718776414.09,975646844.67
Net Tangible Assets,2553846575.72,2338322629.19,2115298954.59,2130263715.23
Capital Lease Obligations,,142948.17,1814994.21,3409624.35
Common Stock Equity,2683675378.07,2471350642.46,2253756167.78,2253439389.74
Total Capitalization,3169675378.07,2949350642.46,2333756167.78,2653439389.74
Total Equity Gross Minority Interest,2709948270.43,2499692980.35,2280250103.77,2267542535.58
Minority Interest,26272892.36,28342337.89,26493935.99,14103145.84
Stockholders Equity,2683675378.07,2471350642.46,2253756167.78,2253439389.74
Treasury Stock,17403558.68,,,
Retained Earnings,1252923417.62,1035835287.03,835471927.25,842198510.52
Additional Paid In Capital,975713524.01,975713524.01,1068409690.8,1068864980.11
Capital Stock,324130800.0,324130800.0,231522000.0,231522000.0
Common Stock,324130800.0,324130800.0,231522000.0,231522000.0
Total Liabilities Net Minority Interest,2373488319.67,1791346312.25,1559603661.83,1423559140.7
Total Non Current Liabilities Net Minority Interest,868390209.38,868379594.6,486365409.54,700589708.21
Other Non Current Liabilities,35715562.08,35715777.69,37174815.89,39386814.22
Non Current Deferred Revenue,346635031.69,354088643.18,367375599.44,257750597.04
Non Current Deferred Taxes Liabilities,39615.61,432225.56,,42672.6
Long Term Debt And Capital Lease Obligation,486000000.0,478142948.17,81814994.21,403409624.35
Long Term Capital Lease Obligation,,142948.17,1814994.21,3409624.35
Long Term Debt,486000000.0,478000000.0,80000000.0,400000000.0
Current Liabilities,1505098110.29,922966717.65,1073238252.29,722969432.49
Other Current Liabilities,1462853.04,1045480.17,1034194.93,1455959.7
Current Debt And Capital Lease Obligation,256312660.95,132777462.71,451594630.14,101520798.57
Current Debt,200169712.78,100105416.67,,
Payables,1240138742.3,784684493.44,614554402.07,611326744.84
Other Payable,70633119.27,66620180.59,76120414.91,91489219.01
Total Tax Payable,7804725.47,3877325.32,24207441.13,23896517.99
Accounts Payable,1161700897.56,714186987.53,514226546.03,495941007.84
Total Assets,5083436590.1,4291039292.6,3839853765.6,3691101676.28
Total Non Current Assets,2905486519.63,2573108791.41,2047839099.22,1992485399.12
Other Non Current Assets,95263143.66,160028571.62,92240043.51,43359532.76
Non Current Deferred Assets,8698955.94,9063619.47,7174008.33,1902016.67
Non Current Deferred Taxes Assets,75082106.73,92943378.04,82688772.76,57683465.61
Long Term Equity Investment,32910841.31,34879093.51,34445784.06,56856793.13
Goodwill And Other Intangible Assets,129828802.35,133028013.27,138457213.19,123175674.51
Other Intangible Assets,129828802.35,133028013.27,138457213.19,123175674.51
Net PPE,2563702669.64,2143166115.5,1692833277.37,1709507916.44
Accumulated Depreciation,-1683250462.87,-1439300775.02,-1238079072.54,-1038433064.41
Gross PPE,4246953132.51,3582466890.52,2930912349.91,2747940980.85
Construction In Progress,431242549.78,450788256.62,249307186.77,115387630.45
Other Properties,94017373.52,57234819.72,3319969.58,4837233.24
Machinery Furniture Equipment,3387434993.07,2799765483.54,2461574069.64,2422032770.4
Buildings And Improvements,,,,205683346.76
Properties,334258216.14,274678330.64,216711123.92,205683346.76
Current Assets,2177950070.47,1717930501.19,1792014666.38,1698616277.16
Other Current Assets,97460723.14,75817602.73,50613546.04,40462043.3
Prepaid Assets,20068740.36,30181248.64,29127295.01,17092696.2
Inventory,526961801.02,425941800.32,340323260.38,308080300.04
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,159527460.93,167116410.78,121784023.38,90986935.36
Work In Process,186395566.23,109763774.63,87903621.9,86733398.56
Raw Materials,181038773.86,149061614.91,130635615.1,130359966.12
Other Receivables,341141627.17,420939178.71,409785595.85,326436541.1
Accounts Receivable,852194238.64,437502007.92,343634000.71,340931057.05
Allowance For Doubtful Accounts Receivable,-48915984.16,-26432560.04,-20722976.08,-19950446.09
Gross Accounts Receivable,901110222.8,463934567.96,364356976.79,360881503.14
Cash Cash Equivalents And Short Term Investments,340122940.14,327548662.87,618530968.39,665613639.47
Other Short Term Investments,54300576.0,64527824.0,27413842.98,51854086.0
Cash And Cash Equivalents,285822364.14,263020838.87,591117125.41,613759553.47
Cash Equivalents,44943307.32,0.0,51578396.02,77924672.18
Cash Financial,240879056.82,189465429.49,539538729.39,535834881.29
