,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,863214000.0,863214000.0,863214000.0,863214000.0
Share Issued,863214000.0,863214000.0,863214000.0,863214000.0
Total Debt,1680849201.0,1532781255.0,1386629164.0,643536139.0
Tangible Book Value,9293021571.0,8375386462.0,7571577704.0,7370558278.0
Invested Capital,12793521307.0,11651537152.0,10364675390.0,8857532126.0
Working Capital,1253577320.0,936955259.0,357834226.0,-237206462.0
Net Tangible Assets,9293021571.0,8375386462.0,7571577704.0,7370558278.0
Capital Lease Obligations,93752634.0,138005943.0,193090351.0,263409414.0
Common Stock Equity,11292579854.0,10350145738.0,9243817333.0,8555444589.0
Total Capitalization,11293521307.0,10351537152.0,9264675390.0,8557532126.0
Total Equity Gross Minority Interest,10595344521.0,9984872620.0,9240646784.0,8555444589.0
Minority Interest,-697235333.0,-365273118.0,-3170549.0,
Stockholders Equity,11292579854.0,10350145738.0,9243817333.0,8555444589.0
Retained Earnings,9179333271.0,8232632623.0,7123038093.0,6437603849.0
Additional Paid In Capital,816609422.0,816609422.0,816609422.0,816609422.0
Capital Stock,863214000.0,863214000.0,863214000.0,863214000.0
Common Stock,863214000.0,863214000.0,863214000.0,863214000.0
Total Liabilities Net Minority Interest,20244568119.0,19156315266.0,18227675051.0,17803639531.0
Total Non Current Liabilities Net Minority Interest,1003499199.0,715140072.0,718399579.0,711620854.0
Other Non Current Liabilities,657959226.0,435993464.0,369003169.0,317364813.0
Tradeand Other Payables Non Current,59342000.0,52891000.0,51293000.0,55684000.0
Non Current Deferred Revenue,61202010.0,67601361.0,60849643.0,49074545.0
Non Current Deferred Taxes Liabilities,130301876.0,19256890.0,23305359.0,24000545.0
Long Term Debt And Capital Lease Obligation,94694087.0,139397357.0,213948408.0,265496951.0
Long Term Capital Lease Obligation,93752634.0,138005943.0,193090351.0,263409414.0
Long Term Debt,941453.0,1391414.0,20858057.0,2087537.0
Current Liabilities,19241068920.0,18441175194.0,17509275472.0,17092018677.0
Other Current Liabilities,341548441.0,373948630.0,386889542.0,420456813.0
Current Debt And Capital Lease Obligation,1586155114.0,1393383898.0,1172680756.0,378039188.0
Current Debt,1500000000.0,1300000000.0,1100000000.0,300000000.0
Payables,16845661074.0,16429642368.0,15797640149.0,16010543880.0
Other Payable,6519238741.0,6835027380.0,6588412191.0,6020787330.0
Dividends Payable,6463836.0,6463836.0,6463836.0,6463836.0
Total Tax Payable,265198389.0,118399765.0,193249604.0,287171720.0
Accounts Payable,10061223944.0,9476215223.0,9015978354.0,9702584830.0
Total Assets,30839912640.0,29141187886.0,27468321835.0,26359084120.0
Total Non Current Assets,10345266400.0,9763057433.0,9601212137.0,9504271905.0
Other Non Current Assets,7860340.0,10807967.0,,-1411387.0
Non Current Deferred Taxes Assets,1530144365.0,1472003554.0,1250722193.0,1233315188.0
Long Term Equity Investment,219298031.0,233798348.0,248482822.0,257251255.0
Goodwill And Other Intangible Assets,1999558283.0,1974759276.0,1672239629.0,1184886311.0
Other Intangible Assets,1999558283.0,1974759276.0,1672239629.0,1184886311.0
Net PPE,6569871473.0,6048912592.0,6398619449.0,6783866513.0
Accumulated Depreciation,-9720255041.0,-9037967413.0,-8019013606.0,-7704166858.0
Gross PPE,16290126514.0,15086880005.0,14417633055.0,14488033371.0
Construction In Progress,661911780.0,464431412.0,718612190.0,448338672.0
Other Properties,9026940781.0,8656641128.0,7856752517.0,7425978932.0
Machinery Furniture Equipment,4233608798.0,3739648685.0,3628854328.0,3868646685.0
Buildings And Improvements,,,,
Properties,2367665155.0,2226158780.0,2213414020.0,2745069082.0
Current Assets,20494646240.0,19378130453.0,17867109698.0,16854812215.0
Other Current Assets,1249157715.0,967409362.0,1376354258.0,997410209.0
Hedging Assets Current,12612380.0,,2972698.0,
Prepaid Assets,94749172.0,204358759.0,277743526.0,497302198.0
Inventory,2054517242.0,1560259511.0,2129040820.0,1974728632.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,406930801.0,497244891.0,695697324.0,740881390.0
Work In Process,208103103.0,194128948.0,253341780.0,204300539.0
Raw Materials,1439483338.0,868885672.0,1180001716.0,1029546703.0
Other Receivables,356305607.0,213111247.0,1230478919.0,721279306.0
Accounts Receivable,4181008234.0,4401826022.0,4245541752.0,2994798227.0
Allowance For Doubtful Accounts Receivable,-118285447.0,-127740660.0,-121523368.0,
Gross Accounts Receivable,4299293681.0,4529566682.0,4367065120.0,3213330895.0
Cash Cash Equivalents And Short Term Investments,12546295890.0,12031165552.0,8604977725.0,9669293643.0
Other Short Term Investments,,200604877.0,,100242329.0
Cash And Cash Equivalents,12546295890.0,11830560675.0,8604977725.0,9569051314.0
Cash Equivalents,18692687.0,20854424.0,,
Cash Financial,1407604416.0,1092871804.0,886245919.0,9569051314.0
