,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,975677760.0,975677760.0,975677760.0,975677760.0
Share Issued,975677760.0,975677760.0,975677760.0,975677760.0
Net Debt,9131198013.42,5730559930.58,4600847275.27,3556153733.2
Total Debt,10032478046.99,7296056088.64,5990221104.62,4388740260.48
Tangible Book Value,5599336181.27,5090411494.89,4601599558.87,4589855042.34
Invested Capital,15198517052.34,11469595937.57,10050161463.16,8964574368.94
Working Capital,-308727138.35,-141449145.19,-635428171.26,-658887186.77
Net Tangible Assets,5599336181.27,5090411494.89,4601599558.87,4589855042.34
Capital Lease Obligations,53140240.87,41422042.27,28360638.98,18480985.29
Common Stock Equity,5754301718.58,5235004058.49,4665981888.11,4649651527.5
Total Capitalization,14554924004.87,11369519548.68,9071274527.05,7581143966.15
Total Equity Gross Minority Interest,5924609512.62,5403678430.64,4736838476.73,4700591502.25
Minority Interest,170307794.04,168674372.15,70856588.62,50939974.75
Stockholders Equity,5754301718.58,5235004058.49,4665981888.11,4649651527.5
Retained Earnings,1796581719.99,1301519203.92,860932465.88,850284096.55
Additional Paid In Capital,2376146688.85,2376146688.85,2376146688.85,2376146688.85
Capital Stock,975677760.0,975677760.0,975677760.0,975677760.0
Common Stock,975677760.0,975677760.0,975677760.0,975677760.0
Total Liabilities Net Minority Interest,11477844446.25,8427977282.95,7085243187.71,5154633741.56
Total Non Current Liabilities Net Minority Interest,8870240575.05,6192385422.2,4449429885.11,2957441961.78
Non Current Deferred Revenue,7348257.74,7340194.1,10112130.46,3238566.83
Non Current Deferred Taxes Liabilities,9129790.15,9107695.64,5664476.73,4229971.01
Long Term Debt And Capital Lease Obligation,8853762527.16,6175937532.46,4433653277.92,2949973423.94
Long Term Capital Lease Obligation,53140240.87,41422042.27,28360638.98,18480985.29
Long Term Debt,8800622286.29,6134515490.19,4405292638.94,2931492438.65
Current Liabilities,2607603871.2,2235591860.75,2635813302.6,2197191779.78
Other Current Liabilities,136203.45,22281.95,28408.36,548098.32
Current Debt And Capital Lease Obligation,1178715519.83,1120118556.18,1556567826.7,1438766836.54
Current Debt,643593047.47,100076388.89,978886936.11,1383430402.79
Payables,1427035973.26,1115177888.69,1078998541.54,753660703.99
Other Payable,96360388.06,281248288.38,292057984.65,132219093.17
Total Tax Payable,18552137.56,40350204.52,9877905.1,9147563.21
Accounts Payable,1312123447.64,793579395.79,777062651.79,612294047.61
Total Assets,17402453958.87,13831655713.59,11822081664.44,9855225243.81
Total Non Current Assets,15103577226.02,11737512998.03,9821696533.1,8316920650.8
Other Non Current Assets,1171311597.72,849806888.04,100496086.13,23623705.02
Non Current Deferred Assets,1289135.53,1580813.69,2379951.14,1046718.3
Non Current Deferred Taxes Assets,15541619.92,15497618.9,13243648.18,12632745.63
Investmentin Financial Assets,68138969.31,66590798.14,63498000.78,63498000.78
Available For Sale Securities,68138969.31,66590798.14,63498000.78,63498000.78
Long Term Equity Investment,1672139422.16,1610487245.93,1609435571.74,1541012561.21
Goodwill And Other Intangible Assets,154965537.31,144592563.6,64382329.24,59796485.16
Other Intangible Assets,154965537.31,144592563.6,64382329.24,59796485.16
Net PPE,12020190944.07,9048957069.73,7968260945.89,6615310434.7
Accumulated Depreciation,-4660710159.62,-4074865659.86,-3599147427.22,-3319427890.76
Gross PPE,16680901103.69,13123822729.59,11567408373.11,9934738325.46
Construction In Progress,3561666934.34,978980205.64,239434039.78,3816601453.83
Other Properties,224405210.42,160690060.2,107225301.76,70645958.28
Machinery Furniture Equipment,9769679505.91,8880968893.92,8280175443.35,4183239257.09
Buildings And Improvements,,,,
Properties,3125149453.02,3103183569.83,2940573588.22,1864251656.26
Current Assets,2298876732.85,2094142715.56,2000385131.34,1538304593.01
Other Current Assets,523951741.23,218490495.74,34272288.26,140706734.14
Prepaid Assets,264270790.81,192479091.14,303539273.39,85398926.12
Inventory,411663016.12,352622093.49,389281941.47,324341372.15
Other Inventories,5971960.59,891867.22,919721.14,
Raw Materials,405691055.53,351730226.27,388362220.33,324341372.15
Other Receivables,24013985.32,26068661.45,9658722.95,11306840.55
Accounts Receivable,761959879.03,800450425.24,480300605.49,217781611.81
Allowance For Doubtful Accounts Receivable,-192559.6,-110583.29,-19398.2,0.0
Gross Accounts Receivable,762152438.63,800561008.53,480320003.69,217781611.81
Cash Cash Equivalents And Short Term Investments,313017320.34,504031948.5,783332299.78,758769108.24
Cash And Cash Equivalents,313017320.34,504031948.5,783332299.78,758769108.24
Cash Equivalents,76544704.23,18591810.95,43227126.18,5848621.8
Cash Financial,236472616.11,432173452.32,740105173.6,752920486.44
