,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,7756694797.0,7756694797.0,7756694797.0,7756694797.0
Share Issued,7756694797.0,7756694797.0,7756694797.0,7756694797.0
Total Debt,191881549263.55,169304680509.57,144419695412.74,133175388215.35
Tangible Book Value,118234388121.36,105605273764.97,96650795597.33,92580824744.25
Invested Capital,310086803408.25,274530812981.78,240351658252.01,224542578048.27
Net Tangible Assets,118234388121.36,105605273764.97,96650795597.33,92580824744.25
Common Stock Equity,119101657048.68,106468734430.25,97478047065.38,93251206177.43
Total Capitalization,310086803408.25,274530812981.78,240351658252.01,224542578048.27
Total Equity Gross Minority Interest,119150312039.64,106518950241.17,97526406581.24,93295541647.57
Minority Interest,48654990.96,50215810.92,48359515.86,44335470.14
Stockholders Equity,119101657048.68,106468734430.25,97478047065.38,93251206177.43
Other Equity Interest,36145018867.93,29825830188.69,24906528301.9,24906528301.9
Retained Earnings,33571045457.23,30238990192.08,29149025641.32,27189874742.36
Additional Paid In Capital,,12370886325.13,12416999532.67,12416999532.67
Capital Stock,7756694797.0,7756694797.0,7756694797.0,7756694797.0
Common Stock,7756694797.0,7756694797.0,7756694797.0,7756694797.0
Preferred Stock,,,,
Total Liabilities Net Minority Interest,557665478763.26,459899267552.36,425225781817.76,415910468317.6
Derivative Product Liabilities,6529374280.35,4072192440.33,4360558290.89,3258543905.18
Long Term Debt And Capital Lease Obligation,191881549263.55,169304680509.57,144419695412.74,133175388215.35
Payables,28024154668.94,25653549388.7,28440288537.07,29062492609.75
Other Payable,3872962027.24,4308110430.92,4505828960.92,4349540672.66
Total Tax Payable,1499752889.11,956367997.29,363965275.41,941312254.17
Accounts Payable,22651439752.59,20389070960.49,23570494300.74,23771639682.92
Total Assets,676815790802.9,566418217793.53,522752188399.0,509206009965.17
Investments And Advances,334620577195.26,297833704275.98,294295482237.41,261002057944.67
Investmentin Financial Assets,334517988790.99,297710922461.01,294180826712.18,260894534231.66
Trading Securities,186664850677.89,201971415945.84,214192419130.69,187311139561.49
Long Term Equity Investment,102588404.27,122781814.97,114655525.23,107523713.01
Investment Properties,40778017.47,39760753.06,43823398.63,38142253.84
Goodwill And Other Intangible Assets,867268927.32,863460665.28,827251468.05,670381433.18
Other Intangible Assets,867268927.32,863460665.28,827251468.05,670381433.18
Net PPE,1475360708.55,1843296103.55,2277512533.63,2525439570.04
Accumulated Depreciation,-1576613598.4,-1360823103.87,-1163876954.78,-995747678.52
Gross PPE,3051974306.95,3204119207.42,3441389488.41,3521187248.56
Other Properties,2563489921.7,2712702099.42,2945321412.2,3025479128.25
Machinery Furniture Equipment,67495709.78,65255773.93,72485542.88,57725277.9
Properties,420988675.47,426161334.07,423582533.33,437982842.41
Receivables,9807003570.12,9139735544.7,9680222469.51,10825580907.24
Cash And Cash Equivalents,322253937902.02,244527992300.15,199699696787.45,206601589345.7
Cash Equivalents,84384373129.14,63785420508.75,57052195882.68,53417802253.83
Cash Financial,176697854471.55,136976097120.58,116394076501.39,111645591985.94
Cash Cash Equivalents And Federal Funds Sold,328748229018.05,255631205183.79,213641993157.06,232152888862.59
