,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1300947.204683,-3083806.987581,-1013770.434237,-5643182.340893
Tax Rate For Calcs,0.19449,0.167396,0.158201,0.205088
Total Unusual Items,-6689008.41,-18422234.46,-6408112.67,-27515850.8
Total Unusual Items Excluding Goodwill,-6689008.41,-18422234.46,-6408112.67,-27515850.8
Net Income From Continuing Operation Net Minority Interest,9439423821.46,7223221368.58,7034486447.93,7519427792.55
Reconciled Depreciation,1106851134.64,1125241585.86,1087428013.15,975697712.22
Net Interest Income,1095015702.34,785790090.01,1711819572.16,2390611239.78
Interest Expense,7761044527.88,7897001377.75,8406078554.57,7141939813.69
Interest Income,8856060230.22,8682791467.76,10117898126.73,9532551053.47
Normalized Income,9444811882.665318,7238559796.052419,7039880790.165763,7541300461.009107
Net Income From Continuing And Discontinued Operation,9439423821.46,7223221368.58,7034486447.93,7519427792.55
Diluted Average Shares,,9143318188.0,9018572369.0,8743520689.0
Basic Average Shares,,9143318188.0,9018572369.0,8743520689.0
Diluted EPS,,0.79,0.78,0.86
Basic EPS,,0.79,0.78,0.86
Net Income Common Stockholders,9439423821.46,7223221368.58,7034486447.93,7519427792.55
Net Income,9439423821.46,7223221368.58,7034486447.93,7519427792.55
Minority Interests,-14599596.34,-12306295.06,-12859479.16,-10154086.39
Net Income Including Noncontrolling Interests,9454023417.8,7235527663.64,7047345927.09,7529581878.94
Net Income Continuous Operations,9454023417.8,7235527663.64,7047345927.09,7529581878.94
Tax Provision,2282673650.08,1454710452.43,1324423002.56,1942643787.29
Pretax Income,11736697067.88,8690238116.07,8371768929.65,9472225666.23
Other Non Operating Income Expenses,-90067835.03,-93327772.86,-1126782114.28,-28797326.14
Special Income Charges,-6689008.41,-18422234.46,-6408112.67,-27515850.8
Other Special Charges,2959546.3,-159334.05,-2008805.1,1535846.8
Write Off,3729462.11,18581568.51,8416917.77,25980004.0
Gain On Sale Of Security,8691455589.06,7763055991.26,6841744655.16,4532155253.88
Operating Expense,11191828533.8,10159961744.53,13866675277.41,17753392376.87
Other Operating Expenses,172266018.5,128463393.69,2395047843.08,6763504123.45
Depreciation And Amortization In Income Statement,1104736984.99,1123162774.86,1085471231.76,973740930.86
Amortization,311415574.86,272043734.34,216958759.02,165533170.17
Depreciation Income Statement,793321410.13,851119040.52,868512472.74,808207760.69
Selling General And Administration,3216037109.55,2877161264.67,2709254332.3,2124500656.77
Selling And Marketing Expense,,251219011.87,,
General And Administrative Expense,3216037109.55,2625942252.8,2709254332.3,2124500656.77
Total Revenue,23321411494.58,19044229930.9,23233918504.99,27553217870.0
Operating Revenue,23321411494.58,19044229930.9,23233918504.99,27553217870.0
