,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,122073686.0,122553200.0,120371720.0,90278788.0
Share Issued,122073686.0,122553200.0,120371720.0,90278788.0
Total Debt,8808513.06,6902294.84,10778722.25,12132115.33
Tangible Book Value,1184319687.44,1153177043.92,1113322580.02,332670786.51
Invested Capital,1190993708.28,1160616165.23,1120181067.81,336020466.2
Working Capital,1073295979.54,1076593481.08,1041893590.6,262660172.13
Net Tangible Assets,1184319687.44,1153177043.92,1113322580.02,332670786.51
Capital Lease Obligations,3779154.34,1371599.51,5060680.63,7927908.44
Common Stock Equity,1190993708.28,1160616165.23,1120181067.81,336020466.2
Total Capitalization,1190993708.28,1160616165.23,1120181067.81,336020466.2
Total Equity Gross Minority Interest,1194419755.51,1163261449.56,1122670136.73,340285235.73
Minority Interest,3426047.23,2645284.33,2489068.92,4264769.53
Stockholders Equity,1190993708.28,1160616165.23,1120181067.81,336020466.2
Treasury Stock,27124080.0,35022400.0,,
Retained Earnings,289752247.57,266599124.76,242832854.31,131618417.06
Additional Paid In Capital,796615395.32,829234140.95,815763121.95,158827129.96
Capital Stock,87195490.0,62527143.0,40942762.0,30707071.0
Common Stock,87195490.0,62527143.0,40942762.0,30707071.0
Total Liabilities Net Minority Interest,260614787.22,116189652.82,100830150.3,82569486.15
Total Non Current Liabilities Net Minority Interest,7903587.89,2332742.77,6711422.43,8174581.54
Other Non Current Liabilities,655464.45,,,
Non Current Deferred Revenue,361058.52,0.0,90218.18,246673.1
Non Current Deferred Taxes Liabilities,3107910.58,961143.26,1560523.62,
Long Term Debt And Capital Lease Obligation,3779154.34,1371599.51,5060680.63,7927908.44
Long Term Capital Lease Obligation,3779154.34,1371599.51,5060680.63,7927908.44
Current Liabilities,252711199.33,113856910.05,94118727.87,74394904.61
Other Current Liabilities,7279677.69,700572.53,886799.9,1110006.74
Current Debt And Capital Lease Obligation,5029358.72,5530695.33,5718041.62,4204206.89
Payables,204033343.27,95826895.81,81744029.48,60542177.61
Other Payable,53079280.92,51884834.11,22842177.51,16393907.34
Total Tax Payable,3200933.28,2040195.82,3823463.04,1897924.4
Accounts Payable,147753129.07,41901865.88,55078388.93,42250345.87
Total Assets,1455034542.73,1279451102.38,1223500287.03,422854721.88
Total Non Current Assets,129027363.86,89000711.25,87487968.56,85799645.14
Other Non Current Assets,1393416.0,774660.0,1210000.0,2522700.8
Non Current Deferred Assets,5139383.99,5681565.07,1532227.13,1778192.72
Non Current Deferred Taxes Assets,6882770.57,3862819.97,4013573.57,2792242.77
Long Term Equity Investment,9120351.56,8161578.95,9315776.83,9807040.39
Goodwill And Other Intangible Assets,6674020.84,7439121.31,6858487.79,3349679.69
Other Intangible Assets,6674020.84,7439121.31,6858487.79,3349679.69
Net PPE,99817420.9,63080965.95,64557903.24,65549788.77
Accumulated Depreciation,-35857003.09,-29951125.72,-24067892.82,-18255930.61
Gross PPE,135674423.99,93032091.67,88625796.06,83805719.38
Other Properties,20146127.65,18406910.29,21250675.94,22253553.38
Machinery Furniture Equipment,72511168.43,32696114.16,25446052.9,19623098.78
Properties,43017127.91,41929067.22,41929067.22,41929067.22
Current Assets,1326007178.87,1190450391.13,1136012318.47,337055076.74
Other Current Assets,10807910.8,1105680.86,826025.66,5177292.11
Prepaid Assets,6422573.09,6413426.87,10051106.74,5215700.27
Inventory,180038772.16,110205372.38,86112129.21,102988435.39
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,998051.94,304569.54,,-102988435.39
Finished Goods,117705974.97,46888462.68,23015277.18,53178526.64
Work In Process,47667284.56,35764056.75,31387406.22,29284626.92
Raw Materials,13667460.69,27248283.41,31709445.81,20525281.83
Other Receivables,30967567.15,33596645.54,14348181.79,8193857.56
Accounts Receivable,169576036.79,102664199.18,213213698.57,149500145.55
Allowance For Doubtful Accounts Receivable,-9280839.24,-5679508.36,-11224541.2,-7870560.3
Gross Accounts Receivable,178856876.03,108343707.54,224438239.77,157370705.85
Cash Cash Equivalents And Short Term Investments,928194318.88,936465066.3,811461176.5,65979645.86
Other Short Term Investments,777547021.11,664873786.16,,
Cash And Cash Equivalents,150647297.77,271591280.14,811461176.5,65979645.86
Cash Financial,150647297.77,271591280.14,811461176.5,65979645.86
