,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-995441.475133,-2871059.575,-1228197.571607,-1308692.22819
Tax Rate For Calcs,0.105329,0.25,0.1665,0.17519
Normalized EBITDA,44164666.86,36904136.99,30421170.75,36873726.13
Total Unusual Items,-9450815.9,-11484238.3,-7376553.42,-7470117.72
Total Unusual Items Excluding Goodwill,-9450815.9,-11484238.3,-7376553.42,-7470117.72
Net Income From Continuing Operation Net Minority Interest,18427900.3,13312020.21,9318493.03,9514023.77
Reconciled Depreciation,13351814.81,12572773.23,11486234.09,12695830.62
Reconciled Cost Of Revenue,926456465.12,600270890.41,639590129.17,755979627.76
EBITDA,34713850.96,25419898.69,23044617.33,29403608.41
EBIT,21362036.15,12847125.46,11558383.24,16707777.79
Net Interest Income,7209334.22,1016147.98,991026.88,3339096.98
Interest Expense,764640.41,916252.92,378425.0,
Interest Income,8636218.94,2361200.99,1868070.55,3447069.92
Normalized Income,26883274.724867,21925198.935,15466848.878393,15675449.26181
Net Income From Continuing And Discontinued Operation,18427900.3,13312020.21,9318493.03,9514023.77
Total Expenses,1035946151.3,673818497.93,718476145.47,824741315.37
Rent Expense Supplemental,385191.46,348554.29,348554.69,1180901.79
Total Operating Income As Reported,19689459.04,11458125.91,9962328.33,11854059.0
Diluted Average Shares,219379765.0,218229840.0,216709140.0,221256367.0
Basic Average Shares,219379765.0,218229840.0,216709140.0,221256367.0
Diluted EPS,0.084,0.061,0.043,0.043
Basic EPS,0.084,0.061,0.043,0.043
Net Income Common Stockholders,18427900.3,13312020.21,9318493.03,9514023.77
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,18427900.3,13312020.21,9318493.03,9514023.77
Net Income Including Noncontrolling Interests,18427900.3,13312020.21,9318493.03,9514023.77
Net Income Continuous Operations,18427900.3,13312020.21,9318493.03,9514023.77
Tax Provision,2169495.44,-1381147.67,1861465.21,2020787.07
Pretax Income,20597395.74,11930872.54,11179958.24,11534810.84
Other Non Operating Income Expenses,907936.7,472746.63,1217629.91,-319248.16
Special Income Charges,-9471594.84,-11484238.3,-7376553.42,-7470117.72
Other Special Charges,,,,15490.04
Write Off,8321085.94,11156896.07,5744189.05,2405085.27
Impairment Of Capital Assets,1150508.9,327342.23,1632364.37,5049542.41
Net Non Operating Interest Income Expense,7209334.22,1016147.98,991026.88,3339096.98
Total Other Finance Cost,662244.31,428800.09,498618.67,107972.94
Interest Expense Non Operating,764640.41,916252.92,378425.0,
Interest Income Non Operating,8636218.94,2361200.99,1868070.55,3447069.92
Operating Income,14790846.98,20989061.2,11917084.65,16707777.79
Operating Expense,109489686.18,73547607.52,78886016.3,68761687.61
Other Operating Expenses,6334189.06,-38941.05,2709090.86,3458276.44
Depreciation And Amortization In Income Statement,2782904.71,3529115.82,3461632.2,3703746.98
Depreciation Income Statement,2782904.71,3529115.82,3461632.2,3703746.98
Research And Development,42957970.01,25224854.31,20223798.55,12925704.14
Selling General And Administration,12363631.52,10224523.19,11673988.82,11635673.07
Selling And Marketing Expense,6074999.74,5933228.05,7076952.53,7806191.53
General And Administrative Expense,6288631.78,4291295.14,4597036.29,3829481.54
Rent And Landing Fees,385191.46,348554.29,348554.69,1180901.79
Gross Profit,124280533.16,94536668.72,90803100.95,85469465.4
Cost Of Revenue,926456465.12,600270890.41,639590129.17,755979627.76
Total Revenue,1050736998.28,694807559.13,730393230.12,841449093.16
Operating Revenue,1050736998.28,694807559.13,730393230.12,841449093.16
