,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,219120000.0,219120000.0,219120000.0,219120000.0
Share Issued,219120000.0,219120000.0,219120000.0,219120000.0
Total Debt,30025000.0,30004109.59,30033458.33,
Tangible Book Value,506818443.72,490943967.68,482418014.25,471304444.88
Invested Capital,524857378.2,539721079.96,532377465.63,492383428.29
Working Capital,245361537.27,320924751.36,324786563.16,330099903.15
Net Tangible Assets,506818443.72,490943967.68,482418014.25,471304444.88
Common Stock Equity,524857378.2,509716970.37,502344007.3,492383428.29
Total Capitalization,524857378.2,539721079.96,502344007.3,492383428.29
Total Equity Gross Minority Interest,524857378.2,509716970.37,502344007.3,492383428.29
Stockholders Equity,524857378.2,509716970.37,502344007.3,492383428.29
Retained Earnings,66803598.55,54045690.79,48124741.44,39320573.41
Additional Paid In Capital,200345643.8,200345643.8,200345643.8,200345643.8
Capital Stock,219120000.0,219120000.0,219120000.0,219120000.0
Common Stock,219120000.0,219120000.0,219120000.0,219120000.0
Total Liabilities Net Minority Interest,506347978.44,337689701.34,267994455.84,195334679.42
Total Non Current Liabilities Net Minority Interest,6892920.35,35275463.76,5703887.27,3640013.67
Other Non Current Liabilities,4375000.0,3022200.0,3662800.0,1783602.08
Non Current Deferred Taxes Liabilities,2517920.35,2249154.17,2041087.27,1856411.59
Long Term Debt And Capital Lease Obligation,0.0,30004109.59,,
Long Term Debt,0.0,30004109.59,,
Current Liabilities,499455058.09,302414237.58,262290568.57,191694665.75
Other Current Liabilities,18188439.04,10161424.33,8640265.93,2920568.97
Current Debt And Capital Lease Obligation,30025000.0,0.0,30033458.33,
Current Debt,,,30033458.33,
Payables,343289440.49,248406040.49,200457681.07,157512059.59
Other Payable,2913028.05,2532229.99,3114813.32,4873358.8
Total Tax Payable,6904845.65,1468477.23,5612103.32,2145630.87
Accounts Payable,333471566.79,244405333.27,191730764.43,150493069.92
Total Assets,1031205356.64,847406671.71,770338463.14,687718107.71
Total Non Current Assets,286388761.28,224067682.77,183261331.41,165923538.81
Other Non Current Assets,80000000.0,40000000.0,20000000.0,
Non Current Deferred Assets,837793.63,1355237.17,1145061.64,1019328.0
Non Current Deferred Taxes Assets,10281749.46,6581291.35,4854167.04,3403538.29
Investmentin Financial Assets,26710370.87,25656085.09,24823817.47,23967702.83
Available For Sale Securities,26710370.87,25656085.09,24823817.47,23967702.83
Investment Properties,23251141.87,25013861.35,26776580.9,28240573.86
Goodwill And Other Intangible Assets,18038934.48,18773002.69,19925993.05,21078983.41
Other Intangible Assets,18038934.48,18773002.69,19925993.05,21078983.41
Net PPE,127268770.97,106688205.12,85735711.31,88213412.42
Accumulated Depreciation,-137264995.71,-142413534.17,-135717199.07,-135340558.16
Gross PPE,264533766.68,249101739.29,221452910.38,223553970.58
Construction In Progress,2687488.48,7800600.7,0.0,
Other Properties,124581282.49,98887604.42,,88213412.42
Machinery Furniture Equipment,157070199.78,156356732.13,136508503.92,139300389.81
Properties,104776078.42,84944406.46,84944406.46,84253580.77
Current Assets,744816595.36,623338988.94,587077131.73,521794568.9
Other Current Assets,180332427.95,84907105.57,100000000.0,15715879.69
Prepaid Assets,13813398.99,13154952.47,21237818.48,28968863.0
Inventory,143359214.41,129064006.72,172192061.13,149864627.07
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,-149864627.07
Finished Goods,9189551.39,12488944.57,1930509.27,6065273.31
Work In Process,78842777.59,53332165.34,53990262.51,60733421.97
Raw Materials,55326885.43,63242896.81,116271289.35,83065931.79
Other Receivables,5185054.74,17350569.14,44649251.6,32659408.12
Accounts Receivable,206419701.17,138034459.05,131314911.65,112126676.92
Allowance For Doubtful Accounts Receivable,-31848503.09,-23603186.99,-12274025.16,-6527577.38
Gross Accounts Receivable,238268204.26,161637646.04,143588936.81,118654254.3
Cash Cash Equivalents And Short Term Investments,195706798.1,240827895.99,117683088.87,182459114.1
Other Short Term Investments,20778.94,,,
Cash And Cash Equivalents,195686019.16,240827895.99,117683088.87,182459114.1
Cash Equivalents,36.16,30000000.0,3438721.9,9209573.15
Cash Financial,193474804.25,204155547.24,114244366.97,173249540.95
