,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,588326491.0,588445628.0,588841905.0,588984300.0
Share Issued,588326491.0,588445628.0,588841905.0,588984300.0
Net Debt,80977999.12,402708891.93,756977417.72,547337176.99
Total Debt,1168253499.23,1135628736.01,1102499044.09,1124490028.3
Tangible Book Value,2408744917.06,1991557801.02,1532823110.84,1127983926.63
Invested Capital,5262009856.45,4851338614.21,4368894995.23,3804221644.03
Working Capital,2302868914.62,2037150719.26,1768560976.42,1133335736.88
Net Tangible Assets,2408744917.06,1991557801.02,1532823110.84,1127983926.63
Capital Lease Obligations,5245330.92,4913582.97,1044998.07,914272.24
Common Stock Equity,4138374136.02,3724591909.76,3271197511.51,2874365713.69
Total Capitalization,5261903994.46,4851338614.21,4287851836.51,3640765713.69
Total Equity Gross Minority Interest,4132799948.39,3721550156.64,3268753730.98,2913362206.55
Minority Interest,-5574187.63,-3041753.12,-2443780.53,38996492.86
Stockholders Equity,4138374136.02,3724591909.76,3271197511.51,2874365713.69
Other Equity Interest,176851413.37,176853455.82,179687188.35,
Treasury Stock,93631150.59,109588377.94,93072437.13,74804628.62
Retained Earnings,2789522603.32,2388013582.87,1953713793.68,1637056902.87
Additional Paid In Capital,382121582.63,377372898.9,382991056.81,458633084.74
Capital Stock,588326491.0,588445628.0,588841905.0,588984300.0
Common Stock,588326491.0,588445628.0,588841905.0,588984300.0
Total Liabilities Net Minority Interest,1442165213.96,1454198649.68,1344108369.97,1406347264.64
Total Non Current Liabilities Net Minority Interest,1164035605.41,1157082871.61,1046169148.76,798746525.83
Non Current Deferred Revenue,28125910.79,16973999.4,18649541.71,20454223.24
Non Current Deferred Taxes Liabilities,7134505.26,8448584.79,9820283.98,10978030.35
Long Term Debt And Capital Lease Obligation,1128775189.36,1131660287.42,1017699323.07,767314272.24
Long Term Capital Lease Obligation,5245330.92,4913582.97,1044998.07,914272.24
Long Term Debt,1123529858.44,1126746704.45,1016654325.0,766400000.0
Current Liabilities,278129608.55,297115778.07,297939221.21,607600738.81
Other Current Liabilities,14710138.37,12786773.56,8472578.45,8404084.73
Current Debt And Capital Lease Obligation,39478309.87,3968448.59,84799721.02,357175756.06
Current Debt,105861.99,,81043158.72,163455930.34
Payables,210721895.44,264959181.34,185418397.66,223233526.66
Other Payable,96126331.35,146235708.53,112848896.39,140581231.92
Total Tax Payable,45309825.56,37015944.52,34915338.18,35511354.24
Accounts Payable,69285738.53,81707528.29,37654163.09,47140940.5
Total Assets,5574965162.35,5175748806.32,4612862100.95,4319709471.19
Total Non Current Assets,2993966639.18,2841482308.99,2546361903.32,2578772995.5
Other Non Current Assets,541812108.3,448211224.43,283193991.38,368422808.26
Non Current Deferred Assets,1915904.39,2846832.14,3319807.41,3333643.85
Non Current Deferred Taxes Assets,48367909.24,45852089.77,37725492.12,31333540.17
Investmentin Financial Assets,30000000.0,30000000.0,30000000.0,30000000.0
Available For Sale Securities,30000000.0,30000000.0,30000000.0,30000000.0
Long Term Equity Investment,29459835.04,,,
Investment Properties,24902883.63,,,
Goodwill And Other Intangible Assets,1729629218.96,1733034108.74,1738374400.67,1746381787.06
Other Intangible Assets,57083536.49,60488426.27,65828718.2,73836104.59
Goodwill,1672545682.47,1672545682.47,1672545682.47,1672545682.47
Net PPE,581770072.62,555239932.54,438931488.74,366186078.16
Accumulated Depreciation,-240875068.49,-213432340.66,-177913002.27,-181042673.35
Gross PPE,822645141.11,768672273.2,616844491.01,547228751.51
Construction In Progress,,211029079.01,74804425.86,20077996.78
Other Properties,22448325.21,20599211.56,16717626.13,13826691.66
Machinery Furniture Equipment,282127981.76,248709409.5,236987865.89,232853425.38
Properties,518068834.14,288334573.13,288334573.13,280470637.69
Current Assets,2580998523.17,2334266497.33,2066500197.63,1740936475.69
Other Current Assets,149304361.57,208326036.52,399640244.87,104366613.52
Prepaid Assets,41338976.09,19631693.36,54058916.21,40771789.98
Inventory,220680889.1,229744758.87,219650092.16,252007871.96
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,5825302.06,5345336.7,6683338.14,2052870.99
Finished Goods,98029653.58,100968869.52,92253036.83,151454006.12
Work In Process,35151058.75,33460985.02,29469610.18,10007532.15
Raw Materials,81674874.71,89969567.63,91244107.01,88493462.7
Other Receivables,49542134.48,51497670.95,41935376.12,43928705.74
Accounts Receivable,1077474440.62,1101028525.11,1010495502.27,917342741.14
Allowance For Doubtful Accounts Receivable,-128269734.4,-122194886.34,-115353466.67,-98742255.15
Gross Accounts Receivable,1205744175.02,1223223411.45,1125848968.94,1016084996.29
Cash Cash Equivalents And Short Term Investments,1042657721.31,724037812.52,340720066.0,382518753.35
Cash And Cash Equivalents,1042657721.31,724037812.52,340720066.0,382518753.35
Cash Equivalents,14417.2,15796.76,12415577.18,945.65
Cash Financial,1042641740.66,708964363.1,328304488.82,382517807.7
