,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-5219858.845466,-1977410.162081,-716947.211602,-662986.150608
Tax Rate For Calcs,0.129267,0.127789,0.133081,0.107774
Normalized EBITDA,791493246.53,627801457.71,173012570.99,152064776.17
Total Unusual Items,-40380332.8,-15474011.49,-5387303.98,-6151655.89
Total Unusual Items Excluding Goodwill,-40380332.8,-15474011.49,-5387303.98,-6151655.89
Net Income From Continuing Operation Net Minority Interest,402753459.98,254038867.71,93896829.85,88078202.13
Reconciled Depreciation,228929875.17,185905932.95,58183386.28,44502757.6
Reconciled Cost Of Revenue,2053653533.48,1839763434.72,374404997.85,401873148.1
EBITDA,751112913.73,612327446.22,167625267.01,145913120.28
EBIT,522183038.56,426421513.27,109441880.73,101410362.68
Net Interest Income,-1284140.32,2229874.06,7494761.28,-1382755.73
Interest Expense,9772419.31,825459.86,1130933.57,2693038.33
Interest Income,9366931.56,3165866.4,8733126.73,1413326.22
Normalized Income,437913933.934534,267535469.037919,98567186.618398,93566871.869392
Net Income From Continuing And Discontinued Operation,402753459.98,254038867.71,93896829.85,88078202.13
Total Expenses,2496893439.39,2233933729.62,504062421.49,514394666.59
Rent Expense Supplemental,10011327.21,1501275.8,1441269.19,1649819.02
Total Operating Income As Reported,513657281.18,426129392.59,108973899.72,101207229.81
Diluted Average Shares,639291206.0,564530817.0,338366954.0,253754544.0
Basic Average Shares,639291206.0,564530817.0,338366954.0,253754544.0
Diluted EPS,0.63,0.45,0.2775,0.3471
Basic EPS,0.63,0.45,0.2775,0.3471
Net Income Common Stockholders,402753459.98,254038867.71,93896829.85,88078202.13
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,402753459.98,254038867.71,93896829.85,88078202.13
Minority Interests,-43419193.46,-117170644.66,,
Net Income Including Noncontrolling Interests,446172653.44,371209512.37,93896829.85,88078202.13
Net Income Continuous Operations,446172653.44,371209512.37,93896829.85,88078202.13
Tax Provision,66237965.81,54386541.04,14414117.31,10639122.22
Pretax Income,512410619.25,425596053.41,108310947.16,98717324.35
Other Non Operating Income Expenses,-1246661.93,9270752.41,-1564330.14,-2489905.46
Special Income Charges,-40852710.42,-15938999.79,-6329635.39,-6151655.89
Other Special Charges,1279625.67,-50678.35,-1172.03,850537.89
Write Off,4258718.72,3821806.08,1379051.28,1064956.07
Impairment Of Capital Assets,35314366.03,12167872.06,4951756.14,4236161.93
Net Non Operating Interest Income Expense,-1284140.32,2229874.06,7494761.28,-1382755.73
Total Other Finance Cost,878652.57,110532.48,107431.88,103043.62
Interest Expense Non Operating,9772419.31,825459.86,1130933.57,2693038.33
Interest Income Non Operating,9366931.56,3165866.4,8733126.73,1413326.22
Operating Income,369632998.17,433548688.83,105102596.94,109361681.45
Operating Expense,443239905.91,394170294.9,129657423.64,112521518.49
Other Operating Expenses,27991223.23,143568690.01,7758919.45,5154605.83
Depreciation And Amortization In Income Statement,28763764.15,7777639.4,6901946.19,5872517.72
Depreciation Income Statement,28763764.15,7777639.4,6901946.19,5872517.72
Research And Development,178146991.89,184427885.95,46910582.77,40965277.83
Selling General And Administration,133057229.93,70216464.01,44512715.44,38969411.9
Selling And Marketing Expense,55625867.21,31356759.18,23571653.17,22708076.7
General And Administrative Expense,77431362.72,38859704.83,20941062.27,16261335.2
Rent And Landing Fees,10011327.21,1501275.8,1441269.19,1649819.02
Gross Profit,812872904.08,827718983.73,234760020.58,221883199.94
Cost Of Revenue,2053653533.48,1839763434.72,374404997.85,401873148.1
Total Revenue,2866526437.56,2667482418.45,609165018.43,623756348.04
Operating Revenue,2866526437.56,2667482418.45,609165018.43,623756348.04
