,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,743187598.0,338390000.0,338390000.0,338390000.0
Share Issued,743187598.0,338390000.0,338390000.0,338390000.0
Total Debt,410325480.25,285019645.15,7909238.31,102123223.29
Tangible Book Value,5167845259.0,3025797560.55,1422453351.32,1322181135.35
Invested Capital,5689130972.27,3397984362.01,1462132475.18,1446362327.46
Working Capital,2618377049.21,2129740081.78,715723444.16,764418818.37
Net Tangible Assets,5167845259.0,3025797560.55,1422453351.32,1322181135.35
Capital Lease Obligations,28899173.77,36585464.36,3922240.09,6740142.41
Common Stock Equity,5358605183.51,3211821253.17,1462132475.18,1362170715.5
Total Capitalization,5689130972.27,3397984362.01,1462132475.18,1427342008.02
Total Equity Gross Minority Interest,5375394564.3,4616123131.31,1462132475.18,1362170715.5
Minority Interest,16789380.79,1404301878.14,,
Stockholders Equity,5358605183.51,3211821253.17,1462132475.18,1362170715.5
Other Equity Interest,28065389.56,,,
Retained Earnings,1089655893.96,819336955.81,334817476.46,282560236.44
Additional Paid In Capital,3340732061.4,692113243.18,723113243.18,723113243.18
Capital Stock,743187598.0,338390000.0,338390000.0,338390000.0
Common Stock,743187598.0,338390000.0,338390000.0,338390000.0
Total Liabilities Net Minority Interest,1499813973.34,1206549150.35,202091710.13,378785441.23
Total Non Current Liabilities Net Minority Interest,537890779.4,376443746.32,47116795.61,119158518.37
Tradeand Other Payables Non Current,23800000.0,34000000.0,,
Non Current Deferred Revenue,143146644.12,119691052.35,43159479.5,42371300.11
Non Current Deferred Taxes Liabilities,11519172.75,4120.77,35076.02,4875783.33
Long Term Debt And Capital Lease Obligation,359424962.53,222748573.2,3922240.09,71911434.93
Long Term Capital Lease Obligation,28899173.77,36585464.36,3922240.09,6740142.41
Long Term Debt,330525788.76,186163108.84,,65171292.52
Current Liabilities,961923193.94,830105404.03,154974914.52,259626922.86
Other Current Liabilities,570180.08,341813.68,102221.6,71645.07
Current Debt And Capital Lease Obligation,50900517.72,62271071.95,3986998.22,30211788.36
Current Debt,,,,19020319.44
Payables,897299724.71,764824465.34,150099374.74,228792373.51
Other Payable,89978576.96,74647962.02,25285762.92,21169756.52
Dividends Payable,78015839.79,,,
Total Tax Payable,34880845.85,21940594.28,12501145.57,10611832.39
Accounts Payable,694424462.11,668235909.04,112312466.25,197010784.6
Total Assets,6875208537.64,5822672281.66,1664224185.31,1740956156.73
Total Non Current Assets,3294908294.49,2862826795.85,793525826.63,716910415.5
Other Non Current Assets,7610459.19,49113723.39,4272706.12,2819586.61
Non Current Deferred Assets,54533470.46,43635753.59,36055696.37,35738342.95
Non Current Deferred Taxes Assets,23019877.92,24848404.47,7416979.26,11711502.81
Investmentin Financial Assets,256015746.93,40564353.43,62143416.66,
Held To Maturity Securities,30349808.23,20564353.43,62143416.66,
Available For Sale Securities,225665938.7,20000000.0,,
Long Term Equity Investment,44414000.18,136004878.61,4621040.65,
Goodwill And Other Intangible Assets,190759924.51,186023692.62,39679123.86,39989580.15
Other Intangible Assets,190759924.51,186023692.62,39679123.86,39989580.15
Net PPE,2718554815.3,2382635989.74,639336863.71,626651402.98
Accumulated Depreciation,-731410224.89,-247380038.67,-188169128.08,-138777526.2
Gross PPE,3449965040.19,2630016028.41,827505991.79,765428929.18
Construction In Progress,302274314.01,496433626.95,85270770.09,110148203.98
Other Properties,1628530340.94,1751333725.73,421975188.7,363721485.71
Machinery Furniture Equipment,9558230.31,5875666.64,5714941.61,5228773.4
Properties,1509602154.93,376373009.09,314545091.39,286330466.09
Current Assets,3580300243.15,2959845485.81,870698358.68,1024045741.23
Other Current Assets,529399276.28,438337962.84,2502015.64,18213891.27
Prepaid Assets,21211603.93,13194767.0,4581475.12,14229508.91
Inventory,659112711.79,557281233.27,85278588.97,85401684.32
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,1756306.59,460694400.6,4148208.19,2005452.07
Finished Goods,347856350.27,65498446.59,43258337.48,33515202.81
Work In Process,84079904.38,1604243.23,,
Raw Materials,225420150.55,29484142.85,37872043.3,49881029.44
Other Receivables,155797806.91,117993104.79,8677257.87,1971030.46
Accounts Receivable,707949492.92,674336387.58,172827944.4,149925471.24
Allowance For Doubtful Accounts Receivable,,-11068136.17,-8883015.25,-7900077.44
Gross Accounts Receivable,,219442646.76,174610058.06,157825548.68
Cash Cash Equivalents And Short Term Investments,1506829351.32,1158702030.33,596831076.68,754304155.03
Other Short Term Investments,509859139.68,211810179.45,199156331.41,
Cash And Cash Equivalents,996970211.64,946891850.88,397674745.27,754304155.03
Cash Equivalents,20097200.0,0.0,687.77,1637613.35
Cash Financial,976873011.64,381649281.97,393202966.48,752666541.68
