,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-671308.809028,-132283.330178,-30893432.615,-3048354.25645
Tax Rate For Calcs,0.00276,0.001997,0.25,0.011348
Normalized EBITDA,1819701445.81,2517773376.93,494761694.48,1865788289.91
Total Unusual Items,-243221434.24,-66255795.17,-123573730.46,-268635100.96
Total Unusual Items Excluding Goodwill,-243221434.24,-66255795.17,-123573730.46,-268635100.96
Net Income From Continuing Operation Net Minority Interest,577787575.21,1520963179.35,-437409219.32,890766828.95
Reconciled Depreciation,934074195.25,836130007.9,713948040.94,597256530.24
Reconciled Cost Of Revenue,16662797154.47,14902289229.68,14610995141.06,12367341253.81
EBITDA,1576480011.57,2451517581.76,371187964.02,1597153188.95
EBIT,642405816.32,1615387573.86,-342760076.92,999896658.71
Net Interest Income,-73004406.71,-84140770.65,-92393301.67,-97398801.62
Interest Expense,72927681.14,96165776.73,96052345.16,99219373.01
Interest Income,1113718.45,14983709.22,5752525.61,3154633.24
Normalized Income,820337700.640972,1587086691.189822,-344728921.475,1156353575.65355
Net Income From Continuing And Discontinued Operation,577787575.21,1520963179.35,-437409219.32,890766828.95
Total Expenses,17841846925.09,16033122753.4,15541906183.25,13188613099.82
Total Operating Income As Reported,613121667.19,1558314156.79,-402284206.33,915369910.82
Diluted Average Shares,848190803.0,827644980.0,827642799.0,760559109.0
Basic Average Shares,833267342.0,827644980.0,827642799.0,760559109.0
Diluted EPS,0.6812,1.8377,-0.5285,1.1712
Basic EPS,0.6934,1.8377,-0.5285,1.1712
Net Income Common Stockholders,577787575.21,1520963179.35,-437409219.32,890766828.95
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,577787575.21,1520963179.35,-437409219.32,890766828.95
Minority Interests,9881241.01,4774591.89,1481001.99,310037.25
Net Income Including Noncontrolling Interests,567906334.2,1516188587.46,-438890221.31,890456791.7
Net Income Continuous Operations,567906334.2,1516188587.46,-438890221.31,890456791.7
Tax Provision,1571800.98,3033209.67,77799.23,10220494.0
Pretax Income,569478135.18,1519221797.13,-438812422.08,900677285.7
Other Non Operating Income Expenses,-43643532.01,-39092359.66,-36528215.75,-14692625.12
Special Income Charges,-239639821.21,-77152914.99,-182259954.16,-283194712.36
Other Special Charges,58011376.4,12813216.6,50120463.56,31088649.67
Write Off,3955042.06,15544459.91,5253874.16,4783515.07
Impairment Of Capital Assets,177673402.75,48795238.48,126885616.44,247322547.62
Net Non Operating Interest Income Expense,-73004406.71,-84140770.65,-92393301.67,-97398801.62
Total Other Finance Cost,1190444.02,2958703.14,2093482.12,1334061.85
Interest Expense Non Operating,72927681.14,96165776.73,96052345.16,99219373.01
Interest Income Non Operating,1113718.45,14983709.22,5752525.61,3154633.24
Operating Income,887515506.38,1691752664.36,-187809324.98,1258851054.91
Operating Expense,1179049770.62,1130833523.72,930911042.19,821271846.01
Other Operating Expenses,33398274.25,28639333.5,23452824.73,18656385.55
Depreciation And Amortization In Income Statement,193631447.38,165259512.37,140643752.35,100727389.98
Depreciation Income Statement,193631447.38,165259512.37,140643752.35,100727389.98
Research And Development,146476601.16,140462980.68,80054056.67,83872451.92
Selling General And Administration,458318857.54,440424575.27,412394664.01,308014131.28
Selling And Marketing Expense,128925518.27,119727170.18,113403513.6,84056116.25
General And Administrative Expense,329393339.27,320697405.09,298991150.41,223958015.03
Gross Profit,2066565277.0,2822586188.08,743101717.21,2080122900.92
Cost Of Revenue,16662797154.47,14902289229.68,14610995141.06,12367341253.81
Total Revenue,18729362431.47,17724875417.76,15354096858.27,14447464154.73
Operating Revenue,18729362431.47,17724875417.76,15354096858.27,14447464154.73
