,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,10217687929.24,13315069721.44,3673711729.51,1811314439.98
Repayment Of Debt,-3065515242.67,-6696048576.0,-4179300000.0,-5524000000.0
Issuance Of Debt,3657321102.03,4436500000.0,6350000000.0,7915000000.0
Capital Expenditure,-1353356123.49,-1086535462.25,-924320090.74,-1286952555.84
End Cash Position,21426114664.38,28976260699.36,20352962047.05,15771067581.58
Beginning Cash Position,28976260699.36,20352962047.05,15771067581.58,14510391503.92
Effect Of Exchange Rate Changes,-70207417.14,-62051450.82,7431363.55,63072177.21
Changes In Cash,-7479938617.84,8685350103.13,4574463101.92,1197603900.45
Financing Cash Flow,-646346280.74,-2940580908.88,1754104288.46,2007768695.36
Net Other Financing Charges,-9572182.64,-44001128.61,-7462470.03,-11145112.31
Cash Dividends Paid,-739583325.23,-509419421.17,-384689488.34,-354724184.96
Net Issuance Payments Of Debt,591805859.36,-2259548576.0,2170700000.0,2391000000.0
Net Long Term Debt Issuance,591805859.36,-2259548576.0,2170700000.0,2391000000.0
Long Term Debt Payments,-3065515242.67,-6696048576.0,-4179300000.0,-5524000000.0
Long Term Debt Issuance,3657321102.03,4436500000.0,6350000000.0,7915000000.0
Investing Cash Flow,-18404636389.83,-2775674171.68,-1777673006.79,-3908431790.73
Net Other Investing Changes,-17479181518.58,-1833338818.25,-1424885144.15,-2207962989.9
Net Investment Purchase And Sale,292383854.28,133443389.52,564066738.26,-433567495.44
Sale Of Investment,292383854.28,133443389.52,2471646847.49,4438438104.56
Purchase Of Investment,,,-1907580109.23,-4872005600.0
Net Business Purchase And Sale,200654.3,,,
Sale Of Business,200654.3,,,
Net PPE Purchase And Sale,-1218039379.83,-1075778742.95,-916854600.9,-1266901305.39
Sale Of PPE,135316743.66,10756719.3,7465489.84,20051250.45
Purchase Of PPE,-1353356123.49,-1086535462.25,-924320090.74,-1286952555.84
Operating Cash Flow,11571044052.73,14401605183.69,4598031820.25,3098266995.82
Change In Working Capital,6146231554.23,10306345623.78,2072863457.13,955404661.41
Change In Other Current Assets,-85720679.96,14877064.98,-10951108.73,8676325.6
Change In Payable,4002048620.64,8134017197.9,8282366003.26,6121272275.84
Change In Inventory,1849619976.16,352658578.84,-2451968172.96,-2060142721.1
Change In Receivables,380283637.39,1804792782.06,-3746583264.44,-3114401218.93
Other Non Cash Items,262511113.59,73903534.97,271622384.86,187740648.68
Depreciation And Amortization,1467547739.91,1431034419.75,1317985925.7,1282834181.78
Amortization Cash Flow,189289608.96,184440571.16,168162489.73,133498336.65
Depreciation,1278258130.95,1246593848.59,1149823435.97,1149335845.13
Gain Loss On Investment Securities,-220333570.64,-219659325.47,-355230302.22,-143051618.52
Gain Loss On Sale Of PPE,-61568911.94,-20802331.47,-882919.2,-18037088.09
Net Income From Continuing Operations,3329654118.04,2552703003.18,1058364165.49,386230774.79
Cash Flowsfromusedin Operating Activities Direct,11571044052.73,14401605183.69,4598031820.25,3098266995.82
Taxes Refund Paid Direct,-2716445478.1,-1905169134.77,-1880429280.19,-1259072465.22
Classesof Cash Payments,-53835259773.12,-50211557062.62,-49393860169.2,-42700326775.6
Other Cash Paymentsfrom Operating Activities,-2255709872.2,-1842426228.73,-2636793151.45,-2154729950.59
Paymentson Behalfof Employees,-5057353144.42,-4888759273.95,-4695464908.21,-4375709232.14
Paymentsto Suppliersfor Goodsand Services,-46522196756.5,-43480371559.94,-42061602109.54,-36169887592.87
Classesof Cash Receiptsfrom Operating Activities,68122749303.95,66518331381.08,55872321269.64,47057666236.64
Other Cash Receiptsfrom Operating Activities,1504961123.18,1433867482.44,1812283229.93,1672789729.52
Receiptsfrom Customers,66617788180.77,65084463898.64,54060038039.71,45384876507.12
