,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,853913616.0,858055658.0,862298975.0,801074638.0
Share Issued,853913616.0,858055658.0,862298975.0,801074638.0
Net Debt,723428635.73,1081791040.96,686045341.25,742570412.29
Total Debt,2709581806.16,2513652669.31,1965292011.13,2145817033.36
Tangible Book Value,1481301021.34,1574401701.33,1685061456.9,1459153661.61
Invested Capital,4463266942.61,4255347857.08,3855877079.61,3821986038.0
Working Capital,1362276445.0,1516111407.19,1410009762.31,1561645167.0
Net Tangible Assets,1481301021.34,1574401701.33,1685061456.9,1459153661.61
Capital Lease Obligations,28979625.49,53705026.36,50604147.03,21204358.5
Common Stock Equity,2051536601.25,2022768554.29,2028121447.61,1721025251.37
Total Capitalization,3347173920.1,3469489754.2,3244224575.74,2819254071.5
Total Equity Gross Minority Interest,2332428303.06,2287023076.9,2358360209.02,2050780332.11
Minority Interest,280891701.81,264254522.61,330238761.41,329755080.74
Stockholders Equity,2051536601.25,2022768554.29,2028121447.61,1721025251.37
Other Equity Interest,157944511.08,158028960.95,158032024.15,158043578.24
Treasury Stock,30241895.51,20296288.0,30920377.5,32409300.0
Retained Earnings,488594956.57,438304419.12,478053793.82,492498411.19
Additional Paid In Capital,493022219.97,506967487.76,472104259.6,228032407.65
Capital Stock,853753116.0,858055658.0,862298975.0,801074638.0
Common Stock,853753116.0,858055658.0,862298975.0,801074638.0
Total Liabilities Net Minority Interest,7016306857.86,5667028846.4,4592880218.13,4274204072.73
Total Non Current Liabilities Net Minority Interest,1524714824.71,1749679871.54,1451519538.17,1212807898.78
Other Non Current Liabilities,8339917.34,64493454.27,48381591.56,40389257.23
Tradeand Other Payables Non Current,120000000.0,111123090.22,92070705.5,12000000.0
Non Current Deferred Revenue,68672143.39,66210786.58,40336727.28,36590474.26
Non Current Deferred Taxes Liabilities,3085819.64,7426314.2,4023238.67,4394988.66
Long Term Debt And Capital Lease Obligation,1324616944.34,1500426226.27,1266707275.16,1119433178.63
Long Term Capital Lease Obligation,28979625.49,53705026.36,50604147.03,21204358.5
Long Term Debt,1295637318.85,1446721199.91,1216103128.13,1098228820.13
Current Liabilities,5491592033.15,3917348974.86,3141360679.96,3061396173.95
Other Current Liabilities,168118254.0,36765200.95,51804771.63,65633385.41
Current Debt And Capital Lease Obligation,1384964861.82,1013226443.04,698584735.97,1026383854.73
Current Debt,1116093022.51,785858102.88,611652503.87,1002731966.5
Payables,3572425162.64,2714684344.55,2165346013.11,1788453907.74
Other Payable,103969789.89,149622221.68,166133728.36,174170571.16
Dividends Payable,859400.0,,,
Total Tax Payable,112164016.49,163827452.08,104022778.35,122398982.99
Accounts Payable,3355431956.26,2401234670.79,1895189506.4,1491884353.59
Total Assets,9348735160.92,7954051923.3,6951240427.15,6324984404.84
Total Non Current Assets,2494866682.77,2520591541.25,2399869984.88,1701943063.89
Other Non Current Assets,536350018.77,642847944.34,705421178.08,482036734.35
Non Current Deferred Assets,27557769.16,11272159.87,12863599.69,8879927.32
Non Current Deferred Taxes Assets,92252836.36,88213359.17,67444580.38,46614378.96
Investmentin Financial Assets,45784890.19,38297124.96,31899184.5,31831296.63
Available For Sale Securities,45784890.19,38297124.96,31899184.5,31831296.63
Long Term Equity Investment,476420406.81,383773345.19,353102539.46,298527546.37
Goodwill And Other Intangible Assets,570235579.91,448366852.96,343059990.71,261871589.76
Other Intangible Assets,464420426.36,346162139.62,249873413.03,167616527.83
Goodwill,105815153.55,102204713.34,93186577.68,94255061.93
Net PPE,462540347.44,607869407.1,600345129.95,500517554.11
Accumulated Depreciation,-269683542.04,-261524772.96,-245982084.9,-227882178.75
Gross PPE,732223889.48,869394180.06,846327214.85,728399732.86
Construction In Progress,17357674.16,62568152.39,58728530.36,40648026.49
Other Properties,88125012.9,69128694.67,56068127.12,28922119.71
Machinery Furniture Equipment,227663053.61,261458130.45,263209987.19,263688789.81
Properties,399078148.81,476239202.55,468320570.18,395140796.85
Current Assets,6853868478.15,5433460382.05,4551370442.27,4623041340.95
Other Current Assets,67266586.6,51310688.25,54162566.99,41710666.3
Prepaid Assets,80008020.14,44482003.05,68621749.24,87992045.72
Inventory,329061091.06,365335378.92,384019540.51,452853571.98
Inventories Adjustments Allowances,,0.0,0.0,0.0
Other Inventories,93924653.1,154442797.16,139925585.23,171097929.59
Finished Goods,207341507.38,176704548.84,194989972.77,240804449.93
Work In Process,2172618.66,85907.44,4774934.94,
Raw Materials,25622311.92,34102125.48,44329047.57,40951192.46
Other Receivables,1436996343.87,1045120901.86,731126941.35,698953066.27
Accounts Receivable,3220569584.98,2776413148.14,2117278245.41,1977086384.35
Allowance For Doubtful Accounts Receivable,-454258631.83,-403301598.23,-308539985.19,-235550315.51
Gross Accounts Receivable,3674828216.81,3179714746.37,2425818230.6,2212636699.86
Cash Cash Equivalents And Short Term Investments,1719966851.5,1150798261.83,1196161398.77,1364445606.33
Other Short Term Investments,31665145.87,10000.0,54451108.02,6055231.99
Cash And Cash Equivalents,1688301705.63,1150788261.83,1141710290.75,1358390374.34
Cash Equivalents,120999464.99,105029359.31,103205711.38,193341510.93
Cash Financial,1567302240.64,1045758902.52,1038504579.37,1165048863.41
