,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,523496579.78,-365291519.85,83634738.14,8645115.72
Repayment Of Debt,-1376237232.95,-961380716.05,-1276405499.57,-818090661.11
Issuance Of Debt,1546505480.87,1447902791.15,1065280452.91,1364592203.03
Capital Expenditure,-73161918.81,-271117643.4,-293378396.04,-162057971.23
End Cash Position,1531601961.37,1002487959.46,1038500579.37,1163785033.61
Beginning Cash Position,1002487959.46,1038500579.37,1163785033.61,821997571.75
Effect Of Exchange Rate Changes,99746.86,65888.07,220775.89,-631172.53
Changes In Cash,529014255.05,-36078507.98,-125505230.13,342418634.39
Financing Cash Flow,-19888095.98,297041904.74,-97407278.64,420543448.32
Net Other Financing Charges,-71738422.89,-22310507.23,281827511.67,27652841.02
Cash Dividends Paid,-117777921.01,-167169663.13,-168109743.65,-153610934.62
Net Issuance Payments Of Debt,170268247.92,486522075.1,-211125046.66,546501541.92
Net Long Term Debt Issuance,170268247.92,486522075.1,-211125046.66,546501541.92
Long Term Debt Payments,-1376237232.95,-961380716.05,-1276405499.57,-818090661.11
Long Term Debt Issuance,1546505480.87,1447902791.15,1065280452.91,1364592203.03
Investing Cash Flow,-47756147.56,-238946536.27,-405111085.67,-248827900.88
Net Other Investing Changes,,,20497838.66,1359620.84
Net Investment Purchase And Sale,-98085543.5,35885692.37,-132644172.74,-122277107.96
Sale Of Investment,343140258.79,298429924.77,89864061.26,78091630.93
Purchase Of Investment,-441225802.29,-262544232.4,-222508234.0,-200368738.89
Net Business Purchase And Sale,167831.71,-6245165.92,,30503250.47
Sale Of Business,1877256.2,,,36188872.75
Purchase Of Business,-1709424.49,-6245165.92,,-5685622.28
Net PPE Purchase And Sale,50161564.23,-268587062.72,-292964751.59,-158413664.23
Sale Of PPE,123323483.04,2530580.68,413644.45,3644307.0
Purchase Of PPE,-73161918.81,-271117643.4,-293378396.04,-162057971.23
Operating Cash Flow,596658498.59,-94173876.45,377013134.18,170703086.95
Change In Working Capital,287480697.11,-466244550.83,29926435.81,-177996041.72
Change In Other Current Assets,-8379971.75,-17365703.26,-21672358.03,-8920010.97
Change In Payable,1171729541.77,303488618.54,1319653369.67,392496553.14
Change In Inventory,40523092.1,-20280390.45,-68834031.47,52102100.41
Change In Receivables,-916391965.01,-732087075.66,-1199220544.36,-613674684.3
Other Non Cash Items,118956734.97,117288349.2,96036663.33,95508992.2
Depreciation And Amortization,79854927.99,72430955.65,61396400.75,49739048.85
Amortization Cash Flow,24253832.3,20031931.9,14210151.54,13348406.08
Depreciation,55601095.69,52399023.75,47186249.21,36390642.77
Gain Loss On Investment Securities,-21168382.25,-2610908.41,-16766224.16,-11040834.18
Gain Loss On Sale Of PPE,-34813691.58,522794.53,663004.87,-338014.77
Net Income From Continuing Operations,109604437.51,67147910.99,108476455.54,146776731.53
Cash Flowsfromusedin Operating Activities Direct,596658498.59,-94173876.45,377013134.18,170703086.95
Taxes Refund Paid Direct,-203113455.56,-182522714.53,-236374883.92,-148736414.12
Classesof Cash Payments,-3606583852.99,-3033306219.89,-3055940751.91,-3406924636.75
Other Cash Paymentsfrom Operating Activities,-527067240.33,-544328448.17,-376420396.14,-534537186.17
Paymentson Behalfof Employees,-508810571.19,-457185478.31,-403996337.12,-357899209.94
Paymentsto Suppliersfor Goodsand Services,-2570706041.47,-2031792293.41,-2275524018.65,-2514488240.64
Classesof Cash Receiptsfrom Operating Activities,4406355807.14,3121655057.97,3669328770.01,3726364137.82
Other Cash Receiptsfrom Operating Activities,415375080.94,490299090.59,420520163.03,230671343.35
Receiptsfrom Customers,3990980726.2,2631355967.38,3248808606.98,3495692794.47
