,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,229151752.0,227394526.0,197862043.0,191944245.0
Share Issued,229151752.0,227394526.0,197862043.0,191944245.0
Net Debt,117520506.15,,374331944.52,
Total Debt,4737179082.1,3325216650.91,2876925610.91,752026985.95
Tangible Book Value,2711140117.38,3613488848.82,31066407.58,-161228376.0
Invested Capital,7540150076.51,7169726586.39,3298238673.65,1370933467.49
Working Capital,-45778449.73,539724773.65,-818143625.94,-1336211869.41
Net Tangible Assets,2711140117.38,3613488848.82,31066407.58,-161228376.0
Capital Lease Obligations,5135505.21,665573.11,2496737.53,1148979.16
Common Stock Equity,3886998305.25,4709239865.97,1050831863.0,1001828893.56
Total Capitalization,6029224298.66,6719641812.48,2709156859.0,1194164889.15
Total Equity Gross Minority Interest,3886998305.25,4709239865.97,1050831863.0,1604269267.29
Minority Interest,,,,602440373.73
Stockholders Equity,3886998305.25,4709239865.97,1050831863.0,1001828893.56
Other Equity Interest,,,,10757606.41
Treasury Stock,100955892.85,,,
Retained Earnings,713655975.77,1474783923.92,812989931.0,149268228.71
Additional Paid In Capital,3004578712.27,2837638284.73,0.0,647573497.28
Capital Stock,229151752.0,227394526.0,141524273.0,137291465.0
Common Stock,229151752.0,227394526.0,141524273.0,137291465.0
Total Liabilities Net Minority Interest,12572431929.06,13675705440.02,8047147762.12,4410941326.36
Total Non Current Liabilities Net Minority Interest,6194994447.28,7215060231.87,3669676505.78,1392690460.22
Tradeand Other Payables Non Current,3891842342.84,4297772301.2,1508778404.91,1162916381.27
Non Current Deferred Revenue,28384500.61,270150711.35,220327876.03,11617017.19
Non Current Deferred Taxes Liabilities,127406105.21,636069699.7,279748491.31,24672087.01
Long Term Debt And Capital Lease Obligation,2147361498.62,2011067519.62,1660821733.53,193484974.75
Long Term Capital Lease Obligation,5135505.21,665573.11,2496737.53,1148979.16
Long Term Debt,2142225993.41,2010401946.51,1658324996.0,192335995.59
Current Liabilities,6377437481.78,6460645208.15,4377471256.34,3018250866.14
Other Current Liabilities,20705612.88,60777261.71,41227365.78,34001061.47
Current Debt And Capital Lease Obligation,2589817583.48,1314149131.29,1216103877.38,558542011.2
Current Debt,1510925777.85,450084773.91,589081814.65,176768578.34
Payables,3684365450.53,4611097102.25,2803006430.23,2332309656.39
Other Payable,192911258.81,713771527.59,1235213855.04,895592269.62
Dividends Payable,,,89600.0,3246626.95
Total Tax Payable,16205709.23,14653361.28,31591183.64,16504586.93
Accounts Payable,3475248482.49,3882672213.38,1536111791.55,1416966172.89
Total Assets,16459430234.31,18384945305.99,9097979625.12,6015210593.65
Total Non Current Assets,10127771202.26,11384575324.19,5538651994.72,4333171596.92
Other Non Current Assets,78379683.03,191509318.23,98816076.22,108973919.12
Non Current Deferred Assets,454197.82,1074037.82,3301787.93,283413805.98
Non Current Deferred Taxes Assets,383334803.58,734029395.62,260987968.41,42310899.71
Long Term Equity Investment,,,,43869542.42
Investment Properties,,,,10626054.4
Goodwill And Other Intangible Assets,1175858187.87,1095751017.15,1019765455.42,1163057269.56
Other Intangible Assets,321016627.85,239072056.27,159255562.06,299725228.31
Goodwill,854841560.02,856678960.88,860509893.36,863332041.25
Net PPE,8489744329.96,9355711555.37,4077294777.43,2655315308.1
Accumulated Depreciation,-2474419278.36,-1770605432.63,-383057716.65,-633031388.33
Gross PPE,10964163608.32,11126316988.0,4460352494.08,3288346696.43
Construction In Progress,338664313.53,1276378446.59,308455512.59,237366482.1
Other Properties,7058335.27,4524492.99,-386182084.4,30722471.81
Machinery Furniture Equipment,7896082707.04,7207814396.9,3694402619.7,2238297733.72
Buildings And Improvements,,,,781960008.8
Properties,2722358252.48,2637599651.52,843676446.19,781960008.8
Current Assets,6331659032.05,7000369981.8,3559327630.4,1682038996.73
Other Current Assets,843285116.55,586692587.97,163624024.58,134254369.02
Prepaid Assets,90516228.01,175570794.73,104474551.46,93532750.3
Inventory,552076574.88,727285165.93,338923823.16,437736036.6
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,312130755.52,295745288.9,160835651.22,168516681.82
Work In Process,20402343.52,99946947.68,63662119.99,112476452.31
Raw Materials,219543475.84,331592929.35,114426051.95,156742902.47
Other Receivables,851945178.34,1892867077.96,1032755576.94,358540880.64
Accounts Receivable,28021687.46,10024484.3,46474788.13,166480389.14
Allowance For Doubtful Accounts Receivable,-4497370.3,-4001472.53,-1479423.27,-24782761.25
Gross Accounts Receivable,32519057.76,14025956.83,47954211.4,191263150.39
Cash Cash Equivalents And Short Term Investments,3965814246.81,3607929870.91,1873074866.13,491494571.03
Other Short Term Investments,430182981.7,,,
Cash And Cash Equivalents,3535631265.11,3607929870.91,1873074866.13,491494571.03
Cash Equivalents,919355525.03,958078145.98,629122735.14,277415351.88
Cash Financial,2616275740.08,2649851724.93,1243952130.99,214079219.15
