,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-2430075.773286,-65807.53089,-959543.322167,25001.404928
Tax Rate For Calcs,0.091446,0.003569,0.067642,0.157322
Normalized EBITDA,464429071.72,378723648.45,340666135.03,272715310.16
Total Unusual Items,-26574008.5,-18436712.12,-14185672.99,158918.81
Total Unusual Items Excluding Goodwill,-26574008.5,-18436712.12,-14185672.99,158918.81
Net Income From Continuing Operation Net Minority Interest,163399545.61,145984303.3,133640100.9,100617412.61
Reconciled Depreciation,220690598.38,186811024.66,159750151.03,147281982.43
Reconciled Cost Of Revenue,1788460279.5,1580110716.95,1178187963.52,870648057.21
EBITDA,437855063.22,360286936.33,326480462.04,272874228.97
EBIT,217164464.84,173475911.67,166730311.01,125592246.54
Net Interest Income,-15912785.96,-1821125.93,-8696814.28,-5435222.71
Interest Expense,16564888.3,12730881.09,12005118.47,6190295.25
Interest Income,1805410.59,11977578.0,4223601.64,1679529.71
Normalized Income,187543478.336714,164355207.88911,146866230.567833,100483495.204928
Net Income From Continuing And Discontinued Operation,163399545.61,145984303.3,133640100.9,100617412.61
Total Expenses,2087164268.49,1850492570.94,1390407607.77,1033170680.42
Total Operating Income As Reported,201678768.33,157215580.25,151621690.94,117046863.09
Diluted Average Shares,241385692.0,237224493.0,211868453.0,198185813.0
Basic Average Shares,238673494.0,231438530.0,206823966.0,198185813.0
Diluted EPS,0.676923,0.615385,0.630769,0.507692
Basic EPS,0.684615,0.630769,0.646154,0.507692
Net Income Common Stockholders,163399545.61,145984303.3,133640100.9,100617412.61
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,163399545.61,145984303.3,133640100.9,100617412.61
Minority Interests,-18856085.15,-14186968.06,-10619213.47,
Net Income Including Noncontrolling Interests,182255630.76,160171271.36,144259314.37,100617412.61
Net Income Continuous Operations,182255630.76,160171271.36,144259314.37,100617412.61
Tax Provision,18343945.78,573759.22,10465878.17,18784538.68
Pretax Income,200599576.54,160745030.58,154725192.54,119401951.29
Other Non Operating Income Expenses,-1079191.79,3529450.33,3047336.01,2355088.2
Special Income Charges,-27899252.39,-19067574.1,-14268572.73,-2711081.21
Other Special Charges,-1297131.03,-61584.09,-21422.49,-2621.27
Write Off,13096182.48,8688240.96,9151372.52,287669.86
Impairment Of Capital Assets,16100200.94,10440917.23,5138622.7,2426032.62
Net Non Operating Interest Income Expense,-15912785.96,-1821125.93,-8696814.28,-5435222.71
Total Other Finance Cost,1153308.25,1067822.84,915297.45,924457.17
Interest Expense Non Operating,16564888.3,12730881.09,12005118.47,6190295.25
Interest Income Non Operating,1805410.59,11977578.0,4223601.64,1679529.71
Operating Income,264753905.33,169672395.8,154891821.47,129857857.27
Operating Expense,298703988.99,270381853.99,212219644.25,162522623.21
Other Operating Expenses,12154771.82,1786684.1,7127377.04,6088587.97
Depreciation And Amortization In Income Statement,22471791.7,14384605.49,11756851.24,8779813.83
Depreciation Income Statement,22471791.7,14384605.49,11756851.24,8779813.83
Research And Development,103135376.92,94914693.38,68530655.95,46778203.59
Selling General And Administration,75721417.88,74683030.19,54172898.12,42744595.47
Selling And Marketing Expense,12793583.8,17431584.86,15784479.64,9162382.62
General And Administrative Expense,62927834.08,57251445.33,38388418.48,33582212.85
Gross Profit,563457894.32,440054249.79,367111465.72,292380480.48
Cost Of Revenue,1788460279.5,1580110716.95,1178187963.52,870648057.21
Total Revenue,2351918173.82,2020164966.74,1545299429.24,1163028537.69
Operating Revenue,2351918173.82,2020164966.74,1545299429.24,1163028537.69
