,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1278641.558873,-1873986.0846,-875597.329322,-441751.30195
Tax Rate For Calcs,0.074732,0.1038,0.088495,0.108821
Normalized EBITDA,107950924.75,134368718.47,117785708.31,108064687.32
Total Unusual Items,-17109636.81,-18053839.93,-9894365.11,-4059434.29
Total Unusual Items Excluding Goodwill,-17109636.81,-18053839.93,-9894365.11,-4059434.29
Net Income From Continuing Operation Net Minority Interest,72174093.37,94375075.76,86482336.36,76797413.29
Reconciled Depreciation,11670501.26,9437287.94,9337853.21,8370769.88
Reconciled Cost Of Revenue,299264039.45,344073397.25,335392573.95,312237780.46
EBITDA,90841287.94,116314878.54,107891343.2,104005253.03
EBIT,79170786.68,106877590.6,98553489.99,92462071.43
Net Interest Income,274925.82,-816994.21,-1001794.78,-2009891.2
Interest Expense,826940.45,1210641.92,2514035.82,6581575.32
Interest Income,1357429.25,704925.51,2123979.88,5072482.92
Normalized Income,88005088.621127,110554929.6054,95501104.140678,80415096.27805
Net Income From Continuing And Discontinued Operation,72174093.37,94375075.76,86482336.36,76797413.29
Total Expenses,441547253.79,477582618.2,440233455.95,417109056.87
Rent Expense Supplemental,951032.42,865288.2,1317757.36,1674035.0
Total Operating Income As Reported,79186085.46,105948268.86,96094167.81,85836965.1
Diluted Average Shares,55518533.0,44100503.0,41778906.0,41068135.0
Basic Average Shares,55518533.0,44100503.0,41778906.0,41068135.0
Diluted EPS,1.3,2.14,2.07,1.87
Basic EPS,1.3,2.14,2.07,1.87
Net Income Common Stockholders,72174093.37,94375075.76,86482336.36,76797413.29
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,72174093.37,94375075.76,86482336.36,76797413.29
Minority Interests,-314941.4,-323658.28,-1058150.1,262510.25
Net Income Including Noncontrolling Interests,72489034.77,94698734.04,87540486.46,76534903.04
Net Income Continuous Operations,72489034.77,94698734.04,87540486.46,76534903.04
Tax Provision,5854811.46,10968214.64,8498967.71,9345593.07
Pretax Income,78343846.23,105666948.68,96039454.17,85880496.11
Other Non Operating Income Expenses,-842239.23,-281320.18,446183.75,1550949.41
Special Income Charges,-17109636.81,-18053839.93,-9894365.11,-4059434.29
Other Special Charges,-991296.6,-29.06,,
Write Off,10064574.54,15725986.85,3541450.57,-183712.73
Impairment Of Capital Assets,8036358.87,2327882.14,6352914.54,4243147.02
Net Non Operating Interest Income Expense,274925.82,-816994.21,-1001794.78,-2009891.2
Total Other Finance Cost,255562.98,311277.8,611738.84,500798.8
Interest Expense Non Operating,826940.45,1210641.92,2514035.82,6581575.32
Interest Income Non Operating,1357429.25,704925.51,2123979.88,5072482.92
Operating Income,92470444.14,124135532.37,106668115.73,90077818.32
Operating Expense,142283214.34,133509220.95,104840882.0,104871276.41
Other Operating Expenses,3766305.65,4949536.48,-96190729.45,-223523677.25
Depreciation And Amortization In Income Statement,4021785.4,3298568.22,7292025.26,11543181.6
Depreciation Income Statement,4021785.4,3298568.22,7292025.26,11543181.6
Research And Development,52848237.31,48161047.1,40422900.31,33712043.51
Selling General And Administration,28352281.3,25729994.87,65378474.4,115201785.08
Selling And Marketing Expense,12220832.12,13430266.8,44803687.84,78557605.88
General And Administrative Expense,16131449.18,12299728.07,20574786.56,36644179.2
Rent And Landing Fees,951032.42,865288.2,1317757.36,1674035.0
Gross Profit,234753658.48,257644753.32,211508997.73,194949094.73
Cost Of Revenue,299264039.45,344073397.25,335392573.95,312237780.46
Total Revenue,534017697.93,601718150.57,546901571.68,507186875.19
Operating Revenue,534017697.93,601718150.57,546901571.68,507186875.19
