,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-159558412.64,-127865484.22,-257029849.68,-310573859.49
Repayment Of Debt,-14791000.0,-7339040.0,-24158800.0,-179515050.0
Issuance Of Debt,41746485.16,1582000.0,6548040.0,1203700.0
Capital Expenditure,-162656278.32,-214916043.26,-331794132.68,-501773511.97
End Cash Position,221289249.74,674775832.59,1012740336.66,1384257234.74
Beginning Cash Position,674775832.59,1012740336.66,1384257234.74,68645907.32
Effect Of Exchange Rate Changes,260423.35,-1064996.7,9014.07,-441333.85
Changes In Cash,-453747006.2,-336899507.37,-371525912.15,1316052661.27
Financing Cash Flow,7930196.74,-108032411.36,-104449178.01,1710244676.13
Net Other Financing Charges,4302062.24,-79002265.64,30072410.03,1961425439.95
Cash Dividends Paid,-23327350.66,-23273105.72,-116910828.04,-72869413.82
Net Issuance Payments Of Debt,26955485.16,-5757040.0,-17610760.0,-178311350.0
Net Long Term Debt Issuance,26955485.16,-5757040.0,-17610760.0,-178311350.0
Long Term Debt Payments,-14791000.0,-7339040.0,-24158800.0,-179515050.0
Long Term Debt Issuance,41746485.16,1582000.0,6548040.0,1203700.0
Investing Cash Flow,-464775068.62,-315917655.05,-341841017.14,-585391667.34
Net Investment Purchase And Sale,-307496406.44,-101338207.1,-14122443.94,-83878055.37
Sale Of Investment,1783655105.35,634661792.9,436125654.27,396684368.79
Purchase Of Investment,-2091151511.79,-736000000.0,-450248098.21,-480562424.16
Net Business Purchase And Sale,0.0,0.0,,
Sale Of Business,0.0,0.0,,
Purchase Of Business,0.0,0.0,,
Net PPE Purchase And Sale,-157278662.18,-214579447.95,-327718573.2,-501513611.97
Sale Of PPE,5377616.14,336595.31,4075559.48,259900.0
Purchase Of PPE,-162656278.32,-214916043.26,-331794132.68,-501773511.97
Operating Cash Flow,3097865.68,87050559.04,74764283.0,191199652.48
Change In Working Capital,-167869237.85,-19602146.55,-18652925.83,-15947772.26
Change In Other Current Assets,-16044198.52,-16365892.9,-17780161.88,-3630046.79
Change In Payable,151022185.22,153823166.26,20208532.97,62836639.05
Change In Inventory,-58275821.97,-30814754.45,29712723.85,-50442493.83
Change In Receivables,-244571402.58,-126244665.46,-50794020.77,-24711870.69
Other Non Cash Items,7304153.29,3670473.96,3714708.75,3251441.85
Depreciation And Amortization,126503036.28,122408423.9,60365555.89,53445728.54
Amortization Cash Flow,3746687.01,3442269.25,2481630.95,2142148.53
Depreciation,122756349.27,118966154.65,57883924.94,51303580.01
Gain Loss On Investment Securities,-1137604.73,-2795229.2,321869.83,-1083760.0
Gain Loss On Sale Of PPE,1265783.65,617238.22,614464.22,1268851.82
Net Income From Continuing Operations,-68167993.68,-65575411.15,1630545.83,137907736.82
Cash Flowsfromusedin Operating Activities Direct,3097865.68,87050559.04,74764283.0,191199652.48
Taxes Refund Paid Direct,-25132845.05,3048534.26,-35632615.03,-46939773.74
Classesof Cash Payments,-2050851390.11,-1449756788.81,-1328484760.11,-1362148352.3
Other Cash Paymentsfrom Operating Activities,-63959439.7,-80395433.48,-116574963.6,-39615285.88
Paymentson Behalfof Employees,-551560911.19,-431997079.02,-346915679.89,-337633634.65
Paymentsto Suppliersfor Goodsand Services,-1435331039.22,-937364276.31,-864994116.62,-984899431.77
Classesof Cash Receiptsfrom Operating Activities,2079082100.84,1533758813.59,1438881658.14,1600287778.52
Other Cash Receiptsfrom Operating Activities,68623571.47,28835876.47,40781499.12,42017520.24
Receiptsfrom Customers,2010458529.37,1504922937.12,1398100159.02,1558270258.28
