,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-7009735.324701,-4432714.265052,-2722759.6969,-1218655.989411
Tax Rate For Calcs,0.139171,0.12522,0.132117,0.102439
Normalized EBITDA,2570164183.38,1694895286.84,951749089.37,547713597.15
Total Unusual Items,-50367724.22,-35399289.58,-20608761.42,-11896375.68
Total Unusual Items Excluding Goodwill,-50367724.22,-35399289.58,-20608761.42,-11896375.68
Net Income From Continuing Operation Net Minority Interest,2017266034.08,1343522232.87,729879435.78,402942244.26
Reconciled Depreciation,174739321.57,123107085.13,89607399.49,83130538.88
Reconciled Cost Of Revenue,2377104884.16,1391184704.84,885878887.91,578842100.28
EBITDA,2519796459.16,1659495997.26,931140327.95,535817221.47
EBIT,2345057137.59,1536388912.13,841532928.46,452686682.59
Net Interest Income,78138273.04,64730897.16,51799908.37,6688046.34
Interest Expense,1180956.44,1299850.89,545468.92,1535839.07
Interest Income,81248917.83,67156465.5,52836837.14,8642916.74
Normalized Income,2060624022.975299,1374488808.184948,747765437.5031,413619963.950589
Net Income From Continuing And Discontinued Operation,2017266034.08,1343522232.87,729879435.78,402942244.26
Total Expenses,2801489835.89,1778853257.13,1130410182.47,780635300.13
Rent Expense Supplemental,527762.18,293593.17,130860.73,
Total Operating Income As Reported,2351934737.7,1535609549.84,862065392.48,450587714.85
Diluted Average Shares,778837124.0,777546289.0,774114553.0,768554689.0
Basic Average Shares,777126910.0,777411314.0,774055913.0,767658241.0
Diluted EPS,2.5901,1.7279,0.942857,0.524286
Basic EPS,2.5958,1.7282,0.942929,0.524898
Net Income Common Stockholders,2017266034.08,1343522232.87,729879435.78,402942244.26
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2017266034.08,1343522232.87,729879435.78,402942244.26
Minority Interests,-410146.61,657684.06,388.52,-1993038.12
Net Income Including Noncontrolling Interests,2017676180.69,1342864548.81,729879047.26,404935282.38
Net Income Continuous Operations,2017676180.69,1342864548.81,729879047.26,404935282.38
Tax Provision,326200000.46,192224512.43,111108412.28,46215561.14
Pretax Income,2343876181.15,1535089061.24,840987459.54,451150843.52
Other Non Operating Income Expenses,-8058556.55,-520488.6,-21077932.94,563128.67
Special Income Charges,-50421168.67,-35420095.14,-21805000.57,-14241074.31
Other Special Charges,-651264.61,13642.27,-872576.43,-137867.57
Write Off,18636002.28,18348423.25,6124066.35,-1915910.6
Impairment Of Capital Assets,32436431.0,17058029.62,16553510.65,16294852.48
Net Non Operating Interest Income Expense,78138273.04,64730897.16,51799908.37,6688046.34
Total Other Finance Cost,1929688.35,1125717.45,491459.85,419031.33
Interest Expense Non Operating,1180956.44,1299850.89,545468.92,1535839.07
Interest Income Non Operating,81248917.83,67156465.5,52836837.14,8642916.74
Operating Income,2361942635.27,1472854369.48,808187391.15,415756706.76
Operating Expense,424384951.73,387668552.29,244531294.56,201793199.85
Other Operating Expenses,61311019.39,33245051.04,17739658.58,11408412.19
Depreciation And Amortization In Income Statement,20543112.44,15002498.06,13877491.34,16177844.97
Depreciation Income Statement,20543112.44,15002498.06,13877491.34,16177844.97
Research And Development,266580928.65,232236461.55,143255785.64,122715858.99
Selling General And Administration,65908000.78,81671983.1,33392163.91,18139354.57
Selling And Marketing Expense,6537079.92,7082659.73,4313473.12,3382147.96
General And Administrative Expense,59370920.86,74589323.37,29078690.79,14757206.61
Rent And Landing Fees,527762.18,293593.17,130860.73,
Gross Profit,2786327587.0,1860522921.77,1052718685.71,617549906.61
Cost Of Revenue,2377104884.16,1391184704.84,885878887.91,578842100.28
Total Revenue,5163432471.16,3251707626.61,1938597573.62,1196392006.89
Operating Revenue,5163432471.16,3251707626.61,1938597573.62,1196392006.89
