,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,9045040000.0,985052000.0,1296469000.0,13839139000.0
Repayment Of Debt,-214649248000.0,-335480579000.0,-202004995000.0,-137329627000.0
Issuance Of Debt,203259817000.0,344764476000.0,211958809000.0,135665962000.0
Capital Expenditure,-6277713000.0,-6862652000.0,-4595332000.0,-4313922000.0
End Cash Position,69486260000.0,43190604000.0,33850108000.0,33468217000.0
Beginning Cash Position,43190604000.0,33850108000.0,33468217000.0,31216824000.0
Effect Of Exchange Rate Changes,-44294000.0,15000000.0,58475000.0,327855000.0
Changes In Cash,26339950000.0,9325496000.0,323416000.0,1923538000.0
Financing Cash Flow,-12691960000.0,11059823000.0,1156118000.0,-9670175000.0
Net Other Financing Charges,7014726000.0,9557765000.0,-1168727000.0,49710000.0
Cash Dividends Paid,-6535003000.0,-7317849000.0,-6392294000.0,-6455665000.0
Net Issuance Payments Of Debt,-11389431000.0,9283897000.0,9953814000.0,-1663665000.0
Net Long Term Debt Issuance,-11389431000.0,9283897000.0,9953814000.0,-1663665000.0
Long Term Debt Payments,-214649248000.0,-335480579000.0,-202004995000.0,-137329627000.0
Long Term Debt Issuance,203259817000.0,344764476000.0,211958809000.0,135665962000.0
Investing Cash Flow,23709157000.0,-9582031000.0,-6724503000.0,-6559348000.0
Net Other Investing Changes,4418354000.0,-745836000.0,1550156000.0,2276656000.0
Net Investment Purchase And Sale,-3531544000.0,-2899463000.0,-4068474000.0,-4673596000.0
Sale Of Investment,805914000.0,693315000.0,833341000.0,798650000.0
Purchase Of Investment,-4337458000.0,-3592778000.0,-4901815000.0,-5472246000.0
Net Business Purchase And Sale,28514826000.0,,11584000.0,-352747000.0
Sale Of Business,28514826000.0,,11584000.0,3656000.0
Purchase Of Business,,,,-356403000.0
Net PPE Purchase And Sale,-5692479000.0,-5936732000.0,-4217769000.0,-3809661000.0
Sale Of PPE,585234000.0,925920000.0,377563000.0,504261000.0
Purchase Of PPE,-6277713000.0,-6862652000.0,-4595332000.0,-4313922000.0
Operating Cash Flow,15322753000.0,7847704000.0,5891801000.0,18153061000.0
Change In Working Capital,35597098000.0,23431927000.0,7948960000.0,32034031000.0
Change In Other Current Assets,-404177000.0,-2041635000.0,-699703000.0,-358788000.0
Change In Payable,70934942000.0,107875863000.0,51747171000.0,35739870000.0
Change In Inventory,5228459000.0,6139383000.0,3181342000.0,12405241000.0
Change In Receivables,-40162126000.0,-88541684000.0,-46279850000.0,-15752292000.0
Other Non Cash Items,3793475000.0,2578116000.0,1925077000.0,1848468000.0
Depreciation And Amortization,4566819000.0,4388620000.0,3936056000.0,3858860000.0
Amortization Cash Flow,1542646000.0,1351379000.0,1059040000.0,897368000.0
Depreciation,3024173000.0,3037241000.0,2877016000.0,2961492000.0
Gain Loss On Investment Securities,-19478170000.0,271809000.0,-278261000.0,235705000.0
Gain Loss On Sale Of PPE,-351001000.0,-1071402000.0,-706644000.0,-274272000.0
Net Income From Continuing Operations,2522028000.0,7904332000.0,11406109000.0,12931630000.0
Cash Flowsfromusedin Operating Activities Direct,15322753000.0,7847704000.0,5891801000.0,18153061000.0
Taxes Refund Paid Direct,-9595648000.0,-11540452000.0,-10540869000.0,-9919548000.0
Classesof Cash Payments,-407869595000.0,-423425027000.0,-482573024000.0,-499243276000.0
Other Cash Paymentsfrom Operating Activities,-21459417000.0,-20738089000.0,-20588765000.0,-20507730000.0
Paymentson Behalfof Employees,-29406278000.0,-30412732000.0,-31705046000.0,-31296525000.0
Paymentsto Suppliersfor Goodsand Services,-357003900000.0,-372274206000.0,-430279213000.0,-447439021000.0
Classesof Cash Receiptsfrom Operating Activities,432787996000.0,442813183000.0,499005694000.0,527315885000.0
Other Cash Receiptsfrom Operating Activities,11034209000.0,13676337000.0,12211167000.0,5713694000.0
Receiptsfrom Customers,421753787000.0,429136846000.0,486794527000.0,521602191000.0
