,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,12535055.0,-259783700.605,-100208061.125,-94814383.5025
Tax Rate For Calcs,0.25,0.25,0.25,0.25
Normalized EBITDA,865349339.51,4072202873.87,688633140.35,384997249.87
Total Unusual Items,50140220.0,-1039134802.42,-400832244.5,-379257534.01
Total Unusual Items Excluding Goodwill,50140220.0,-1039134802.42,-400832244.5,-379257534.01
Net Income From Continuing Operation Net Minority Interest,487601568.81,1270029305.07,-738586046.01,-943190528.41
Reconciled Depreciation,317575023.38,311267299.29,308234580.84,315714045.56
Reconciled Cost Of Revenue,1116299466.75,1041703848.87,922279915.86,927295673.29
EBITDA,915489559.51,3033068071.45,287800895.85,5739715.86
EBIT,597914536.13,2721800772.16,-20433684.99,-309974329.7
Net Interest Income,-95623361.47,-388675620.83,-493334274.68,-448185130.91
Interest Expense,116385356.01,412443505.33,508214109.24,464176257.8
Interest Income,22824073.52,24927491.57,15134853.64,16352634.54
Normalized Income,449996403.81,2049380406.885,-437961862.635,-658747377.9025
Net Income From Continuing And Discontinued Operation,487601568.81,1270029305.07,-738586046.01,-943190528.41
Total Expenses,2003053287.65,1918826425.22,1892318291.74,1712067111.83
Total Operating Income As Reported,507768648.81,2321277635.34,-514931291.72,-358380895.97
Diluted Average Shares,3948190841.0,3626582824.0,2263518376.0,2263476190.0
Basic Average Shares,3948190841.0,3626582824.0,2263518376.0,2263476190.0
Diluted EPS,0.1235,0.3502,-0.3263,-0.4167
Basic EPS,0.1235,0.3502,-0.3263,-0.4167
Net Income Common Stockholders,487601568.81,1270029305.07,-738586046.01,-943190528.41
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,487601568.81,1270029305.07,-738586046.01,-943190528.41
Minority Interests,-33057316.38,-12769892.89,-12322692.75,-1582427.23
Net Income Including Noncontrolling Interests,520658885.19,1282799197.96,-726263353.26,-941608101.18
Net Income Continuous Operations,520658885.19,1282799197.96,-726263353.26,-941608101.18
Tax Provision,-39129705.07,1026558068.87,197615559.03,167457513.68
Pretax Income,481529180.12,2309357266.83,-528647794.23,-774150587.5
Other Non Operating Income Expenses,-26239468.69,-11920368.51,-13716502.51,-415769691.53
Special Income Charges,50120486.9,-1063449423.19,-220303840.11,-33986494.95
Other Special Charges,-5090426.07,899693328.14,-19484.65,-17435.9
Write Off,-55496103.29,99750769.56,204176666.47,10362319.39
Impairment Of Capital Assets,10466042.46,64005325.49,16146658.29,23641611.46
Net Non Operating Interest Income Expense,-95623361.47,-388675620.83,-493334274.68,-448185130.91
Total Other Finance Cost,2062078.98,1159607.07,255019.08,361507.65
Interest Expense Non Operating,116385356.01,412443505.33,508214109.24,464176257.8
Interest Income Non Operating,22824073.52,24927491.57,15134853.64,16352634.54
Operating Income,544502505.08,807573074.17,943900108.3,741148322.45
Operating Expense,886753820.9,877122576.35,970038375.88,784771438.54
Other Operating Expenses,574637503.47,618984487.63,770388493.91,562171319.9
Depreciation And Amortization In Income Statement,5686482.47,6437501.02,8978886.52,16295167.59
Depreciation Income Statement,5686482.47,6437501.02,8978886.52,16295167.59
Research And Development,,,,1730132.42
Selling General And Administration,112683020.01,100528781.77,78301607.31,87560193.0
Selling And Marketing Expense,5115211.98,3455434.71,5105645.91,4811556.36
General And Administrative Expense,107567808.03,97073347.06,73195961.4,82748636.64
Gross Profit,1431256325.98,1684695650.52,1913938484.18,1525919760.99
Cost Of Revenue,1116299466.75,1041703848.87,922279915.86,927295673.29
Total Revenue,2547555792.73,2726399499.39,2836218400.04,2453215434.28
Operating Revenue,2547555792.73,2726399499.39,2836218400.04,2453215434.28
