,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4149009280.0,4149009280.0,2263507518.0,2263507518.0
Share Issued,4149009280.0,4149009280.0,2263507518.0,2263507518.0
Net Debt,,,2936224137.98,2353724042.95
Total Debt,665647481.54,871791228.41,3627487723.15,3797394878.48
Tangible Book Value,8627971812.51,7946077307.41,3817684535.19,4287952275.48
Invested Capital,8632172833.28,8587138053.38,6965216869.09,6713390725.75
Working Capital,177927306.87,861423053.37,-3897180625.15,-4621527250.18
Net Tangible Assets,8627971812.51,7946077307.41,3817684535.19,4287952275.48
Common Stock Equity,8632172833.28,7949695053.38,3823509227.62,4294414009.55
Total Capitalization,8632172833.28,8587138053.38,4730247227.62,4478426771.05
Total Equity Gross Minority Interest,8761460334.98,8072675845.89,4009027488.84,4590336948.64
Minority Interest,129287501.7,122980792.51,185518261.22,295922939.09
Stockholders Equity,8632172833.28,7949695053.38,3823509227.62,4294414009.55
Treasury Stock,521986148.06,521986148.06,,
Retained Earnings,810624007.14,323022438.33,-942733648.87,-204147602.86
Additional Paid In Capital,4033941529.03,3862955468.6,2352403262.31,2383980331.73
Capital Stock,4149009280.0,4149009280.0,2263507518.0,2263507518.0
Common Stock,4149009280.0,4149009280.0,2263507518.0,2263507518.0
Total Liabilities Net Minority Interest,3374378017.98,4774943752.73,9011553505.63,8730843677.19
Total Non Current Liabilities Net Minority Interest,2335814474.63,3421891773.15,4395718304.62,3491936771.09
Other Non Current Liabilities,71679992.78,74889814.28,1458710522.61,1272840244.4
Tradeand Other Payables Non Current,22194155.18,12873637.27,20782014.55,22473880.26
Non Current Deferred Taxes Liabilities,2241940326.67,2696685321.6,2009487767.46,2012609884.93
Long Term Debt And Capital Lease Obligation,,637443000.0,906738000.0,184012761.5
Long Term Debt,,637443000.0,906738000.0,184012761.5
Current Liabilities,1038563543.35,1353051979.58,4615835201.01,5238906906.1
Other Current Liabilities,,,173271.25,185128.5
Current Debt And Capital Lease Obligation,665647481.54,234348228.41,2720749723.15,3613382116.98
Current Debt,,,2234969641.47,2234963954.7
Payables,348580334.1,898136345.6,1894912206.61,1625339660.62
Other Payable,133065050.03,680211843.19,1555094395.64,1167828263.07
Dividends Payable,,8172614.21,0.0,0.0
Total Tax Payable,148690242.61,148102252.31,302226929.35,270742580.95
Accounts Payable,66825041.46,61649635.89,37590881.62,186768816.6
Total Assets,12135838352.96,12847619598.62,13020580994.47,13321180625.83
Total Non Current Assets,10919347502.74,10633144565.67,12301926418.61,12703800969.91
Other Non Current Assets,88553263.11,37399896.87,81349733.66,89691056.2
Non Current Deferred Assets,903325.76,601454.31,450455.55,5769224.53
Non Current Deferred Taxes Assets,228763947.78,397824137.91,532597932.42,502577117.36
Investmentin Financial Assets,494676153.45,2330579732.46,2325822609.95,2341417250.31
Available For Sale Securities,494676153.45,2330579732.46,2325822609.95,2341417250.31
Long Term Equity Investment,2194371179.24,,,
Investment Properties,,,1437233927.04,2053856393.27
Goodwill And Other Intangible Assets,4201020.77,3617745.97,5824692.43,6461734.07
Other Intangible Assets,4201020.77,3617745.97,5824692.43,6461734.07
Net PPE,7907878612.63,7863121598.15,7918194084.2,7703613513.35
Accumulated Depreciation,-3671603125.42,-3409244127.46,-2963234564.54,-2494795985.34
Gross PPE,11579481738.05,11272365725.61,10881428648.74,10198409498.69
Construction In Progress,213263166.41,133197693.13,42077911.41,113497171.15
Other Properties,40184762.62,32164218.79,29073495.2,24687204.11
Machinery Furniture Equipment,131154348.6,74422761.05,61609781.01,50633670.38
Properties,11194879460.42,11032581052.64,10748667461.12,10009591453.05
Current Assets,1216490850.22,2214475032.95,718654575.86,617379655.92
Other Current Assets,85462048.55,168342736.05,116642728.39,96402771.6
Prepaid Assets,99838347.89,430560730.7,116070769.67,122427319.39
Inventory,117824367.54,131641039.69,71598761.79,70277231.07
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,46754482.23,58398036.04,28088724.62,34217414.71
Work In Process,6771625.73,2789273.57,,
Raw Materials,64298259.58,70453730.08,43510037.17,36059816.36
Other Receivables,138149231.0,181714607.66,92893932.94,122221495.08
Accounts Receivable,120567355.08,73931291.14,114231398.74,139488467.57
Allowance For Doubtful Accounts Receivable,-27151155.01,-28278660.81,-45745447.89,-41168651.53
Gross Accounts Receivable,147718510.09,102209951.95,159976846.63,180657119.1
Cash Cash Equivalents And Short Term Investments,654649500.16,1228284627.71,207216984.33,66562371.21
Other Short Term Investments,626215.9,593208.01,1733480.84,1309697.96
Cash And Cash Equivalents,654023284.26,1227691419.7,205483503.49,65252673.25
Cash Equivalents,248568127.78,981971529.19,28426741.17,15055495.72
Cash Financial,405455156.48,245719890.51,177056762.32,50197177.53
