,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,69738577.0,69359759.0,68850000.0,68850000.0
Share Issued,69738577.0,69359759.0,68850000.0,68850000.0
Total Debt,2448274.56,1311359.26,496978.21,8932108.72
Tangible Book Value,1022933779.59,1157738903.51,1149634449.38,1095843481.94
Invested Capital,1036325476.42,1171636375.63,1164130506.21,1119844670.81
Working Capital,860161429.56,991961233.23,977463968.27,913896793.97
Net Tangible Assets,1022933779.59,1157738903.51,1149634449.38,1095843481.94
Capital Lease Obligations,1411701.91,580754.72,112201.29,140897.04
Common Stock Equity,1036325476.42,1171636375.63,1164130506.21,1111341636.34
Total Capitalization,1036325476.42,1171636375.63,1164130506.21,1111341636.34
Total Equity Gross Minority Interest,1036865600.07,1171936460.69,1164516361.63,1111341636.34
Minority Interest,540123.65,300085.06,385855.42,
Stockholders Equity,1036325476.42,1171636375.63,1164130506.21,1111341636.34
Treasury Stock,65982192.12,,,
Retained Earnings,240313468.55,317807940.66,329340250.52,295586556.78
Additional Paid In Capital,731673245.7,715012381.0,691790441.62,691790441.62
Capital Stock,69738577.0,69359759.0,68850000.0,68850000.0
Common Stock,69738577.0,69359759.0,68850000.0,68850000.0
Total Liabilities Net Minority Interest,119374583.95,179025209.21,138624661.07,172727112.13
Total Non Current Liabilities Net Minority Interest,3806646.03,4817131.72,5244077.09,6678305.91
Tradeand Other Payables Non Current,75365.08,569431.25,,
Non Current Deferred Revenue,2296590.19,3545570.95,4985163.35,6537408.87
Non Current Deferred Taxes Liabilities,22988.85,121374.8,146712.45,
Long Term Debt And Capital Lease Obligation,1411701.91,580754.72,112201.29,140897.04
Long Term Capital Lease Obligation,1411701.91,580754.72,112201.29,140897.04
Current Liabilities,115567937.92,174208077.49,133380583.98,166048806.22
Other Current Liabilities,36209.53,41310.36,81097.72,102664.62
Current Debt And Capital Lease Obligation,1036572.65,730604.54,384776.92,8791211.68
Current Debt,,,,8503034.47
Payables,97492568.63,160785840.58,119787934.51,145536068.24
Other Payable,49605856.75,51642423.8,45901182.12,39876495.31
Total Tax Payable,6917151.52,7648598.75,4432921.89,2706801.76
Accounts Payable,40969560.36,101494818.03,69453830.5,102952771.17
Total Assets,1156240184.02,1350961669.9,1303141022.7,1284068748.47
Total Non Current Assets,180510816.54,184792359.18,192296470.45,204123148.28
Other Non Current Assets,762338.06,56311.0,168070.8,93978.0
Non Current Deferred Assets,76308.79,281535.39,627260.78,968987.98
Non Current Deferred Taxes Assets,13524440.15,12052538.66,8781054.48,8398525.53
Long Term Equity Investment,4688130.02,,,
Investment Properties,1249117.55,1316289.95,1383462.35,1450634.75
Goodwill And Other Intangible Assets,13391696.83,13897472.12,14496056.83,15498154.4
Other Intangible Assets,13391696.83,13897472.12,14496056.83,15498154.4
Net PPE,146818785.14,157188212.06,166840565.21,177712867.62
Accumulated Depreciation,-107467605.7,-94610650.8,-80705762.0,-68702273.49
Gross PPE,254286390.84,251798862.86,247546327.21,246415141.11
Construction In Progress,,,1322583.12,1284403.68
Other Properties,20411212.05,19348301.68,19413737.14,18703149.2
Machinery Furniture Equipment,58022599.23,57408598.9,54364642.08,56167666.5
Buildings And Improvements,,,,
Properties,175852579.56,175041962.28,172445364.87,170259921.73
Current Assets,975729367.48,1166169310.72,1110844552.25,1079945600.19
Other Current Assets,6352311.69,8347930.94,7015249.67,20538548.55
Prepaid Assets,523306.86,1063155.14,572017.98,1172875.87
Inventory,126580666.52,143343932.87,138822816.84,230514238.92
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,50895299.63,47654855.47,36542982.83,61427891.01
Work In Process,4816342.84,10235283.35,7046457.95,9432120.4
Raw Materials,70869024.05,85453794.05,95233376.06,159654227.51
Other Receivables,4361138.39,1848359.2,1268168.02,3057689.58
Accounts Receivable,228110597.27,215911397.83,151437533.07,154494776.13
Allowance For Doubtful Accounts Receivable,-29220244.8,-11675514.89,-8226549.27,-9708782.53
Gross Accounts Receivable,257330842.07,227586912.72,159664082.34,164203558.66
Cash Cash Equivalents And Short Term Investments,609801346.75,795654534.74,811728766.67,670167471.14
Other Short Term Investments,,160497947.19,260611707.76,
Cash And Cash Equivalents,609801346.75,635156587.55,551117058.91,670167471.14
Cash Equivalents,1328942.19,54191.66,0.0,83.33
Cash Financial,608472404.56,635102395.89,551117058.91,670167387.81
