,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,169000000.0,169000000.0,169000000.0,169000000.0
Share Issued,169000000.0,169000000.0,169000000.0,169000000.0
Total Debt,29494660.1,35075620.0,24610911.72,22880041.3
Tangible Book Value,1085198895.8,1003484676.73,939038099.53,858583711.09
Invested Capital,1113951396.3,1029544480.98,943203832.26,860951817.67
Working Capital,1072125188.92,976022322.84,876050512.6,794672989.93
Net Tangible Assets,1085198895.8,1003484676.73,939038099.53,858583711.09
Capital Lease Obligations,14275729.07,21479948.54,14559021.56,15540385.4
Common Stock Equity,1113951396.3,1029544480.98,943203832.26,860951817.67
Total Capitalization,1113951396.3,1029544480.98,943203832.26,860951817.67
Total Equity Gross Minority Interest,1219995302.04,1128347975.91,968105679.96,878281859.21
Minority Interest,106043905.74,98803494.93,24901847.7,17330041.54
Stockholders Equity,1113951396.3,1029544480.98,943203832.26,860951817.67
Retained Earnings,498017981.27,423709404.17,348367797.5,275695402.46
Additional Paid In Capital,390620537.79,390620537.79,390620537.79,429620537.79
Capital Stock,169000000.0,169000000.0,169000000.0,130000000.0
Common Stock,169000000.0,169000000.0,169000000.0,130000000.0
Total Liabilities Net Minority Interest,740201634.32,664831763.6,570313945.2,482304981.91
Total Non Current Liabilities Net Minority Interest,20361272.14,28153550.81,19401788.73,21420888.45
Other Non Current Liabilities,2767295.41,3805031.29,4842767.17,5880503.05
Non Current Deferred Taxes Liabilities,3318247.66,2868570.98,,
Long Term Debt And Capital Lease Obligation,14275729.07,21479948.54,14559021.56,15540385.4
Long Term Capital Lease Obligation,14275729.07,21479948.54,14559021.56,15540385.4
Current Liabilities,719840362.18,636678212.79,550912156.47,460884093.46
Other Current Liabilities,650894.79,1417237.95,2699463.13,685164.16
Current Debt And Capital Lease Obligation,15218931.03,13595671.46,10051890.16,7339655.9
Payables,673119800.02,572749239.62,489765731.34,414469817.36
Other Payable,318703495.58,307611444.38,277840097.74,222711569.48
Dividends Payable,1541261.94,3746261.94,3746261.94,3746261.94
Total Tax Payable,34987704.07,28599764.3,28755102.96,36481097.83
Accounts Payable,317887338.43,232791769.0,179424268.7,151530888.11
Total Assets,1960196936.36,1793179739.51,1538419625.16,1360586841.12
Total Non Current Assets,168231385.26,180479203.88,111456956.09,105029757.73
Non Current Deferred Assets,6258493.5,7381883.28,4107102.87,3458912.32
Non Current Deferred Taxes Assets,9707726.6,9817593.96,9880845.74,8106885.9
Long Term Equity Investment,12909118.16,8235990.16,5631556.09,4313304.04
Investment Properties,46317366.29,48829612.73,50631942.25,53111546.17
Goodwill And Other Intangible Assets,28752500.5,26059804.25,4165732.73,2368106.58
Other Intangible Assets,7202874.45,6775289.56,4165732.73,2368106.58
Goodwill,21549626.05,19284514.69,,
Net PPE,64286180.21,80154319.5,37039776.41,33671002.72
Accumulated Depreciation,-98501841.02,-85300609.69,-18260908.62,-13527939.06
Gross PPE,162788021.23,165454929.19,55300685.03,47198941.78
Other Properties,58485766.38,61674566.86,43780063.46,36790123.18
Machinery Furniture Equipment,83827239.28,83305346.76,9391277.51,8279474.54
Buildings And Improvements,,,,
Properties,20475015.57,20475015.57,2129344.06,2129344.06
Current Assets,1791965551.1,1612700535.63,1426962669.07,1255557083.39
Other Current Assets,533697963.73,346224810.2,111727318.27,50175862.39
Prepaid Assets,12636275.57,9452472.39,12005968.33,5683388.4
Inventory,5337872.68,4801555.69,4749983.8,4205436.25
Inventories Adjustments Allowances,0.0,,,
Raw Materials,5337872.68,4801555.69,4749983.8,4205436.25
Other Receivables,45561393.0,55368271.92,22563827.11,18771019.77
Accounts Receivable,526577766.06,416937709.25,455210357.2,382996851.77
Allowance For Doubtful Accounts Receivable,-40238715.95,-31974311.4,-34344864.65,-30548532.24
Gross Accounts Receivable,566816482.01,448912020.65,489555221.85,413545384.01
Cash Cash Equivalents And Short Term Investments,668154280.06,779915716.18,820705214.36,793724524.81
Other Short Term Investments,83187242.94,35059246.57,265946136.99,476574712.89
Cash And Cash Equivalents,584967037.12,744856469.61,554759077.37,317149811.92
Cash Equivalents,43120529.25,37501469.05,737878.8,32407972.28
Cash Financial,541846507.87,707355000.56,554021198.57,284741839.64
