,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-14162993.019516,-6200243.000127,-822608.201386,-10712395.795867
Tax Rate For Calcs,0.121343,0.091028,0.012792,0.106162
Normalized EBITDA,1139602256.14,461602573.31,266334276.96,660017530.99
Total Unusual Items,-116718455.15,-68113948.46,-64305582.94,-100906099.95
Total Unusual Items Excluding Goodwill,-116718455.15,-68113948.46,-64305582.94,-100906099.95
Net Income From Continuing Operation Net Minority Interest,824267918.74,301179848.98,135545916.97,434686621.08
Reconciled Depreciation,72518453.08,53845436.96,59198646.81,61012054.0
Reconciled Cost Of Revenue,3745507247.29,2403341308.5,1101716757.55,1746210338.78
EBITDA,1022883800.99,393488624.85,202028694.02,559111431.04
EBIT,950365347.91,339643187.89,142830047.21,498099377.04
Net Interest Income,34806658.84,8500790.7,34859498.91,25052233.98
Interest Expense,19023572.81,10060539.06,5404495.45,14777825.71
Interest Income,58698504.0,20699433.81,40831543.08,40719499.19
Normalized Income,926823380.870484,363093554.439873,199028891.708614,524880325.234133
Net Income From Continuing And Discontinued Operation,824267918.74,301179848.98,135545916.97,434686621.08
Total Expenses,4699562910.96,2962981067.98,1475425402.39,2214916941.66
Rent Expense Supplemental,13224047.46,8583904.54,9711899.45,14157698.47
Total Operating Income As Reported,931137441.96,328179860.6,139667815.93,485894563.47
Diluted Average Shares,433825220.0,424196970.0,423580991.0,413987258.0
Basic Average Shares,422701497.0,418305346.0,423580991.0,413987258.0
Diluted EPS,1.9,0.71,0.32,1.05
Basic EPS,1.95,0.72,0.32,1.05
Net Income Common Stockholders,824267918.74,301179848.98,135545916.97,434686621.08
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,824267918.74,301179848.98,135545916.97,434686621.08
Minority Interests,5938152.26,1598287.41,-121663.23,2675463.84
Net Income Including Noncontrolling Interests,818329766.48,299581561.57,135667580.2,432011157.24
Net Income Continuous Operations,818329766.48,299581561.57,135667580.2,432011157.24
Tax Provision,113012008.62,30001087.26,1757971.56,51310394.09
Pretax Income,931341775.1,329582648.83,137425551.76,483321551.33
Other Non Operating Income Expenses,204333.14,1402788.23,-2242264.17,-2573012.14
Special Income Charges,-125241332.94,-128273870.67,-64305582.94,-100906099.95
Other Special Charges,-42501.55,-211019.69,-500747.48,-921971.5
Write Off,25549179.5,23201749.82,17660822.63,23257044.42
Impairment Of Capital Assets,99734654.99,105283140.54,47145507.79,78571027.03
Net Non Operating Interest Income Expense,34806658.84,8500790.7,34859498.91,25052233.98
Total Other Finance Cost,4868272.35,2138104.05,567548.72,889439.5
Interest Expense Non Operating,19023572.81,10060539.06,5404495.45,14777825.71
Interest Income Non Operating,58698504.0,20699433.81,40831543.08,40719499.19
Operating Income,1073372577.51,380110329.84,158885680.95,571233001.89
Operating Expense,954055663.67,559639759.48,373708644.84,468706602.88
Other Operating Expenses,26201109.87,9040306.77,-30397700.11,14010788.13
Depreciation And Amortization In Income Statement,37408182.37,22262155.49,23426891.02,29220702.87
Amortization,11411020.85,11749333.63,14019166.82,17195815.95
Depreciation Income Statement,25997161.52,10512821.86,9407724.2,12024886.92
Research And Development,457541414.31,266828703.29,193563644.43,229670851.5
Selling General And Administration,215289429.32,191043203.35,101206593.15,109405041.14
Selling And Marketing Expense,105578920.63,74773796.37,58806419.0,67871903.43
General And Administrative Expense,109710508.69,116269406.98,42400174.15,41533137.71
Rent And Landing Fees,13224047.46,8583904.54,9711899.45,14157698.47
Gross Profit,2027428241.18,939750089.32,532594325.79,1039939604.77
Cost Of Revenue,3745507247.29,2403341308.5,1101716757.55,1746210338.78
Total Revenue,5772935488.47,3343091397.82,1634311083.34,2786149943.55
Operating Revenue,5772935488.47,3343091397.82,1634311083.34,2786149943.55
