,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1525781330.0,1525781330.0,1525781330.0,1355587847.0
Share Issued,1525781330.0,1525781330.0,1525781330.0,1355587847.0
Net Debt,17093555193.85,16493428298.63,12943239514.6,11033423365.69
Total Debt,22668521949.98,21885356054.49,18831334494.33,14795298744.81
Tangible Book Value,1508520166.58,1919594056.42,2472353335.32,4147922421.0
Invested Capital,21550532908.29,20996446793.69,19763918018.38,17960047391.16
Working Capital,-6822077442.84,-6312562787.96,-3623408503.48,-3357937599.32
Net Tangible Assets,1508520166.58,1919594056.42,2472353335.32,4147922421.0
Capital Lease Obligations,149203666.94,99723774.37,42106057.87,8483517.26
Common Stock Equity,3106761059.26,3211699598.81,3759385768.5,5080552409.29
Total Capitalization,17833704713.95,16711843214.78,16383082966.07,15341457947.16
Total Equity Gross Minority Interest,3472419394.92,3571468153.54,4037672062.87,5596432441.94
Minority Interest,365658335.66,359768554.73,278286294.37,515880032.65
Stockholders Equity,3106761059.26,3211699598.81,3759385768.5,5080552409.29
Retained Earnings,-5170030637.12,-5048625896.16,-4495086685.37,-2354586211.86
Additional Paid In Capital,7267625362.72,7267625362.72,7267625362.72,6613008153.23
Capital Stock,1525781330.0,1525781330.0,1525781330.0,1355587847.0
Common Stock,1525781330.0,1525781330.0,1525781330.0,1355587847.0
Total Liabilities Net Minority Interest,28144780096.26,28079259461.31,26769294967.23,23183638862.2
Total Non Current Liabilities Net Minority Interest,16018051727.44,15429111470.56,15389709346.31,13434659598.54
Other Non Current Liabilities,90810317.63,86270107.24,64493040.93,47670441.76
Tradeand Other Payables Non Current,948685734.67,1633405649.38,2567298205.55,3025614674.83
Non Current Deferred Revenue,73799233.37,81077565.26,69117724.08,66185141.47
Non Current Deferred Taxes Liabilities,28609120.14,28490758.34,22997120.31,25800285.35
Long Term Debt And Capital Lease Obligation,14876147321.63,13599867390.34,12665803255.44,10269389055.13
Long Term Capital Lease Obligation,149203666.94,99723774.37,42106057.87,8483517.26
Long Term Debt,14726943654.69,13500143615.97,12623697197.57,10260905537.87
Current Liabilities,12126728368.82,12650147990.75,11379585620.92,9748979263.66
Other Current Liabilities,1046343606.94,24911088.48,530100058.69,518636549.97
Current Debt And Capital Lease Obligation,7792374628.35,8285488664.15,6165531238.89,4525909689.68
Current Debt,3716828194.34,4284603578.91,3380835052.31,2618589444.0
Payables,3148003692.01,4219026222.02,4545183737.45,4617343007.11
Other Payable,980641842.17,693498534.32,674790746.59,830932349.99
Total Tax Payable,82514844.55,61895049.97,48132087.92,59607821.67
Accounts Payable,2084847005.29,3463632637.73,3822260902.94,3726802835.45
Total Assets,31617199491.18,31650727614.85,30806967030.1,28780071304.14
Total Non Current Assets,26312548565.2,25313142412.06,23050789912.66,22389029639.8
Other Non Current Assets,634667248.82,312188715.94,125273989.01,510569206.79
Non Current Deferred Assets,5617124.24,512887.88,596823.97,854253.97
Non Current Deferred Taxes Assets,566080833.92,656024844.33,652629967.59,360244742.33
Investmentin Financial Assets,70937000.0,64507000.0,56009000.0,68634000.0
Available For Sale Securities,70937000.0,64507000.0,56009000.0,68634000.0
Long Term Equity Investment,888354026.91,919652824.8,376257476.83,414554778.11
Investment Properties,8074388.14,8558760.7,9865439.25,10652492.33
Goodwill And Other Intangible Assets,1598240892.68,1292105542.39,1287032433.18,932629988.29
Other Intangible Assets,1598240892.68,1292105542.39,1287032433.18,932629988.29
Net PPE,22503177050.49,22022191836.02,20505724782.83,20070990177.98
Accumulated Depreciation,-18882358428.52,-17567375216.38,-16262308954.08,-14960760996.46
Gross PPE,41385535479.01,39589567052.4,36768033736.91,35031751174.44
Construction In Progress,3916245186.5,2955546473.99,1255224694.66,387281972.1
Other Properties,1469619249.77,1394664234.76,1332447553.53,1308245217.25
Machinery Furniture Equipment,26275417128.07,26064393296.35,25441442686.44,24713185866.66
Properties,9724253914.67,9174963047.3,8738918802.28,8623038118.43
Current Assets,5304650925.98,6337585202.79,7756177117.44,6391041664.34
Other Current Assets,301086578.51,252869507.04,233007364.2,663748397.36
Prepaid Assets,627369696.68,1047071799.97,1342821875.77,512613575.62
Inventory,1002178852.74,793999437.54,1174783046.92,1376996440.22
Inventories Adjustments Allowances,,0.0,-641178.21,-854767.96
Other Inventories,150300798.88,147525301.65,147792063.32,140004470.58
Finished Goods,4761439.26,5971718.66,3534155.45,3483937.32
Raw Materials,847116614.6,640502417.23,1024098006.36,1234362800.28
Other Receivables,203537274.96,207980121.59,182951976.78,222595234.69
Accounts Receivable,1820261867.91,2744345440.4,1761320118.49,1769016400.27
Allowance For Doubtful Accounts Receivable,-49814613.14,-51277216.14,-149734877.87,-165726821.78
Gross Accounts Receivable,1870076481.05,2795622656.54,1911054996.36,1934743222.05
Cash Cash Equivalents And Short Term Investments,1350216655.18,1291318896.25,3061292735.28,1846071616.18
Cash And Cash Equivalents,1350216655.18,1291318896.25,3061292735.28,1846071616.18
Cash Equivalents,150839358.0,233812686.6,301054001.69,299071360.09
Cash Financial,1199377297.18,1057506209.65,2760238733.59,1547000256.09
