,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-62719000.572892,-9860487.218548,-73336463.51426,-21528272.924933
Tax Rate For Calcs,0.084301,0.030112,0.139933,0.118412
Normalized EBITDA,10559499677.31,7550155303.52,6683739099.77,6295127791.08
Total Unusual Items,-743991727.45,-327462146.27,-524082546.36,-181807731.91
Total Unusual Items Excluding Goodwill,-743991727.45,-327462146.27,-524082546.36,-181807731.91
Net Income From Continuing Operation Net Minority Interest,3529539444.59,1749281823.32,881331682.27,803479353.01
Reconciled Depreciation,3764320686.64,3497821613.29,3540214286.25,3470857594.45
Reconciled Cost Of Revenue,27887116324.38,30781571514.41,30000805264.12,27589116015.46
EBITDA,9815507949.86,7222693157.25,6159656553.41,6113320059.17
EBIT,6051187263.22,3724871543.96,2619442267.16,2642462464.72
Net Interest Income,-1163739587.49,-1320217126.27,-1328753123.06,-1563498115.52
Interest Expense,1162560306.95,1339545559.42,1350482704.93,1589566780.26
Interest Income,7564525.35,26160811.84,33627331.55,41352521.74
Normalized Income,4210812171.467108,2066883482.371452,1332077765.11574,963758811.995067
Net Income From Continuing And Discontinued Operation,3529539444.59,1749281823.32,881331682.27,803479353.01
Total Expenses,29717313727.85,32402576787.21,31316945653.47,28722990837.27
Rent Expense Supplemental,,,,2849320.36
Total Operating Income As Reported,4977424457.32,2515473124.41,1183945786.25,1177919545.49
Diluted Average Shares,7059078889.0,7605573145.0,8012106202.0,6695661275.0
Basic Average Shares,7059078889.0,7605573145.0,8012106202.0,6695661275.0
Diluted EPS,0.5,0.23,0.11,0.12
Basic EPS,0.5,0.23,0.11,0.12
Net Income Common Stockholders,3529539444.59,1749281823.32,881331682.27,803479353.01
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,3529539444.59,1749281823.32,881331682.27,803479353.01
Minority Interests,-946972987.34,-564217610.73,-210058511.77,-124740524.66
Net Income Including Noncontrolling Interests,4476512431.93,2313499434.05,1091390194.04,928219877.67
Net Income Continuous Operations,4476512431.93,2313499434.05,1091390194.04,928219877.67
Tax Provision,412114524.34,71826550.49,177569368.19,124675806.79
Pretax Income,4888626956.27,2385325984.54,1268959562.23,1052895684.46
Other Non Operating Income Expenses,-88797501.05,-127536584.01,69347369.58,-125023861.03
Special Income Charges,-743991727.45,-327462146.27,-524082546.36,-181807731.91
Other Special Charges,8524077.98,-679011.95,-372968.39,4252935.44
Write Off,-14229765.21,74943843.99,6062743.26,111372700.31
Impairment Of Capital Assets,749697414.68,253197314.23,518392771.49,66182096.16
Net Non Operating Interest Income Expense,-1163739587.49,-1320217126.27,-1328753123.06,-1563498115.52
Total Other Finance Cost,8743805.89,6832378.69,11897749.68,15283857.0
Interest Expense Non Operating,1162560306.95,1339545559.42,1350482704.93,1589566780.26
Interest Income Non Operating,7564525.35,26160811.84,33627331.55,41352521.74
Operating Income,5708409749.09,3021174526.4,1936520679.21,1762423881.44
Operating Expense,1830197403.47,1621005272.8,1316140389.35,1133874821.81
Other Operating Expenses,438788568.26,380239303.68,281010552.62,252919205.32
Depreciation And Amortization In Income Statement,158718016.59,131253517.4,121704686.77,119670906.06
Amortization,86998460.16,72388767.87,73696133.91,73332279.84
Depreciation Income Statement,71719556.43,58864749.53,48008552.86,46338626.22
Research And Development,83037193.53,124502605.26,95973293.31,37287833.86
Selling General And Administration,297471353.22,276317137.51,209513977.68,208622879.37
Selling And Marketing Expense,318413.28,435025.74,499825.32,353184.91
General And Administrative Expense,297152939.94,275882111.77,209014152.36,208269694.46
Rent And Landing Fees,,,,2849320.36
Gross Profit,7538607152.56,4642179799.2,3252661068.56,2896298703.25
Cost Of Revenue,27887116324.38,30781571514.41,30000805264.12,27589116015.46
Total Revenue,35425723476.94,35423751313.61,33253466332.68,30485414718.71
Operating Revenue,35425723476.94,35423751313.61,33253466332.68,30485414718.71
