,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,6694621015.0,6694621015.0,6694621015.0,6693743851.0
Share Issued,6694621015.0,6694621015.0,6694621015.0,6693743851.0
Net Debt,32781607096.16,33309170428.36,35373747649.07,29891886660.98
Total Debt,46482497007.89,45858341017.11,46318796095.47,40869153948.54
Tangible Book Value,25573233051.27,25387912620.79,25625569548.61,22233473515.0
Invested Capital,65994432757.25,65424177572.54,68108532836.34,58675257142.22
Working Capital,-17874739644.25,-12501679501.11,-10528640060.47,-11782755734.76
Net Tangible Assets,25573233051.27,25387912620.79,25625569548.61,22233473515.0
Capital Lease Obligations,1973780328.77,1774871473.42,1845942410.07,1863707496.98
Common Stock Equity,28557614740.83,28309789800.74,28079529455.07,24408279053.92
Total Capitalization,53213888008.52,56187639122.81,58355853581.65,51440447912.53
Total Equity Gross Minority Interest,35828800183.63,35187202334.37,34002850744.45,29414010893.47
Minority Interest,7271185442.8,6877412533.63,5923321289.38,5005731839.55
Stockholders Equity,28557614740.83,28309789800.74,28079529455.07,24408279053.92
Other Equity Interest,4500000000.0,6500000000.0,6500000000.0,3494905660.37
Retained Earnings,3706937070.17,1360255783.92,780087594.24,898579251.25
Additional Paid In Capital,7462363201.86,7833437468.46,8012747750.78,8010993422.78
Capital Stock,6694621015.0,6694621015.0,6694621015.0,6693743851.0
Common Stock,6694621015.0,6694621015.0,6694621015.0,6693743851.0
Preferred Stock,,,,
Total Liabilities Net Minority Interest,64397397742.17,62491820684.25,61292030623.06,55298615751.0
Total Non Current Liabilities Net Minority Interest,33512449105.38,36908220077.88,37368080693.68,32185409634.46
Other Non Current Liabilities,,,95730733.0,95730733.0
Tradeand Other Payables Non Current,5989627377.18,6394086789.9,4789910370.39,2861313340.36
Non Current Deferred Revenue,801434509.66,759063764.13,306641972.81,273511121.3
Non Current Deferred Taxes Liabilities,91333622.08,102348728.36,53531080.83,58978084.21
Long Term Debt And Capital Lease Obligation,26630053596.46,29652720795.49,32122266536.65,28895876355.59
Long Term Capital Lease Obligation,1973780328.77,1774871473.42,1845942410.07,1863707496.98
Long Term Debt,24656273267.69,27877849322.07,30276324126.58,27032168858.61
Current Liabilities,30884948636.79,25583600606.37,23923949929.38,23113206116.54
Other Current Liabilities,1185059961.55,213982687.92,974423413.28,2434323887.73
Current Debt And Capital Lease Obligation,19852443411.43,16205620221.62,14196529558.82,11973277592.95
Current Debt,12780544748.73,9236538449.73,9752679254.69,7234809229.69
Payables,9566767723.69,8826143248.5,8602366538.68,8587532392.81
Other Payable,475287594.17,515656018.71,571285417.62,578096721.46
Dividends Payable,10556037.12,116938809.45,34604190.07,376437228.05
Total Tax Payable,445844293.52,239943009.26,206720862.91,159012407.09
Accounts Payable,8635079798.88,7953605411.08,7789756068.08,7473986036.21
Total Assets,100226197925.8,97679023018.62,95294881367.51,84712626644.47
Total Non Current Assets,87215988933.26,84597101913.36,81899571498.6,73382176262.69
Other Non Current Assets,1572821206.5,1497629147.82,3094647456.58,871689300.24
Non Current Deferred Assets,351744597.67,360290244.83,321950542.66,332778558.11
Non Current Deferred Taxes Assets,199854621.19,141165616.49,43189125.35,42743428.25
Investmentin Financial Assets,641096000.0,591784600.0,526468700.0,544094900.0
Available For Sale Securities,641096000.0,591784600.0,526468700.0,544094900.0
Long Term Equity Investment,14607469299.66,13212906556.58,12912236438.51,12666301515.7
Goodwill And Other Intangible Assets,2984381689.56,2921877179.95,2453959906.46,2174805538.92
Other Intangible Assets,2976963370.36,2914458860.75,2446541587.26,2167387219.72
Goodwill,7418319.2,7418319.2,7418319.2,7418319.2
Net PPE,66858621518.68,65871448567.69,62547119329.04,56749763021.47
Accumulated Depreciation,-40861569356.75,-36629694527.5,-33191280680.3,-29305050767.89
Gross PPE,107720190875.43,102501143095.19,95738400009.34,86054813789.36
Construction In Progress,5267773164.32,6284789171.25,4072470897.86,7032785467.75
Other Properties,2205030271.27,2626638507.92,6544641386.2,2518983935.19
Machinery Furniture Equipment,74176972035.96,67770601225.84,60883095331.43,53199356954.55
Properties,26070415403.88,25819114190.18,24238192393.85,23303687431.87
Current Assets,13010208992.54,13081921105.26,13395309868.91,11330450381.78
Other Current Assets,1327493132.08,1070291608.95,493696349.9,251606255.82
Prepaid Assets,620018942.86,905910949.19,1149788835.35,417060147.55
Inventory,1469247883.89,2311689164.77,1389434911.68,1148698146.61
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,2933672.72,10279266.77,22760655.16
Raw Materials,1469247883.89,2308755492.05,1379155644.91,1125937491.45
Other Receivables,393222046.15,306398914.76,491477167.22,737494221.45
Accounts Receivable,4545016067.3,4682413124.15,5215656872.56,4400500183.03
Allowance For Doubtful Accounts Receivable,,-194094927.11,-125902567.32,-119827513.38
Gross Accounts Receivable,,4979915918.13,5182195005.84,4520327696.41
Cash Cash Equivalents And Short Term Investments,4655210920.26,3805217343.44,4655255732.2,4375091427.32
Cash And Cash Equivalents,4655210920.26,3805217343.44,4655255732.2,4375091427.32
Cash Equivalents,179553761.36,3463057845.37,4597504638.05,343129354.47
Cash Financial,117923646.84,49959727.84,48312149.66,4031962072.85
