,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1070087623.81,10439308463.43,-2180693115.74,1722076478.11
Repayment Of Debt,-7776195591.51,-17120934659.9,-12700884081.18,-16144726399.23
Issuance Of Debt,706086122.87,10101801875.4,10067051603.78,8009544008.43
Capital Expenditure,-10737358062.01,-9167562601.22,-9774628961.17,-9352451112.82
End Cash Position,3233808562.07,8091614569.57,6124141385.0,6417835692.29
Beginning Cash Position,8091614569.57,6472278708.94,6417835692.29,10315453931.27
Effect Of Exchange Rate Changes,-8588110.31,-59869.85,2834157.7,15300313.9
Changes In Cash,-4849217897.19,1619395730.48,-296528464.99,-3912918552.88
Financing Cash Flow,-13476198032.2,-10409488991.28,-4575799821.49,-9224650622.03
Net Other Financing Charges,-2335569853.29,-907275911.38,482910982.39,773683948.65
Cash Dividends Paid,-3710457359.08,-2281114050.42,-2150006599.98,-1768846058.53
Net Issuance Payments Of Debt,-7070109468.64,-7019132784.5,-2633832477.4,-8135182390.8
Net Long Term Debt Issuance,-7070109468.64,-7019132784.5,-2633832477.4,-8135182390.8
Long Term Debt Payments,-7776195591.51,-17120934659.9,-12700884081.18,-16144726399.23
Long Term Debt Issuance,706086122.87,10101801875.4,10067051603.78,8009544008.43
Investing Cash Flow,-3180465550.81,-7577986342.89,-3314664488.93,-5762795521.78
Net Other Investing Changes,-335798.0,,,
Net Investment Purchase And Sale,4114419405.17,-1986125178.52,2641814430.33,582016196.3
Sale Of Investment,6154850448.24,2812898768.17,5950605592.34,8590782740.05
Purchase Of Investment,-2040431043.07,-4799023946.69,-3308791162.01,-8008766543.75
Net Business Purchase And Sale,-119772961.36,9001733.0,292621376.12,58712436.14
Sale Of Business,0.0,9001733.0,368922988.29,58712436.14
Purchase Of Business,-119772961.36,0.0,-76301612.17,0.0
Net PPE Purchase And Sale,-7174776196.62,-5600862897.37,-6249100295.38,-6403524154.22
Sale Of PPE,3562581865.39,3566699703.85,3525528665.79,2948926958.6
Purchase Of PPE,-10737358062.01,-9167562601.22,-9774628961.17,-9352451112.82
Operating Cash Flow,11807445685.82,19606871064.65,7593935845.43,11074527590.93
Change In Working Capital,-861580545.85,1186547722.95,4278719113.21,-3162535357.32
Change In Other Current Assets,-66751942.97,-197195034.45,-105776038.54,-186141049.13
Change In Payable,626722178.65,1652236.08,3539537651.69,3196385895.27
Change In Inventory,-1279799784.93,1042414139.15,-40154782.54,-5492756298.03
Change In Receivables,-141750996.6,339676382.17,885112282.6,-680023905.43
Other Non Cash Items,799311510.09,1178210373.67,1381349701.1,2035738150.95
Depreciation And Amortization,5447941955.43,5352311605.59,5382609672.22,5349496045.12
Amortization Cash Flow,57868198.42,55332771.74,55092498.19,59703178.41
Depreciation,5390073757.01,5296978833.85,5327517174.03,5289792866.71
Gain Loss On Investment Securities,-514393077.85,281488456.22,-345627203.82,-699262062.26
Gain Loss On Sale Of PPE,993221688.36,1008919311.99,2227284137.68,1127831507.39
Net Income From Continuing Operations,5475007563.84,9683537765.75,-6388857734.08,5641399070.33
Cash Flowsfromusedin Operating Activities Direct,11807445685.82,19606871064.65,7593935845.43,11074527590.93
Taxes Refund Paid Direct,-555918310.23,-490725816.26,-596998198.58,-453805817.69
Interest Received Direct,40138929.92,58538208.07,18487931.07,17423434.02
Interest Paid Direct,-831424.9,-382647.41,-263363.17,-1792189.31
Classesof Cash Payments,-92128794518.77,-86853447415.98,-83180782806.25,-74251312422.26
Other Cash Paymentsfrom Operating Activities,-3827708568.31,-4068421692.36,-3191857334.91,-3803659045.46
Paymentson Behalfof Employees,-8257307462.29,-7389534143.73,-7671804988.39,-6190014152.77
Paymentsto Suppliersfor Goodsand Services,-80043778488.17,-75395491579.89,-72317120482.95,-64257639224.03
Classesof Cash Receiptsfrom Operating Activities,104452851009.8,106892888736.23,91353492282.36,85764014586.17
Other Cash Receiptsfrom Operating Activities,2965967617.85,3679367376.59,3652054790.47,4092735776.23
Receiptsfrom Customers,101486883391.95,103213521359.64,87701437491.89,81671278809.94
