,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,2982181.7975,-8508784.000358,-8674623.89558,389786.103491
Tax Rate For Calcs,0.25,0.165085,0.148395,0.100284
Normalized EBITDA,81566839.19,11423895.1,-56369226.96,82692621.79
Total Unusual Items,11928727.19,-51541956.76,-58456201.47,3886811.06
Total Unusual Items Excluding Goodwill,11928727.19,-51541956.76,-58456201.47,3886811.06
Net Income From Continuing Operation Net Minority Interest,7935695.95,-144569352.28,-170151948.33,41817642.57
Reconciled Depreciation,81612028.43,74707153.61,58435732.08,22511802.17
Reconciled Cost Of Revenue,321131356.24,366310821.97,188740825.13,358408622.43
EBITDA,93495566.38,-40118061.66,-114825428.43,86579432.85
EBIT,11883537.95,-114825215.27,-173261160.51,64067630.68
Net Interest Income,-46108129.77,-60986156.25,-29298788.56,3083515.29
Interest Expense,47360467.76,61222744.86,32276733.69,1083571.65
Interest Income,1994043.03,627772.26,3109975.56,4332533.85
Normalized Income,-1010849.4425,-101536179.520358,-120370370.75558,38320617.613491
Net Income From Continuing And Discontinued Operation,7935695.95,-144569352.28,-170151948.33,41817642.57
Total Expenses,427510178.27,500273680.74,328537992.47,455677002.83
Rent Expense Supplemental,,,0.0,11666.67
Total Operating Income As Reported,-33826526.59,-171707665.54,-195209467.8,65723262.45
Diluted Average Shares,317427838.0,316899062.0,316915531.0,316321048.0
Basic Average Shares,317427838.0,316899062.0,316915531.0,316081954.0
Diluted EPS,0.025,-0.4562,-0.5369,0.1322
Basic EPS,0.025,-0.4562,-0.5369,0.1323
Net Income Common Stockholders,7935695.95,-144569352.28,-170151948.33,41817642.57
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,7935695.95,-144569352.28,-170151948.33,41817642.57
Minority Interests,-1380342.14,2415798.43,4885094.23,-14850104.56
Net Income Including Noncontrolling Interests,9316038.09,-146985150.71,-175037042.56,56667747.13
Net Income Continuous Operations,9316038.09,-146985150.71,-175037042.56,56667747.13
Tax Provision,-44792967.9,-29062809.42,-30500851.64,6316311.9
Pretax Income,-35476929.81,-176047960.13,-205537894.2,62984059.03
Other Non Operating Income Expenses,-1650403.22,-4340294.59,-10328426.4,-2739203.42
Special Income Charges,-5511322.09,-58494679.25,-122655097.63,3866825.19
Other Special Charges,,-3628.25,-5495.84,
Write Off,3372205.48,6336775.14,12680599.91,-4022784.97
Impairment Of Capital Assets,2139116.61,52161532.36,109979993.56,155959.78
Net Non Operating Interest Income Expense,-46108129.77,-60986156.25,-29298788.56,3083515.29
Total Other Finance Cost,741705.04,391183.65,132030.43,165446.91
Interest Expense Non Operating,47360467.76,61222744.86,32276733.69,1083571.65
Interest Income Non Operating,1994043.03,627772.26,3109975.56,4332533.85
Operating Income,-90111586.89,-57460361.45,-61235145.58,57335746.21
Operating Expense,106378822.03,133962858.77,139797167.34,97268380.4
Other Operating Expenses,4866135.19,4860514.62,10090376.21,4164118.45
Depreciation And Amortization In Income Statement,13210676.14,32526001.56,47823224.83,13697027.26
Depreciation Income Statement,13210676.14,32526001.56,47823224.83,13697027.26
Research And Development,27911621.97,31229275.8,23500315.03,25411091.3
Selling General And Administration,25082211.08,32488814.16,31078726.54,28538605.73
Selling And Marketing Expense,8811045.18,15464054.1,11739528.66,16586118.76
General And Administrative Expense,16271165.9,17024760.06,19339197.88,11952486.97
Rent And Landing Fees,,,0.0,11666.67
Gross Profit,16267235.14,76502497.32,78562021.76,154604126.61
Cost Of Revenue,321131356.24,366310821.97,188740825.13,358408622.43
Total Revenue,337398591.38,442813319.29,267302846.89,513012749.04
Operating Revenue,337398591.38,442813319.29,267302846.89,513012749.04
