,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,159340701.456029,-289075541.940202,21761602.410337,-942997126.392211
Tax Rate For Calcs,0.227915,0.23453,0.266304,0.259279
Normalized EBITDA,38586920000.0,51173403000.0,56237031000.0,86032925000.0
Total Unusual Items,699123000.0,-1232574000.0,81717000.0,-3637004000.0
Total Unusual Items Excluding Goodwill,699123000.0,-1232574000.0,81717000.0,-3637004000.0
Net Income From Continuing Operation Net Minority Interest,9008478000.0,15494807000.0,20588690000.0,33818864000.0
Reconciled Depreciation,16765345000.0,16976963000.0,14812466000.0,14270683000.0
Reconciled Cost Of Revenue,102409181000.0,100360723000.0,89078619000.0,129486648000.0
EBITDA,39286043000.0,49940829000.0,56318748000.0,82395921000.0
EBIT,22520698000.0,32963866000.0,41506282000.0,68125238000.0
Net Interest Income,-3921118000.0,-3529551000.0,-4058012000.0,-5700761000.0
Interest Expense,4095650000.0,4137324000.0,4493197000.0,5983260000.0
Interest Income,576801000.0,943811000.0,871599000.0,683653000.0
Normalized Income,8468695701.456029,16438305458.059797,20528734602.410336,36512870873.60779
Net Income From Continuing And Discontinued Operation,9008478000.0,15494807000.0,20588690000.0,33818864000.0
Total Expenses,125275504000.0,126370121000.0,111656667000.0,155771950000.0
Rent Expense Supplemental,368280000.0,415973000.0,259500000.0,222910000.0
Total Operating Income As Reported,18434765000.0,28429839000.0,36967621000.0,62488729000.0
Diluted Average Shares,10023858390.0,9967770773.0,9600127246.0,9590833813.0
Basic Average Shares,9990401717.0,9897411600.0,9547799317.0,9523432161.0
Diluted EPS,0.8361,1.4911,2.0983,3.478
Basic EPS,0.8389,1.5017,2.1098,3.502615
Net Income Common Stockholders,8380948000.0,14862943000.0,20143947000.0,33356920000.0
Otherunder Preferred Stock Dividend,627530000.0,631864000.0,444743000.0,461944000.0
Net Income,9008478000.0,15494807000.0,20588690000.0,33818864000.0
Minority Interests,-5217223000.0,-6571047000.0,-6567645000.0,-12211032000.0
Net Income Including Noncontrolling Interests,14225701000.0,22065854000.0,27156335000.0,46029896000.0
Net Income Continuous Operations,14225701000.0,22065854000.0,27156335000.0,46029896000.0
Tax Provision,4199347000.0,6760688000.0,9856750000.0,16112082000.0
Pretax Income,18425048000.0,28826542000.0,37013085000.0,62141978000.0
Other Non Operating Income Expenses,-9717000.0,52121000.0,146771000.0,-1687150000.0
Special Income Charges,920155000.0,-596445000.0,82336000.0,-2644495000.0
Other Special Charges,-989338000.0,-118431000.0,-1154000.0,-47852000.0
Write Off,-3445000.0,584143000.0,-121163000.0,201301000.0
Impairment Of Capital Assets,72628000.0,130733000.0,39981000.0,2491046000.0
Net Non Operating Interest Income Expense,-3921118000.0,-3529551000.0,-4058012000.0,-5700761000.0
Total Other Finance Cost,402269000.0,336038000.0,436414000.0,401154000.0
Interest Expense Non Operating,4095650000.0,4137324000.0,4493197000.0,5983260000.0
Interest Income Non Operating,576801000.0,943811000.0,871599000.0,683653000.0
Operating Income,19657355000.0,30302027000.0,38411270000.0,69201153000.0
Operating Expense,22866323000.0,26009398000.0,22578048000.0,26285302000.0
Other Operating Expenses,7321179000.0,9766714000.0,6660769000.0,10824370000.0
Depreciation And Amortization In Income Statement,906650000.0,676604000.0,678930000.0,618704000.0
Depreciation Income Statement,906650000.0,676604000.0,678930000.0,618704000.0
Research And Development,3397880000.0,3498999000.0,2912240000.0,2926256000.0
Selling General And Administration,4689689000.0,6235441000.0,6798008000.0,7622551000.0
Selling And Marketing Expense,2454278000.0,4405601000.0,4722486000.0,6158022000.0
General And Administrative Expense,2235411000.0,1829840000.0,2075522000.0,1464529000.0
Rent And Landing Fees,368280000.0,415973000.0,259500000.0,222910000.0
Gross Profit,42523678000.0,56311425000.0,60989318000.0,95486455000.0
Cost Of Revenue,102409181000.0,100360723000.0,89078619000.0,129486648000.0
Total Revenue,144932859000.0,156672148000.0,150067937000.0,224973103000.0
Operating Revenue,144932859000.0,156672148000.0,150067937000.0,224973103000.0
