,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,222690000.0,224010000.0,224120000.0,221360000.0
Share Issued,222690000.0,224010000.0,224120000.0,221360000.0
Total Debt,,,,
Tangible Book Value,1744839504.71,1742447031.57,1729286189.63,1534962982.9
Invested Capital,1779766148.6,1785312070.61,1773393806.81,1583081168.82
Working Capital,1178244630.98,1109818013.52,1072917463.74,874288004.83
Net Tangible Assets,1744839504.71,1742447031.57,1729286189.63,1534962982.9
Common Stock Equity,1779766148.6,1785312070.61,1773393806.81,1583081168.82
Total Capitalization,1779766148.6,1785312070.61,1773393806.81,1583081168.82
Total Equity Gross Minority Interest,1779766148.6,1785312070.61,1773393806.81,1582933681.8
Minority Interest,,,,-147487.02
Stockholders Equity,1779766148.6,1785312070.61,1773393806.81,1583081168.82
Treasury Stock,,9570000.0,,
Retained Earnings,582462310.65,595793940.42,587572548.17,443595455.13
Additional Paid In Capital,891755655.37,900467655.37,891125555.37,873657042.39
Capital Stock,222690000.0,224010000.0,224120000.0,221360000.0
Common Stock,222690000.0,224010000.0,224120000.0,221360000.0
Total Liabilities Net Minority Interest,522924025.11,647611766.31,526881566.16,681811344.0
Total Non Current Liabilities Net Minority Interest,10115572.65,10484366.74,14895621.5,11456664.3
Non Current Deferred Revenue,10115572.65,10484366.74,11156671.95,11456664.3
Non Current Deferred Taxes Liabilities,,,3738949.55,
Current Liabilities,512808452.46,637127399.57,511985944.66,670354679.7
Other Current Liabilities,23545837.02,16739910.21,8900824.94,16688513.13
Current Debt And Capital Lease Obligation,,,,
Current Debt,,,,
Payables,308140792.25,457425180.09,406274477.76,477978520.07
Other Payable,103836845.98,131979021.16,102611717.08,124512389.0
Total Tax Payable,16855994.79,34606918.42,25595813.63,25992028.88
Accounts Payable,187447951.48,290839240.51,278066947.05,327474102.19
Total Assets,2302690173.71,2432923836.92,2300275372.97,2264745025.8
Total Non Current Assets,611637090.27,685978423.83,715371964.57,720102341.27
Other Non Current Assets,3348123.74,1190000.0,4463208.0,6170703.57
Non Current Deferred Taxes Assets,12446020.43,10768250.65,8938661.71,8438826.96
Investmentin Financial Assets,10263000.0,10263000.0,10263000.0,10263000.0
Available For Sale Securities,10263000.0,10263000.0,10263000.0,10263000.0
Investment Properties,,,0.0,
Goodwill And Other Intangible Assets,34926643.89,42865039.04,44107617.18,48118185.92
Other Intangible Assets,34926643.89,42865039.04,44107617.18,48118185.92
Net PPE,550653302.21,620892134.14,647599477.68,647111624.82
Accumulated Depreciation,-482230491.85,-499683708.71,-437693436.21,-372363568.78
Gross PPE,1032883794.06,1120575842.85,1085292913.89,1019475193.6
Construction In Progress,35216077.95,54892316.14,96040815.05,40305812.84
Other Properties,621798368.8,692291543.54,678747505.62,672224517.08
Machinery Furniture Equipment,3884932.38,4202503.23,4202503.23,4081826.9
Buildings And Improvements,,,,
Properties,371984414.93,369189479.94,306302089.99,302863036.78
Current Assets,1691053083.44,1746945413.09,1584903408.4,1544642684.53
Other Current Assets,290986.92,287624.39,100869339.77,714414.84
Prepaid Assets,11234561.7,11031338.83,15682343.79,17311619.01
Inventory,103348115.71,96662507.85,86315826.96,112875318.34
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,47605227.66,35687948.47,29777632.38,49030607.78
Work In Process,23046272.76,18197223.91,16505535.25,26188728.36
Raw Materials,32696615.29,42777335.47,40032659.33,37655982.2
Other Receivables,5015216.89,2445437.83,16110449.25,24878324.55
Accounts Receivable,48972214.06,92456342.44,94550859.19,40460408.23
Allowance For Doubtful Accounts Receivable,-63918058.13,-55639837.39,-29661030.8,-10645367.71
Gross Accounts Receivable,112890272.19,148096179.83,124211889.99,51105775.94
Cash Cash Equivalents And Short Term Investments,1522191988.16,1544062161.75,1271374589.44,1348402599.56
Other Short Term Investments,952931318.76,651180829.94,650620270.61,
Cash And Cash Equivalents,569260669.4,892881331.81,620754318.83,1348402599.56
Cash Equivalents,3883590.12,8603575.47,16180253.65,22540862.4
Cash Financial,565377079.28,884277756.34,604574065.18,1325861737.16
