,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-122246.868018,-698535.991383,-515553.835904,-3507.728545
Tax Rate For Calcs,0.078382,0.07283,0.054784,0.002996
Normalized EBITDA,853974489.9,778063835.3,709896542.8,164390271.16
Total Unusual Items,-1559626.89,-9591342.59,-9410633.27,-1170718.53
Total Unusual Items Excluding Goodwill,-1559626.89,-9591342.59,-9410633.27,-1170718.53
Net Income From Continuing Operation Net Minority Interest,539158451.03,489982488.88,457475319.38,121655767.64
Reconciled Depreciation,182862703.68,149030141.81,136195530.43,41198182.3
Reconciled Cost Of Revenue,1684223476.03,1722920659.83,1581556536.71,720696439.9
EBITDA,852414863.01,768472492.71,700485909.53,163219552.63
EBIT,669552159.33,619442350.9,564290379.1,122021370.33
Net Interest Income,17165155.56,15875896.57,2201068.15,3842893.76
Interest Expense,4095482.06,5646580.52,5936138.69,0.0
Interest Income,21648134.29,21889187.79,2498309.06,3965424.61
Normalized Income,540595831.051982,498875295.478617,466370398.814096,122822978.441455
Net Income From Continuing And Discontinued Operation,539158451.03,489982488.88,457475319.38,121655767.64
Total Expenses,2034232005.78,2078886789.98,1970281838.78,895410019.06
Rent Expense Supplemental,337953.93,564031.06,,
Total Operating Income As Reported,666456033.88,612989174.02,555434275.78,123690080.75
Diluted Average Shares,449298709.0,241370684.0,292449976.0,293651853.0
Basic Average Shares,449298709.0,241370684.0,292449976.0,293651853.0
Diluted EPS,1.2,2.03,1.564286,0.414286
Basic EPS,1.2,2.03,1.564286,0.414286
Net Income Common Stockholders,539158451.03,489982488.88,457475319.38,121655767.64
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,539158451.03,489982488.88,457475319.38,121655767.64
Minority Interests,-74138318.56,-79110630.86,-70289941.29,
Net Income Including Noncontrolling Interests,613296769.59,569093119.74,527765260.67,121655767.64
Net Income Continuous Operations,613296769.59,569093119.74,527765260.67,121655767.64
Tax Provision,52159907.68,44702650.64,30588979.74,365602.69
Pretax Income,665456677.27,613795770.38,558354240.41,122021370.33
Other Non Operating Income Expenses,-999356.61,806596.36,14849624.23,-1668710.42
Special Income Charges,-12439704.25,-9617972.72,-9534446.97,-1417593.53
Other Special Charges,-81273.22,48116.85,,
Write Off,11749119.51,9569855.87,9534446.97,1417593.53
Impairment Of Capital Assets,771857.96,,,
Net Non Operating Interest Income Expense,17165155.56,15875896.57,2201068.15,3842893.76
Total Other Finance Cost,387496.67,366710.7,297240.91,122530.85
Interest Expense Non Operating,4095482.06,5646580.52,5936138.69,0.0
Interest Income Non Operating,21648134.29,21889187.79,2498309.06,3965424.61
Operating Income,614263632.86,596679672.5,541576331.34,118347219.11
Operating Expense,350008529.75,355966130.15,388725302.07,174713579.16
Other Operating Expenses,16105915.78,16065969.36,73908138.5,4188079.52
Depreciation And Amortization In Income Statement,28781653.1,22134497.35,5761394.5,5562340.86
Amortization,3730895.65,2598420.94,1087567.64,770335.19
Depreciation Income Statement,25050757.45,19536076.41,4673826.86,4792005.67
Research And Development,289917905.59,281239548.28,305295887.52,141063744.15
Selling General And Administration,20070279.62,23289476.77,11202734.31,8209822.13
Selling And Marketing Expense,4104802.57,5467782.71,1342335.49,1785536.28
General And Administrative Expense,15965477.05,17821694.06,9860398.82,6424285.85
Rent And Landing Fees,337953.93,564031.06,,
Gross Profit,964272162.61,952645802.65,930301633.41,293060798.27
Cost Of Revenue,1684223476.03,1722920659.83,1581556536.71,720696439.9
Total Revenue,2648495638.64,2675566462.48,2511858170.12,1013757238.17
Operating Revenue,2648495638.64,2675566462.48,2511858170.12,1013757238.17
