,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,22449000.0,-3265250.0,-3421000.0,-3855088.672417
Tax Rate For Calcs,0.25,0.25,0.25,0.066811
Total Unusual Items,89796000.0,-13061000.0,-13684000.0,-57701000.0
Total Unusual Items Excluding Goodwill,89796000.0,-13061000.0,-13684000.0,-57701000.0
Net Income From Continuing Operation Net Minority Interest,2856483000.0,2567839000.0,2317141000.0,3065549000.0
Reconciled Depreciation,387225000.0,416180000.0,404976000.0,414693000.0
Net Interest Income,7220660000.0,7355597000.0,7839078000.0,8048242000.0
Interest Expense,8774500000.0,9110243000.0,8749478000.0,8575093000.0
Interest Income,15995160000.0,16465840000.0,16588556000.0,16623335000.0
Normalized Income,2789136000.0,2577634750.0,2327404000.0,3119394911.327583
Net Income From Continuing And Discontinued Operation,2856483000.0,2567839000.0,2317141000.0,3065549000.0
Diluted Average Shares,6967031707.0,6940105405.0,7021639394.0,6386560417.0
Basic Average Shares,6077623404.0,6113902381.0,6262543243.0,5784054717.0
Diluted EPS,0.41,0.37,0.33,0.48
Basic EPS,0.47,0.42,0.37,0.53
Net Income Common Stockholders,2856483000.0,2567839000.0,2317141000.0,3065549000.0
Net Income,2856483000.0,2567839000.0,2317141000.0,3065549000.0
Minority Interests,7169000.0,-35109000.0,-29308000.0,-26518000.0
Net Income Including Noncontrolling Interests,2849314000.0,2602948000.0,2346449000.0,3092067000.0
Net Income Continuous Operations,2849314000.0,2602948000.0,2346449000.0,3092067000.0
Tax Provision,-360782000.0,-377056000.0,-276777000.0,221376000.0
Pretax Income,2488532000.0,2225892000.0,2069672000.0,3313443000.0
Other Non Operating Income Expenses,71774000.0,-10443000.0,-34604000.0,-51300000.0
Special Income Charges,89796000.0,-13061000.0,-13684000.0,-57701000.0
Other Special Charges,-76796000.0,-27139000.0,-2347000.0,1726000.0
Write Off,-13000000.0,40200000.0,16031000.0,55975000.0
Gain On Sale Of Security,2746809000.0,1888575000.0,1386111000.0,1533011000.0
Operating Expense,3516248000.0,3387093000.0,3123535000.0,3121487000.0
Other Operating Expenses,124987000.0,113468000.0,106158000.0,112403000.0
Depreciation And Amortization In Income Statement,387225000.0,416180000.0,404976000.0,414693000.0
Depreciation Income Statement,387225000.0,416180000.0,404976000.0,414693000.0
Selling General And Administration,1396140000.0,1405985000.0,1301586000.0,2446718000.0
General And Administrative Expense,1396140000.0,1405985000.0,1301586000.0,2446718000.0
Rent And Landing Fees,,,,
Total Revenue,10956277000.0,10298315000.0,9941550000.0,10298484000.0
Operating Revenue,10956277000.0,10298315000.0,9941550000.0,10298484000.0
