,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-239139678.807683,-180828922.563516,-91603324.353116,-54555702.085695
Tax Rate For Calcs,0.173721,0.173493,0.185411,0.188909
Normalized EBITDA,6982527332.38,6669037363.41,6379424293.34,5008336085.62
Total Unusual Items,-1376572241.63,-1042284655.34,-494056673.96,-288793832.26
Total Unusual Items Excluding Goodwill,-1376572241.63,-1042284655.34,-494056673.96,-288793832.26
Net Income From Continuing Operation Net Minority Interest,2322338512.26,2288678890.25,2697257941.14,2134918344.83
Reconciled Depreciation,687382353.34,669923303.54,740072056.12,599954509.88
Reconciled Cost Of Revenue,61927389782.02,63582018217.72,62141183981.29,50753182003.25
EBITDA,5605955090.75,5626752708.07,5885367619.38,4719542253.36
EBIT,4918572737.41,4956829404.53,5145295563.26,4119587743.48
Net Interest Income,-778809490.52,-854283671.28,-521500011.51,-445954960.04
Interest Expense,1261866878.72,1239950219.16,917779397.5,727812724.45
Interest Income,572957756.5,463451109.43,459044543.4,332830848.15
Normalized Income,3459771075.082317,3150134623.026484,3099711290.746884,2369156475.004305
Net Income From Continuing And Discontinued Operation,2322338512.26,2288678890.25,2697257941.14,2134918344.83
Total Expenses,65868502017.23,67623253610.12,65743416666.11,53518517868.04
Rent Expense Supplemental,62392181.07,64177374.7,59530331.17,66727973.0
Total Operating Income As Reported,3657851236.57,3728255622.52,4215465483.31,3393665374.48
Diluted Average Shares,2473730840.0,2115816668.0,1651416115.0,1558107097.0
Basic Average Shares,1891001150.0,1717711566.0,1651416115.0,1558107097.0
Diluted EPS,0.9388,1.0817,1.6333,1.3702
Basic EPS,1.2281,1.3324,1.6333,1.3702
Net Income Common Stockholders,2322338512.26,2288678890.25,2697257941.14,2134918344.83
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2322338512.26,2288678890.25,2697257941.14,2134918344.83
Minority Interests,-699120289.94,-783348377.8,-746432086.95,-616120457.53
Net Income Including Noncontrolling Interests,3021458802.2,3072027268.05,3443690028.09,2751038802.36
Net Income Extraordinary,,,,
Net Income Continuous Operations,3021458802.2,3072027268.05,3443690028.09,2751038802.36
Tax Provision,635247056.49,644851917.32,783826137.67,640736216.67
Pretax Income,3656705858.69,3716879185.37,4227516165.76,3391775019.03
Other Non Operating Income Expenses,-1145377.88,-85194636.54,-37810028.38,-18797498.22
Special Income Charges,-1373133253.75,-1019484210.76,-494105784.79,-275269832.26
Other Special Charges,-7217451.63,-6264116.43,-16477416.67,-96601086.11
Write Off,602007660.95,302412334.3,237532679.23,60930058.43
Impairment Of Capital Assets,778343044.43,723335992.89,273050522.23,310940859.94
Net Non Operating Interest Income Expense,-778809490.52,-854283671.28,-521500011.51,-445954960.04
Total Other Finance Cost,89900368.3,77784561.55,62765157.41,50973083.74
Interest Expense Non Operating,1261866878.72,1239950219.16,917779397.5,727812724.45
Interest Income Non Operating,572957756.5,463451109.43,459044543.4,332830848.15
Operating Income,5479782136.23,5400902394.26,4955232020.82,4003772383.11
Operating Expense,3941112235.21,4041235392.4,3602232684.82,2765335864.79
Other Operating Expenses,170510696.97,175425893.88,299118917.39,129083040.63
Depreciation And Amortization In Income Statement,115649313.65,102384213.84,107078472.13,88224831.16
Depreciation Income Statement,115649313.65,102384213.84,107078472.13,88224831.16
Research And Development,2201103075.64,2213301795.99,1793950692.19,1257447004.19
Selling General And Administration,1420924130.52,1494193168.47,1332952526.78,1192170552.19
Selling And Marketing Expense,27914229.4,27637596.49,18121659.43,7449495.9
General And Administrative Expense,1393009901.12,1466555571.98,1314830867.35,1184721056.29
Rent And Landing Fees,62392181.07,64177374.7,59530331.17,66727973.0
Gross Profit,9420894371.44,9442137786.66,8557464705.64,6769108247.9
Cost Of Revenue,61927389782.02,63582018217.72,62141183981.29,50753182003.25
Total Revenue,71348284153.46,73024156004.38,70698648686.93,57522290251.15
Operating Revenue,71348284153.46,73024156004.38,70698648686.93,57522290251.15
