,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,13579541500.0,13579541500.0,13579541500.0,13579541500.0
Share Issued,13579541500.0,13579541500.0,13579541500.0,13579541500.0
Net Debt,232222681000.0,111534948000.0,54454876000.0,63815695000.0
Total Debt,498629934000.0,337041710000.0,260858773000.0,232229717000.0
Tangible Book Value,211149902000.0,240029970000.0,227658018000.0,200123672000.0
Invested Capital,746176876000.0,588330302000.0,503277725000.0,459426141000.0
Working Capital,31220416000.0,66700190000.0,75414631000.0,76318402000.0
Net Tangible Assets,211149902000.0,240029970000.0,227658018000.0,200123672000.0
Capital Lease Obligations,4197035000.0,4080407000.0,2451292000.0,2889378000.0
Common Stock Equity,328251080000.0,309837517000.0,290398039000.0,268789292000.0
Total Capitalization,596034183000.0,506490544000.0,451910163000.0,413368741000.0
Total Equity Gross Minority Interest,422596822000.0,417119773000.0,385920052000.0,346492996000.0
Minority Interest,94345742000.0,107282256000.0,95522013000.0,77703704000.0
Stockholders Equity,328251080000.0,309837517000.0,290398039000.0,268789292000.0
Other Equity Interest,64167509000.0,59463430000.0,59959677000.0,63253806000.0
Retained Earnings,197055973000.0,181825095000.0,161981132000.0,141556080000.0
Additional Paid In Capital,47980021000.0,48848207000.0,41956599000.0,41956599000.0
Capital Stock,13579542000.0,13579542000.0,13579542000.0,13579542000.0
Common Stock,13579542000.0,13579542000.0,13579542000.0,13579542000.0
Total Liabilities Net Minority Interest,1440245700000.0,1245899805000.0,1137993529000.0,1006477010000.0
Total Non Current Liabilities Net Minority Interest,327491341000.0,247847364000.0,203355982000.0,174395685000.0
Other Non Current Liabilities,2511712000.0,2764186000.0,1830480000.0,1246118000.0
Tradeand Other Payables Non Current,49889292000.0,41328548000.0,34881232000.0,23249453000.0
Non Current Deferred Revenue,1130936000.0,1012593000.0,1056021000.0,923734000.0
Non Current Deferred Taxes Liabilities,1979263000.0,2008603000.0,1624833000.0,1507553000.0
Long Term Debt And Capital Lease Obligation,271980138000.0,200733434000.0,163963416000.0,147468827000.0
Long Term Capital Lease Obligation,4197035000.0,4080407000.0,2451292000.0,2889378000.0
Long Term Debt,267783103000.0,196653027000.0,161512124000.0,144579449000.0
Current Liabilities,1112754359000.0,998052441000.0,934637547000.0,832081325000.0
Other Current Liabilities,43782079000.0,33927869000.0,31906005000.0,26184364000.0
Current Debt And Capital Lease Obligation,226649796000.0,136308276000.0,96895357000.0,84760890000.0
Current Debt,150142693000.0,81839758000.0,51367562000.0,46057400000.0
Payables,698621836000.0,676263303000.0,638548795000.0,568880201000.0
Other Payable,135056798000.0,121037967000.0,113370819000.0,105667156000.0
Dividends Payable,1296068000.0,1137603000.0,1064805000.0,905252000.0
Total Tax Payable,8138705000.0,9059277000.0,8936891000.0,9510826000.0
Accounts Payable,554130265000.0,545028456000.0,515176280000.0,452796967000.0
Total Assets,1862842522000.0,1663019578000.0,1523913581000.0,1352970006000.0
Total Non Current Assets,718867747000.0,598266947000.0,513861403000.0,444570279000.0
Other Non Current Assets,159126010000.0,123955930000.0,108171238000.0,99441867000.0
Non Current Deferred Assets,1103965000.0,852730000.0,791514000.0,597875000.0
Non Current Deferred Taxes Assets,12152500000.0,11211912000.0,9103023000.0,8075138000.0
Investmentin Financial Assets,28425494000.0,33994741000.0,34338698000.0,27136700000.0
Held To Maturity Securities,3881575000.0,11132021000.0,14010960000.0,10983212000.0
Available For Sale Securities,24543919000.0,22862720000.0,20327738000.0,16153488000.0
