,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,5250283986.0,5250283986.0,5250283986.0,5250283986.0
Share Issued,5250283986.0,5250283986.0,5250283986.0,5250283986.0
Net Debt,78893102116.0,79396098666.0,67254618392.0,56713343779.0
Total Debt,116013037309.0,113740909975.0,103065087784.0,79062937384.0
Tangible Book Value,19742358736.0,19105596617.0,18652927020.0,16875460570.0
Invested Capital,117177079514.0,117652601293.0,105827783745.0,88567161016.0
Working Capital,-15170272907.0,-13361739497.0,-14911745989.0,-16192147896.0
Net Tangible Assets,19742358736.0,19105596617.0,18652927020.0,16875460570.0
Capital Lease Obligations,12394114636.0,12376312142.0,10452666128.0,6870820017.0
Common Stock Equity,23444357218.0,22894681796.0,22141735460.0,20350293619.0
Total Capitalization,107436068357.0,103543670460.0,90070803983.0,72305716156.0
Total Equity Gross Minority Interest,41462655677.0,35961831382.0,33910857702.0,28841588275.0
Minority Interest,18018298459.0,13067149586.0,11769122242.0,8491294656.0
Stockholders Equity,23444357218.0,22894681796.0,22141735460.0,20350293619.0
Retained Earnings,2637923692.0,2142987033.0,1283749956.0,309089657.0
Additional Paid In Capital,4642188015.0,4833072241.0,4833075225.0,3895641151.0
Capital Stock,5250283986.0,5250283986.0,5250283986.0,5250283986.0
Common Stock,5250283986.0,5250283986.0,5250283986.0,5250283986.0
Total Liabilities Net Minority Interest,144571595597.0,139192401554.0,127296425385.0,102782214426.0
Total Non Current Liabilities Net Minority Interest,98753945882.0,94843291082.0,80453313138.0,60778111796.0
Other Non Current Liabilities,1028167.0,1028167.0,51028167.0,129428167.0
Tradeand Other Payables Non Current,1701443479.0,1233486040.0,1365260704.0,1095562297.0
Non Current Deferred Revenue,141794312.0,113262526.0,128296225.0,142292215.0
Non Current Deferred Taxes Liabilities,523854149.0,470213543.0,526993391.0,584586563.0
Long Term Debt And Capital Lease Obligation,96385825775.0,93025300806.0,78381734651.0,58826242554.0
Long Term Capital Lease Obligation,12394114636.0,12376312142.0,10452666128.0,6870820017.0
Long Term Debt,83991711139.0,80648988664.0,67929068523.0,51955422537.0
Current Liabilities,45817649715.0,44349110472.0,46843112247.0,42004102630.0
Other Current Liabilities,588331922.0,528095817.0,2781355471.0,4174850374.0
Current Debt And Capital Lease Obligation,19627211534.0,20715609169.0,24683353133.0,20236694830.0
Current Debt,9741011157.0,14108930833.0,15756979762.0,16261444860.0
Payables,25525002957.0,23066945658.0,19337075510.0,17587596452.0
Other Payable,19398920083.0,16382167767.0,13808606315.0,9851079448.0
Dividends Payable,,,,18553521.0
Total Tax Payable,311343314.0,303440015.0,343432880.0,302484915.0
Accounts Payable,5814739560.0,6381337876.0,5185036315.0,7434032089.0
Total Assets,186034251274.0,175154232936.0,161207283087.0,131623802701.0
Total Non Current Assets,155386874466.0,144166861961.0,129275916829.0,105811847967.0
Other Non Current Assets,7111168050.0,8711545949.0,8824823048.0,6606518552.0
Non Current Deferred Assets,62228755.0,55505161.0,81082134.0,109485746.0
Non Current Deferred Taxes Assets,959061443.0,1099214779.0,1333310824.0,1478552898.0
Investmentin Financial Assets,3009689888.0,2650289873.0,2866347046.0,3058071054.0
Available For Sale Securities,3009689888.0,2650289873.0,2866347046.0,3058071054.0
Long Term Equity Investment,11543456219.0,10812658939.0,9796842197.0,9198053183.0
Investment Properties,323777484.0,336493586.0,347192759.0,365285301.0
Goodwill And Other Intangible Assets,3701998482.0,3789085179.0,3488808440.0,3474833049.0
Other Intangible Assets,3699548596.0,3786635293.0,3480199559.0,3346735496.0
Goodwill,2449886.0,2449886.0,8608881.0,128097553.0
Net PPE,128675494145.0,116712068495.0,102537510381.0,81521048184.0
Accumulated Depreciation,-82606843062.0,-78181633579.0,-73435224307.0,-68727153145.0
Gross PPE,211282337207.0,194893702074.0,175972734688.0,150248201329.0
Construction In Progress,31582478170.0,31382850765.0,29990577678.0,11768828161.0
Other Properties,137626309999.0,123830816317.0,109919895246.0,103179429593.0
Machinery Furniture Equipment,817979996.0,729602285.0,745336241.0,683197804.0
Properties,41255569042.0,38950432707.0,35316925523.0,34616745771.0
Current Assets,30647376808.0,30987370975.0,31931366258.0,25811954734.0
Other Current Assets,2428213159.0,1971269586.0,1496077994.0,875605805.0
Prepaid Assets,974124953.0,1440632187.0,1578880994.0,1534982252.0
Inventory,2293819795.0,2577119489.0,2655504711.0,3376868100.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,782347791.0,771411358.0,897857663.0,925117017.0
Raw Materials,1511472004.0,1805708131.0,1757647048.0,2451751083.0
Other Receivables,528413816.0,534731041.0,805836988.0,942338715.0
Accounts Receivable,9583184905.0,9101797841.0,8963635678.0,7578636244.0
Allowance For Doubtful Accounts Receivable,-43284489.0,-36037526.0,-26350476.0,-566859.0
Gross Accounts Receivable,9626469394.0,9137835367.0,8989986154.0,7579203103.0
Cash Cash Equivalents And Short Term Investments,14839620180.0,15361820831.0,16431429893.0,11503523618.0
Cash And Cash Equivalents,14839620180.0,15361820831.0,16431429893.0,11503523618.0
Cash Equivalents,13301626916.0,14320529471.0,14248967134.0,8798340371.0
Cash Financial,1537993264.0,1041291360.0,2182462759.0,2705183247.0
