Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-27 00:00:00+08:00,47.470001220703125,54.279998779296875,47.91999816894531,53.06999969482422,117260391,0.0,0.0
2026-03-26 00:00:00+08:00,46.209999084472656,47.09000015258789,44.939998626708984,45.22999954223633,20468950,0.0,0.0
2026-03-25 00:00:00+08:00,44.0,48.279998779296875,44.0,46.599998474121094,30441237,0.0,0.0
2026-03-24 00:00:00+08:00,42.849998474121094,43.56999969482422,41.459999084472656,43.459999084472656,20279666,0.0,0.0
2026-03-23 00:00:00+08:00,44.40999984741211,44.86000061035156,41.83000183105469,42.11000061035156,31946913,0.0,0.0
2026-03-20 00:00:00+08:00,47.470001220703125,48.47999954223633,45.560001373291016,45.56999969482422,41176599,0.0,0.0
2026-03-19 00:00:00+08:00,46.59000015258789,47.20000076293945,45.68000030517578,45.95000076293945,17849709,0.0,0.0
2026-03-18 00:00:00+08:00,46.13999938964844,47.45000076293945,45.91999816894531,47.400001525878906,23197360,0.0,0.0
2026-03-17 00:00:00+08:00,46.900001525878906,47.0099983215332,45.70000076293945,45.79999923706055,16339959,0.0,0.0
2026-03-16 00:00:00+08:00,46.13999938964844,47.02000045776367,44.95000076293945,46.810001373291016,22716897,0.0,0.0
2026-03-13 00:00:00+08:00,45.790000915527344,47.4900016784668,45.790000915527344,46.220001220703125,30960677,0.0,0.0
2026-03-12 00:00:00+08:00,44.2400016784668,45.54999923706055,43.91999816894531,45.119998931884766,16428035,0.0,0.0
2026-03-11 00:00:00+08:00,44.11000061035156,45.400001525878906,43.779998779296875,44.369998931884766,17794643,0.0,0.0
2026-03-10 00:00:00+08:00,42.400001525878906,44.650001525878906,42.34000015258789,44.06999969482422,21479985,0.0,0.0
2026-03-09 00:00:00+08:00,41.599998474121094,41.88999938964844,40.2400016784668,41.599998474121094,20007843,0.0,0.0
2026-03-06 00:00:00+08:00,42.34000015258789,43.099998474121094,42.20000076293945,42.709999084472656,12710003,0.0,0.0
2026-03-05 00:00:00+08:00,43.029998779296875,44.099998474121094,42.08000183105469,42.529998779296875,15275724,0.0,0.0
2026-03-04 00:00:00+08:00,41.5,43.29999923706055,41.400001525878906,42.20000076293945,14964580,0.0,0.0
2026-03-03 00:00:00+08:00,45.15999984741211,45.689998626708984,42.119998931884766,42.400001525878906,26912762,0.0,0.0
2026-03-02 00:00:00+08:00,45.029998779296875,46.439998626708984,45.0,45.189998626708984,19609689,0.0,0.0
2026-02-27 00:00:00+08:00,46.5099983215332,46.81999969482422,45.38999938964844,45.97999954223633,20411965,0.0,0.0
2026-02-26 00:00:00+08:00,47.06999969482422,47.47999954223633,45.70000076293945,47.099998474121094,22948057,0.0,0.0
2026-02-25 00:00:00+08:00,45.70000076293945,47.90999984741211,44.849998474121094,47.310001373291016,25243444,0.0,0.0
2026-02-24 00:00:00+08:00,46.09000015258789,46.4900016784668,44.869998931884766,45.70000076293945,16502246,0.0,0.0
2026-02-13 00:00:00+08:00,45.47999954223633,46.4900016784668,45.220001220703125,45.54999923706055,16388040,0.0,0.0
2026-02-12 00:00:00+08:00,44.779998779296875,46.0,44.5099983215332,45.9900016784668,17920770,0.0,0.0
2026-02-11 00:00:00+08:00,44.029998779296875,45.58000183105469,44.0,44.58000183105469,11448583,0.0,0.0
2026-02-10 00:00:00+08:00,44.95000076293945,45.20000076293945,44.220001220703125,44.470001220703125,11332379,0.0,0.0
2026-02-09 00:00:00+08:00,44.38999938964844,45.150001525878906,44.08000183105469,44.95000076293945,17622776,0.0,0.0
2026-02-06 00:00:00+08:00,42.95000076293945,44.33000183105469,42.61000061035156,43.439998626708984,15145354,0.0,0.0
2026-02-05 00:00:00+08:00,43.08000183105469,43.779998779296875,41.90999984741211,43.43000030517578,16660282,0.0,0.0
2026-02-04 00:00:00+08:00,43.36000061035156,44.560001373291016,42.95000076293945,43.75,13687784,0.0,0.0
2026-02-03 00:00:00+08:00,43.0,44.11000061035156,42.810001373291016,43.720001220703125,15993601,0.0,0.0
2026-02-02 00:00:00+08:00,44.2599983215332,44.560001373291016,42.20000076293945,42.25,21267638,0.0,0.0
2026-01-30 00:00:00+08:00,43.380001068115234,45.08000183105469,42.0,44.529998779296875,30552834,0.0,0.0
2026-01-29 00:00:00+08:00,46.310001373291016,47.0,43.68000030517578,43.79999923706055,28676274,0.0,0.0
2026-01-28 00:00:00+08:00,47.06999969482422,47.939998626708984,45.720001220703125,46.619998931884766,23531086,0.0,0.0
2026-01-27 00:00:00+08:00,45.5,47.349998474121094,44.709999084472656,46.77000045776367,29101280,0.0,0.0
2026-01-26 00:00:00+08:00,46.7599983215332,46.900001525878906,44.599998474121094,45.0,27087622,0.0,0.0
2026-01-23 00:00:00+08:00,46.189998626708984,47.470001220703125,45.810001373291016,47.38999938964844,24889784,0.0,0.0
2026-01-22 00:00:00+08:00,47.38999938964844,48.09000015258789,45.91999816894531,46.310001373291016,25129943,0.0,0.0
2026-01-21 00:00:00+08:00,46.20000076293945,47.150001525878906,45.400001525878906,46.45000076293945,25039577,0.0,0.0
2026-01-20 00:00:00+08:00,47.79999923706055,47.81999969482422,45.709999084472656,46.9900016784668,31423101,0.0,0.0
2026-01-19 00:00:00+08:00,47.790000915527344,49.20000076293945,47.33000183105469,47.400001525878906,35963074,0.0,0.0
2026-01-16 00:00:00+08:00,46.47999954223633,48.5,46.20000076293945,48.13999938964844,51888972,0.0,0.0
2026-01-15 00:00:00+08:00,43.310001373291016,46.9900016784668,43.0099983215332,46.68000030517578,50344925,0.0,0.0
2026-01-14 00:00:00+08:00,43.33000183105469,45.279998779296875,42.95000076293945,43.900001525878906,30180538,0.0,0.0
2026-01-13 00:00:00+08:00,44.709999084472656,46.119998931884766,43.310001373291016,43.470001220703125,29697676,0.0,0.0
2026-01-12 00:00:00+08:00,45.0,45.20000076293945,44.08000183105469,44.9900016784668,30473928,0.0,0.0
2026-01-09 00:00:00+08:00,44.779998779296875,45.27000045776367,43.70000076293945,45.0099983215332,37043303,0.0,0.0
2026-01-08 00:00:00+08:00,45.45000076293945,46.150001525878906,44.29999923706055,45.540000915527344,49627608,0.0,0.0
2026-01-07 00:00:00+08:00,41.900001525878906,46.459999084472656,41.86000061035156,44.83000183105469,73695403,0.0,0.0
2026-01-06 00:00:00+08:00,39.02000045776367,41.58000183105469,38.810001373291016,40.290000915527344,38978252,0.0,0.0
2026-01-05 00:00:00+08:00,37.61000061035156,39.20000076293945,37.61000061035156,39.060001373291016,26082233,0.0,0.0
