,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-140392259.32,-229155292.94,131250440.63,-440756183.03
Repayment Of Debt,-226450000.0,-138470000.0,-427258270.78,-540000.0
Issuance Of Debt,226600000.0,201520000.0,311559600.0,215098670.78
Capital Expenditure,-176415356.68,-557135320.6,-491742248.04,-488035487.84
End Cash Position,694829479.8,591806136.51,743353683.32,500773550.93
Beginning Cash Position,591806136.51,743353683.32,500773550.93,666280861.52
Effect Of Exchange Rate Changes,2044.24,-14732.1,-40783.39,6528.86
Changes In Cash,103021299.05,-151532814.71,242620915.78,-165513839.45
Financing Cash Flow,-56845778.93,-169038190.39,973916468.89,172615749.19
Net Other Financing Charges,-15845159.18,-24727158.97,1159821841.21,-1565643.35
Cash Dividends Paid,-39050619.75,-205364331.35,-70206701.54,-40377278.24
Net Issuance Payments Of Debt,150000.0,63050000.0,-115698670.78,214558670.78
Net Long Term Debt Issuance,150000.0,63050000.0,-115698670.78,214558670.78
Long Term Debt Payments,-226450000.0,-138470000.0,-427258270.78,-540000.0
Long Term Debt Issuance,226600000.0,201520000.0,311559600.0,215098670.78
Investing Cash Flow,123843980.62,-310474651.98,-1354288241.78,-385408893.45
Net Investment Purchase And Sale,305040245.51,277076512.11,-821929601.0,142408958.9
Sale Of Investment,3691040245.51,3686776512.11,1468470399.0,385408958.9
Purchase Of Investment,-3386000000.0,-3409700000.0,-2290400000.0,-243000000.0
Net Business Purchase And Sale,-5720000.0,-31567949.22,-40671792.74,-39722652.52
Sale Of Business,0.0,433645.97,,
Purchase Of Business,-5720000.0,-32001595.19,-40671792.74,-39722652.52
Net PPE Purchase And Sale,-175476264.89,-555983214.87,-491686848.04,-488095199.83
Sale Of PPE,939091.79,1152105.73,55400.0,-59711.99
Purchase Of PPE,-176415356.68,-557135320.6,-491742248.04,-488035487.84
Operating Cash Flow,36023097.36,327980027.66,622992688.67,47279304.81
Change In Working Capital,-46276441.0,-219251819.12,-104326713.28,-408801972.13
Change In Other Current Assets,-38019575.84,-42925913.71,-23012398.9,-9215606.4
Change In Payable,-91549955.74,-176868982.74,314209542.21,148149325.35
Change In Inventory,719899.53,-14369193.61,-22266523.5,-13124210.36
Change In Receivables,82573191.05,14912270.94,-373257333.09,-534611480.72
Other Non Cash Items,58383714.73,56601101.94,51324571.86,21616279.86
Depreciation And Amortization,236666917.06,223658492.55,230408616.82,177135362.6
Amortization Cash Flow,9156681.42,10757367.16,11141496.48,6171220.57
Depreciation,227510235.64,212901125.39,219267120.34,170964142.03
Gain Loss On Investment Securities,-15225758.86,-14434445.32,15816037.69,-1525260.25
Gain Loss On Sale Of PPE,11288835.41,23871014.44,936332.33,59711.99
Net Income From Continuing Operations,-353182711.57,109108356.96,326098814.65,220287079.61
Cash Flowsfromusedin Operating Activities Direct,36023097.36,327980027.66,622992688.67,47279304.81
Taxes Refund Paid Direct,-87742695.42,-123720444.81,-74878282.45,-61742005.44
Interest Paid Direct,0.0,0.0,,
Classesof Cash Payments,-1681520900.67,-2154363175.96,-2968947116.17,-1634209158.2
Other Cash Paymentsfrom Operating Activities,-381050871.07,-433710998.4,-520336637.59,-386335301.75
Paymentson Behalfof Employees,-955957558.9,-1132159844.29,-1285079551.78,-845490203.63
Paymentsto Suppliersfor Goodsand Services,-344512470.7,-588492333.27,-1163530926.8,-402383652.82
Classesof Cash Receiptsfrom Operating Activities,1805286693.45,2606063648.43,3666818087.29,1743230468.45
Other Cash Receiptsfrom Operating Activities,102499130.27,92738774.47,98782952.97,69844208.77
Receiptsfrom Customers,1702787563.18,2513324873.96,3568035134.32,1673386259.68
