,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,652356.487471,-380432.479225,-507192.047666,-98543.74165
Tax Rate For Calcs,0.214241,0.22427,0.215003,0.19998
Normalized EBITDA,1152400556.81,1202508755.45,1276861006.33,855113486.19
Total Unusual Items,3044962.93,-1696314.71,-2359004.87,-492767.11
Total Unusual Items Excluding Goodwill,3044962.93,-1696314.71,-2359004.87,-492767.11
Net Income From Continuing Operation Net Minority Interest,637424764.87,719142385.33,809415875.36,521277762.13
Reconciled Depreciation,278189569.86,211442714.28,184810952.2,159589739.79
Reconciled Cost Of Revenue,907324835.18,924466123.25,1086795845.08,939386426.6
EBITDA,1155445519.74,1200812440.74,1274502001.46,854620719.08
EBIT,877255949.88,989369726.46,1089691049.26,695030979.29
Net Interest Income,-22672185.81,-26030295.29,-2512722.08,-2855888.0
Interest Expense,65953353.29,65941699.37,62045546.37,43995530.53
Interest Income,45645985.32,41793944.65,60297556.67,41667443.49
Normalized Income,635032158.427471,720458267.560775,811267688.182334,521671985.49835
Net Income From Continuing And Discontinued Operation,637424764.87,719142385.33,809415875.36,521277762.13
Total Expenses,2113895580.74,2099439478.87,2234538204.31,1940899562.54
Rent Expense Supplemental,4610263.79,3529961.01,4318413.25,4429326.66
Total Operating Income As Reported,811055641.42,923282181.84,1024531924.97,650986527.94
Diluted Average Shares,1028104459.0,1042235341.0,1037712661.0,1042555524.0
Basic Average Shares,1028104459.0,1042235341.0,1037712661.0,1042555524.0
Diluted EPS,0.62,0.69,0.78,0.5
Basic EPS,0.62,0.69,0.78,0.5
Net Income Common Stockholders,637424764.87,719142385.33,809415875.36,521277762.13
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,637424764.87,719142385.33,809415875.36,521277762.13
Minority Interests,-63396.42,2811550.56,2716769.62,436613.61
Net Income Including Noncontrolling Interests,637488161.29,716330834.77,806699105.74,520841148.52
Net Income Continuous Operations,637488161.29,716330834.77,806699105.74,520841148.52
Tax Provision,173814435.3,207097192.32,220946397.15,130194300.24
Pretax Income,811302596.59,923428027.09,1027645502.89,651035448.76
Other Non Operating Income Expenses,246955.17,145845.25,3113577.92,48920.82
Special Income Charges,3041510.88,-1772447.66,-2359004.87,-492767.11
Other Special Charges,-23294.86,26799.33,-402836.36,158894.59
Write Off,-3018216.02,1745648.33,2761841.23,333872.52
Net Non Operating Interest Income Expense,-22672185.81,-26030295.29,-2512722.08,-2855888.0
Total Other Finance Cost,2364817.84,1882540.57,764732.38,527800.96
Interest Expense Non Operating,65953353.29,65941699.37,62045546.37,43995530.53
Interest Income Non Operating,45645985.32,41793944.65,60297556.67,41667443.49
Operating Income,829803803.89,948690511.39,1029352358.06,652508160.59
Operating Expense,1206570745.56,1174973355.62,1147742359.23,1001513135.94
Other Operating Expenses,195152536.45,186002629.76,189335287.89,171281884.95
Depreciation And Amortization In Income Statement,85555646.04,55879634.08,46379802.62,35353118.49
Depreciation Income Statement,85555646.04,55879634.08,46379802.62,35353118.49
Research And Development,98374942.88,100230882.96,106146681.01,86099104.22
Selling General And Administration,556883099.72,585058627.09,516869497.79,454190214.28
Selling And Marketing Expense,505640171.69,550074236.89,474754726.32,415218337.4
General And Administrative Expense,51242928.03,34984390.2,42114771.47,38971876.88
Rent And Landing Fees,4610263.79,3529961.01,4318413.25,4429326.66
Gross Profit,2036374549.45,2123663867.01,2177094717.29,1654021296.53
Cost Of Revenue,907324835.18,924466123.25,1086795845.08,939386426.6
Total Revenue,2943699384.63,3048129990.26,3263890562.37,2593407723.13
Operating Revenue,2943699384.63,3048129990.26,3263890562.37,2593407723.13
