,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,446500486.47,-163061732.45,-549151486.25,279689105.17
Repayment Of Debt,-1790501100.0,-988390000.0,-980000000.0,
Issuance Of Debt,1861400000.0,1328890000.0,1430000000.0,450000000.0
Capital Expenditure,-433763521.89,-835954781.5,-1111327967.85,-623763140.3
End Cash Position,1964705915.05,1873880239.0,1854577499.05,2523844694.94
Beginning Cash Position,1873880239.0,1854577499.05,2523844694.94,2328148188.15
Effect Of Exchange Rate Changes,4954.12,-148445.55,26143.18,1643528.88
Changes In Cash,90820721.93,19451185.5,-669293339.07,194052977.91
Financing Cash Flow,-308260913.43,229840347.84,-127630436.75,-74517356.01
Net Other Financing Charges,-31902296.89,-79386003.53,-30653477.99,-140791094.38
Cash Dividends Paid,-347257516.54,-31273648.63,-546976958.76,-383726261.63
Net Issuance Payments Of Debt,70898900.0,340500000.0,450000000.0,450000000.0
Net Long Term Debt Issuance,70898900.0,340500000.0,450000000.0,450000000.0
Long Term Debt Payments,-1790501100.0,-988390000.0,-980000000.0,
Long Term Debt Issuance,1861400000.0,1328890000.0,1430000000.0,450000000.0
Investing Cash Flow,-481182373.0,-883282211.39,-1103839383.92,-634881911.55
Net Other Investing Changes,5293548.25,,529664.48,-11373548.25
Net Investment Purchase And Sale,20944134.0,-47437759.89,25150.68,
Sale Of Investment,550944134.0,1402562240.11,25150.68,
Purchase Of Investment,-530000000.0,-1450000000.0,,
Net Business Purchase And Sale,-73721943.85,,,
Purchase Of Business,-73721943.85,,,
Net PPE Purchase And Sale,-433698111.4,-835844451.5,-1104394199.08,-623508363.3
Sale Of PPE,65410.49,110330.0,6933768.77,254777.0
Purchase Of PPE,-433763521.89,-835954781.5,-1111327967.85,-623763140.3
Operating Cash Flow,880264008.36,672893049.05,562176481.6,903452245.47
Change In Working Capital,-65721964.85,-284452028.79,-490338221.12,154165902.79
Change In Other Current Assets,-34927002.63,-39484784.57,30777164.93,-19285150.75
Change In Payable,138869784.94,68908094.51,-91380566.96,428225337.55
Change In Inventory,-363689879.26,-262853588.38,-244375300.52,-351299452.88
Change In Receivables,194025132.1,-51021750.35,-185359518.57,96525168.87
Other Non Cash Items,32390552.04,43904604.06,52387964.44,43261031.16
Depreciation And Amortization,278189569.86,211442714.28,184810952.2,159589739.79
Amortization Cash Flow,14889349.57,8098061.66,13088779.98,8577178.73
Depreciation,263300220.29,203344652.62,171722172.22,151012561.06
Gain Loss On Investment Securities,-871453.1,-2549094.78,-25150.68,793012.84
Gain Loss On Sale Of PPE,843401.01,912099.29,-274653.15,743189.99
Net Income From Continuing Operations,637488161.29,716330834.77,806699105.74,520841148.52
Cash Flowsfromusedin Operating Activities Direct,880264008.36,672893049.05,562176481.6,903452245.47
Taxes Refund Paid Direct,-571521242.14,-592803953.21,-658231098.84,-332266666.35
Classesof Cash Payments,-2218521369.43,-2157247011.87,-2386462440.25,-2118399233.39
Other Cash Paymentsfrom Operating Activities,-215416388.22,-212057083.59,-180615525.85,-152213910.9
Paymentson Behalfof Employees,-395150311.81,-387145754.75,-415098387.73,-369508465.94
Paymentsto Suppliersfor Goodsand Services,-1607954669.4,-1558044173.53,-1790748526.67,-1596676856.55
Classesof Cash Receiptsfrom Operating Activities,3670306619.93,3422944014.13,3606870020.69,3354118145.21
Other Cash Receiptsfrom Operating Activities,113339480.47,106296552.55,108057848.15,85815272.16
Receiptsfrom Customers,3556967139.46,3316647461.58,3498812172.54,3268302873.05
