,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,144000000.0,144000000.0,144000000.0,144000000.0
Share Issued,144000000.0,144000000.0,144000000.0,144000000.0
Total Debt,5000000.0,,,
Tangible Book Value,454057933.63,462873310.33,467767548.32,473241626.25
Invested Capital,494165691.99,495324382.77,501360168.91,506711302.65
Working Capital,236128331.5,192288548.7,199657289.46,184019876.65
Net Tangible Assets,454057933.63,462873310.33,467767548.32,473241626.25
Common Stock Equity,489165691.99,495324382.77,501360168.91,506711302.65
Total Capitalization,489165691.99,495324382.77,501360168.91,506711302.65
Total Equity Gross Minority Interest,499727023.56,505898631.35,511938954.67,517297978.98
Minority Interest,10561331.57,10574248.58,10578785.76,10586676.33
Stockholders Equity,489165691.99,495324382.77,501360168.91,506711302.65
Retained Earnings,175699500.79,185321732.41,191357518.55,196699121.01
Additional Paid In Capital,143173614.59,143173614.59,143173614.59,143173614.59
Capital Stock,144000000.0,144000000.0,144000000.0,144000000.0
Common Stock,144000000.0,144000000.0,144000000.0,144000000.0
Total Liabilities Net Minority Interest,89928355.26,77827016.54,76016954.37,82014340.79
Total Non Current Liabilities Net Minority Interest,7563335.28,8826084.19,10638029.03,11080509.01
Non Current Deferred Revenue,5772313.31,6725044.97,8077922.86,7890852.48
Non Current Deferred Taxes Liabilities,1791021.97,2101039.22,2560106.17,3189656.53
Current Liabilities,82365019.98,69000932.35,65378925.34,70933831.78
Other Current Liabilities,6691624.15,2258134.03,6850081.34,4698322.52
Current Debt And Capital Lease Obligation,5000000.0,,,
Current Debt,5000000.0,,,
Payables,58193223.33,56496213.44,49899352.05,60632683.73
Other Payable,26517889.22,24609779.73,25687393.33,27067723.58
Dividends Payable,5760000.0,,,
Total Tax Payable,3394436.46,2442086.37,2527678.51,7815280.51
Accounts Payable,22520897.65,29444347.34,21684280.21,25749679.64
Total Assets,589655378.82,583725647.89,587955909.04,599312319.77
Total Non Current Assets,271162027.34,322436166.84,322919694.24,344358611.34
Other Non Current Assets,4043547.06,88680.7,43400.0,2143805.6
Non Current Deferred Assets,3080139.62,1885536.94,1909180.21,1045284.31
Non Current Deferred Taxes Assets,35458969.48,38141795.01,38874835.42,33249167.1
Investmentin Financial Assets,6483600.62,6958206.85,,
Available For Sale Securities,6483600.62,6958206.85,,
Long Term Equity Investment,10649907.9,14907559.2,27198654.24,26495878.79
Investment Properties,5309339.23,33534689.97,34358793.58,36337491.58
Goodwill And Other Intangible Assets,35107758.36,32451072.44,33592620.59,33469676.4
Other Intangible Assets,35107758.36,32451072.44,33592620.59,33469676.4
Net PPE,153299917.59,142044388.89,151016370.31,160795904.94
Accumulated Depreciation,-82209670.25,-60077649.87,-50488319.41,-38191779.78
Gross PPE,235509587.84,202122038.76,201504689.72,198987684.72
Construction In Progress,1226548.67,2889669.15,2331097.26,0.0
Other Properties,7440430.68,5490089.51,4853900.64,4750306.55
Machinery Furniture Equipment,68025511.88,67313973.57,66331620.02,66249306.37
Buildings And Improvements,,,,
Properties,158817096.61,126428306.53,127988071.8,127988071.8
Current Assets,318493351.48,261289481.05,265036214.8,254953708.43
Other Current Assets,73021116.9,37563499.39,50520724.25,54860544.16
Prepaid Assets,5975583.11,3542293.7,3773045.3,3862914.54
Inventory,80952286.36,75063157.97,69248265.95,73420136.72
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,130773.36,79328.83,,
Finished Goods,11976911.89,12597320.58,9995702.47,13973039.62
Work In Process,27433150.15,22875517.75,10041043.46,13085255.65
Raw Materials,41411450.96,39510990.81,49211520.02,46361841.45
Other Receivables,28322044.27,16526611.61,14642083.38,15006709.1
Accounts Receivable,40735978.97,25745778.74,22314480.96,28755881.96
Allowance For Doubtful Accounts Receivable,-20727510.42,-24560925.42,-30082997.84,-41267809.1
Gross Accounts Receivable,61463489.39,50306704.16,52397478.8,167884037.57
Cash Cash Equivalents And Short Term Investments,89486341.87,102848139.64,104537614.96,79047521.95
Other Short Term Investments,,40191465.76,,
Cash And Cash Equivalents,89486341.87,62656673.88,104537614.96,79047521.95
Cash Equivalents,156789.64,3153753.18,3315464.26,3246290.78
Cash Financial,89329552.23,59502920.7,101222150.7,75801231.17
