,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,82742248.74,-67066842.41,-16306190.76,-290118957.58
Repayment Of Debt,-101175261.27,-109290191.82,-104993766.35,-96298052.55
Issuance Of Debt,160666193.05,90615228.32,75477695.28,179930171.4
Capital Expenditure,-264692736.46,-179491990.8,-177652163.2,-284951413.29
End Cash Position,435032865.8,144206377.88,181051370.98,136307956.77
Beginning Cash Position,144206377.88,181051370.98,136307956.77,117881006.42
Effect Of Exchange Rate Changes,-4715853.0,2670489.16,2024676.66,4505778.84
Changes In Cash,295542340.92,-39515482.26,42718737.55,13921171.51
Financing Cash Flow,319227711.49,13382941.86,-78885603.94,445854174.33
Net Other Financing Charges,320410409.56,76410050.0,-22042260.87,391620412.44
Cash Dividends Paid,-60673629.85,-44352144.64,-27327272.0,-29398356.96
Net Issuance Payments Of Debt,59490931.78,-18674963.5,-29516071.07,83632118.85
Net Long Term Debt Issuance,59490931.78,-18674963.5,-29516071.07,83632118.85
Long Term Debt Payments,-101175261.27,-109290191.82,-104993766.35,-96298052.55
Long Term Debt Issuance,160666193.05,90615228.32,75477695.28,179930171.4
Investing Cash Flow,-371120355.77,-165323572.51,-39741630.95,-426765458.53
Net Other Investing Changes,,13000000.0,134460000.0,-147460000.0
Net Investment Purchase And Sale,-107368539.56,13275098.36,2382170.32,5268953.26
Sale Of Investment,750926527.44,68275098.36,2382170.32,5268953.26
Purchase Of Investment,-858295067.0,-55000000.0,,
Net PPE Purchase And Sale,-263751816.21,-178598670.87,-176583801.27,-284574411.79
Sale Of PPE,940920.25,893319.93,1068361.93,377001.5
Purchase Of PPE,-264692736.46,-179491990.8,-177652163.2,-284951413.29
Operating Cash Flow,347434985.2,112425148.39,161345972.44,-5167544.29
Change In Working Capital,-255118017.33,-423964867.91,-216043032.22,-301215453.93
Change In Other Current Assets,-1295014.16,-10460747.1,-6109394.43,99290.67
Change In Payable,153740341.81,114716613.16,-26353429.84,134638349.9
Change In Inventory,-91367622.61,26970349.27,-73614481.08,-26730992.94
Change In Receivables,-316195722.37,-555191083.24,-109965726.87,-409222101.56
Other Non Cash Items,37603764.09,26090510.37,24020295.58,30964337.9
Depreciation And Amortization,129482363.24,104501713.52,75551615.76,49861956.31
Amortization Cash Flow,1641553.26,1187302.88,771075.06,1522975.07
Depreciation,127840809.98,103314410.64,74780540.7,48338981.24
Gain Loss On Investment Securities,-3993909.76,-1688424.39,-2401392.24,-6432689.21
Gain Loss On Sale Of PPE,3398875.31,2816299.2,1529731.39,5081015.5
Net Income From Continuing Operations,426124016.25,373778237.21,255595868.38,193062125.65
Cash Flowsfromusedin Operating Activities Direct,347434985.2,112425148.39,161345972.44,-5167544.29
Taxes Refund Paid Direct,-129717564.46,-131851918.84,-97518946.0,-63040986.1
Classesof Cash Payments,-903323276.05,-770370954.2,-644314190.82,-522820158.35
Other Cash Paymentsfrom Operating Activities,-102494778.79,-97328413.5,-66604313.12,-60981285.23
Paymentson Behalfof Employees,-413838944.53,-308423962.15,-254832052.6,-186845759.55
Paymentsto Suppliersfor Goodsand Services,-386989552.73,-364618578.55,-322877825.1,-274993113.57
Classesof Cash Receiptsfrom Operating Activities,1380475825.71,1014648021.43,903179109.26,580693600.16
Other Cash Receiptsfrom Operating Activities,49218376.79,13773806.87,18403588.41,19392106.23
Receiptsfrom Customers,1331257448.92,1000874214.56,884775520.85,561301493.93
