,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,243486.595709,-1454143.081518,276590.044199,-914540.953795
Tax Rate For Calcs,0.112196,0.110941,0.120889,0.095096
Normalized EBITDA,626698397.09,554501608.42,381617205.43,283416766.76
Total Unusual Items,2170196.92,-13107367.07,2287974.22,-9616981.34
Total Unusual Items Excluding Goodwill,2170196.92,-13107367.07,2287974.22,-9616981.34
Net Income From Continuing Operation Net Minority Interest,418138952.63,375721710.48,255770907.53,193062125.65
Reconciled Depreciation,129482363.24,104501713.52,75551615.76,49861956.31
Reconciled Cost Of Revenue,1044208542.29,986191970.03,699641190.79,664523660.79
EBITDA,628868594.01,541394241.35,383905179.65,273799785.42
EBIT,499386230.77,436892527.83,308353563.89,223937829.11
Net Interest Income,-11084904.39,-12322749.55,-15609063.38,-31554553.71
Interest Expense,19411106.36,16472516.79,17610122.32,10586771.54
Interest Income,8690745.44,4334849.59,2084314.35,1244488.04
Normalized Income,416212242.305709,387374934.468482,253759523.354199,201764566.036205
Net Income From Continuing And Discontinued Operation,418138952.63,375721710.48,255770907.53,193062125.65
Total Expenses,1305959473.15,1217313760.03,854291100.45,815704196.61
Rent Expense Supplemental,,,,
Total Operating Income As Reported,482548224.92,423135020.74,295314239.42,218576399.71
Diluted Average Shares,288371691.0,280389336.0,278011856.0,270286976.0
Basic Average Shares,288371691.0,280389336.0,278011856.0,270286976.0
Diluted EPS,1.45,1.34,0.92,0.714286
Basic EPS,1.45,1.34,0.92,0.714286
Net Income Common Stockholders,418138952.63,375721710.48,255770907.53,193062125.65
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,418138952.63,375721710.48,255770907.53,193062125.65
Minority Interests,-7985063.62,1943473.27,175039.15,
Net Income Including Noncontrolling Interests,426124016.25,373778237.21,255595868.38,193062125.65
Net Income Continuous Operations,426124016.25,373778237.21,255595868.38,193062125.65
Tax Provision,53851108.16,46641773.83,35147573.19,20288931.92
Pretax Income,479975124.41,420420011.04,290743441.57,213351057.57
Other Non Operating Income Expenses,-2573100.51,-2715009.7,-4570797.85,-5225342.14
Special Income Charges,-1598861.15,-14528830.09,2268752.3,-10780717.29
Other Special Charges,-77551.46,-3256.3,-3034056.68,-22452.0
Write Off,186699.7,14532086.39,765304.38,10803169.29
Impairment Of Capital Assets,1489712.91,,,
Net Non Operating Interest Income Expense,-11084904.39,-12322749.55,-15609063.38,-31554553.71
Total Other Finance Cost,364543.47,185082.35,83255.41,22212270.21
Interest Expense Non Operating,19411106.36,16472516.79,17610122.32,10586771.54
Interest Income Non Operating,8690745.44,4334849.59,2084314.35,1244488.04
Operating Income,496277533.19,445627686.83,304228481.6,249973202.66
Operating Expense,261750930.86,231121790.0,154649909.66,151180535.82
Other Operating Expenses,21966941.39,19007023.02,12512930.62,8104894.73
Depreciation And Amortization In Income Statement,9613855.61,9360219.86,6737978.03,7528650.87
Depreciation Income Statement,9613855.61,9360219.86,6737978.03,7528650.87
Research And Development,151556264.67,117136743.63,74713030.45,64475449.84
Selling General And Administration,32347389.94,36653148.53,35106220.66,27240113.57
Selling And Marketing Expense,7440216.19,10603854.58,8662931.7,6193505.41
General And Administrative Expense,24907173.75,26049293.95,26443288.96,21046608.16
Rent And Landing Fees,,,,
Gross Profit,758028464.05,676749476.83,458878391.26,401153738.48
Cost Of Revenue,1044208542.29,986191970.03,699641190.79,664523660.79
Total Revenue,1802237006.34,1662941446.86,1158519582.05,1065677399.27
Operating Revenue,1802237006.34,1662941446.86,1158519582.05,1065677399.27
