,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,1356921309.0,1356921309.0,1356921309.0,1356921309.0
Share Issued,1356921309.0,1356921309.0,1356921309.0,1356921309.0
Total Debt,77164653.48,47059781.39,215755217.44,362881042.89
Tangible Book Value,9893875748.3,9109613284.22,8669637748.04,7758467251.29
Invested Capital,11321534360.08,10512404930.89,10241453157.62,9679703682.24
Working Capital,6807089093.83,5834525521.16,5005960635.78,4181781676.19
Net Tangible Assets,9893875748.3,9109613284.22,8669637748.04,7758467251.29
Capital Lease Obligations,2432828.08,2839021.4,78339.04,
Common Stock Equity,11247334360.08,10471404930.89,10025928041.38,9319557697.65
Total Capitalization,11321534360.08,10512404930.89,10025928041.38,9319557697.65
Total Equity Gross Minority Interest,11768345209.01,10965256312.61,10489447444.96,9738737375.36
Minority Interest,521010848.93,493851381.72,463519403.58,419179677.71
Stockholders Equity,11247334360.08,10471404930.89,10025928041.38,9319557697.65
Retained Earnings,4260586085.12,3486767989.18,3151047399.86,2471869146.1
Additional Paid In Capital,4852050061.09,4852050061.09,4852050061.09,4851355541.81
Capital Stock,1356921309.0,1356921309.0,1356921309.0,1356921309.0
Common Stock,1356921309.0,1356921309.0,1356921309.0,1356921309.0
Total Liabilities Net Minority Interest,10357757668.24,10777329728.09,9669809863.12,8108740459.6
Total Non Current Liabilities Net Minority Interest,311139482.46,279753384.87,160830985.28,181887254.88
Other Non Current Liabilities,203737962.94,182108290.56,105659286.89,125881593.21
Tradeand Other Payables Non Current,12196062.6,13482062.01,19854054.83,22469431.18
Non Current Deferred Revenue,440000.0,240000.0,240000.0,
Non Current Deferred Taxes Liabilities,18132628.84,40084010.9,34999304.52,33536230.49
Long Term Debt And Capital Lease Obligation,76632828.08,43839021.4,78339.04,
Long Term Capital Lease Obligation,2432828.08,2839021.4,78339.04,
Long Term Debt,74200000.0,41000000.0,,
Current Liabilities,10046618185.78,10497576343.22,9508978877.84,7926853204.72
Other Current Liabilities,225424447.56,156367343.2,161455276.1,95607066.18
Current Debt And Capital Lease Obligation,531825.4,3220759.99,215676878.4,362881042.89
Current Debt,,,215525116.24,360145984.59
Payables,8090968273.7,9140421843.88,7881925590.23,6755866247.99
Other Payable,137666857.53,411736508.53,364692206.81,512309699.21
Dividends Payable,,113981389.96,,
Total Tax Payable,215686118.7,65976783.36,78932617.09,124578604.85
Accounts Payable,7737615297.47,8548727162.03,7438300766.33,6118977943.93
Total Assets,22126102877.25,21742586040.7,20159257308.08,17847477834.96
Total Non Current Assets,5272395597.64,5410484176.32,5644317794.46,5738842954.05
Other Non Current Assets,964791364.74,1096866586.39,1283993269.39,1461066860.5
Non Current Deferred Assets,13026045.3,15186139.66,14706002.52,13879467.18
Non Current Deferred Taxes Assets,59502698.12,149526395.73,141926550.04,136392392.85
Long Term Equity Investment,630896570.38,620692111.75,617307079.48,223612232.33
Investment Properties,68074845.06,3118373.89,,
Goodwill And Other Intangible Assets,1353458611.78,1361791646.67,1356290293.34,1561090446.36
Other Intangible Assets,1299976133.54,1308309168.43,1302807815.1,1507607968.12
Goodwill,53482478.24,53482478.24,53482478.24,53482478.24
Net PPE,2180974415.58,2158973210.73,2225791369.24,2342801554.83
Accumulated Depreciation,-3049371060.91,-2990645607.67,-2898724160.15,-2751620724.97
Gross PPE,5230345476.49,5149618818.4,5124515529.39,5094422279.8
Construction In Progress,80311233.22,72234728.92,90266951.38,118012394.69
Other Properties,2562966140.45,2429651358.3,2430223265.68,7166912.08
Machinery Furniture Equipment,94207371.37,89990320.66,88054592.66,2484435663.36
Properties,2492860731.45,2557742410.52,2515970719.67,2484807309.67
Current Assets,16853707279.61,16332101864.38,14514939513.62,12108634880.91
Other Current Assets,149058860.63,103551850.86,60629737.69,42696618.37
Hedging Assets Current,1285012.5,,,
Prepaid Assets,350762215.55,331625679.01,228580829.89,499471636.14
Inventory,1765011278.21,1547327993.95,1426172007.76,1516787171.36
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,3124108.87,4697786.35,1982059.12,2751305.72
Finished Goods,527757390.8,413343667.11,389773519.53,537499869.5
Work In Process,824045554.9,790011112.53,654765221.74,639257411.44
Raw Materials,410084223.64,339275427.96,379651207.37,337278584.7
Other Receivables,1239609015.99,858805213.74,1322885613.73,1276050289.9
Accounts Receivable,6168086527.59,6361217453.86,6475202986.21,5276997924.87
Allowance For Doubtful Accounts Receivable,-379675908.33,-385212595.86,-378666443.8,-339774555.61
Gross Accounts Receivable,6547762435.92,6746430049.72,6853869430.01,5616772480.48
Cash Cash Equivalents And Short Term Investments,7179894369.14,7129573672.96,5001468338.34,3496631240.27
Cash And Cash Equivalents,7179894369.14,7129573672.96,5001468338.34,3496631240.27
Cash Equivalents,7100288061.89,7026652099.22,4951194589.63,332084488.02
Cash Financial,79606307.25,102921573.74,50273748.71,3164546752.25
