,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,511509571.15,2820658955.28,2391313159.25,1327546162.83
Repayment Of Debt,,-223495957.3,-181956271.33,-518788534.53
Issuance Of Debt,33200000.0,50553872.15,36752894.71,231659552.93
Capital Expenditure,-299150556.76,-187497563.03,-112636076.43,-69418927.6
End Cash Position,7088485423.44,7077270622.31,4922249176.52,3156334510.39
Beginning Cash Position,7077270622.31,4922249176.52,3156334510.39,2176161223.24
Effect Of Exchange Rate Changes,-3254392.07,1034218.81,1154369.7,-515930.4
Changes In Cash,14469193.2,2153987226.98,1764760296.43,980689217.55
Financing Cash Flow,-511943324.55,-720341419.94,-300303824.58,-364341314.77
Net Other Financing Charges,-18883088.29,-2917885.79,-2862139.0,6491777.0
Cash Dividends Paid,-461140236.26,-478901449.0,-91088308.96,-50081185.08
Net Issuance Payments Of Debt,33200000.0,-172942085.15,-145203376.62,-287128981.6
Net Long Term Debt Issuance,33200000.0,-172942085.15,-145203376.62,-287128981.6
Long Term Debt Payments,,-223495957.3,-181956271.33,-518788534.53
Long Term Debt Issuance,33200000.0,50553872.15,36752894.71,231659552.93
Investing Cash Flow,-284247610.16,-133827871.39,-438885114.67,-51934558.11
Net Other Investing Changes,-4606741.4,,,
Net Investment Purchase And Sale,18229066.0,31399541.9,-328667928.24,12190818.17
Sale Of Investment,130309546.0,73817280.41,44041211.0,46917608.76
Purchase Of Investment,-112080480.0,-42417738.51,-372709139.24,-34726790.59
Net PPE Purchase And Sale,-297869934.76,-165227413.29,-110217186.43,-64125376.28
Sale Of PPE,1280622.0,22270149.74,2418890.0,5293551.32
Purchase Of PPE,-299150556.76,-187497563.03,-112636076.43,-69418927.6
Operating Cash Flow,810660127.91,3008156518.31,2503949235.68,1396965090.43
Change In Working Capital,-832851585.15,1382529859.12,802990357.58,218427606.3
Change In Other Current Assets,68072315.55,-3274217.7,63920.8,-41191166.4
Change In Payable,-576674360.31,897613181.05,1615309601.23,-1454275732.08
Change In Inventory,-270723913.04,-175897415.19,49259770.12,206543559.92
Change In Receivables,-53525627.35,664088310.96,-861642934.57,1507350944.86
Other Non Cash Items,4828686.59,4791713.04,4169371.73,34139985.83
Depreciation And Amortization,381940448.72,370631691.07,386489408.02,461471608.39
Amortization Cash Flow,163701465.74,155399242.56,151930299.07,181435871.85
Depreciation,218238982.98,215232448.51,234559108.95,280035736.54
Gain Loss On Investment Securities,-33656507.56,-34321930.18,-16497160.22,-21548037.33
Gain Loss On Sale Of PPE,1845437.51,1828193.11,5427477.16,5175153.8
Net Income From Continuing Operations,1229382406.9,1118898348.97,920786650.59,300473850.19
Cash Flowsfromusedin Operating Activities Direct,810660127.91,3008156518.31,2503949235.68,1396965090.43
Taxes Refund Paid Direct,-495478849.15,-654914967.63,-604318692.42,-437632668.12
Classesof Cash Payments,-13488251779.01,-9844969672.17,-7713715473.0,-8045363745.17
Other Cash Paymentsfrom Operating Activities,-610525116.31,-506347595.9,-439504926.95,-390420638.38
Paymentson Behalfof Employees,-1155279287.32,-1030601416.61,-937178356.66,-819036311.97
Paymentsto Suppliersfor Goodsand Services,-11722447375.38,-8308020659.66,-6337032189.39,-6835906794.82
Classesof Cash Receiptsfrom Operating Activities,14794390756.07,13508041158.11,10821983401.1,9879961503.72
Other Cash Receiptsfrom Operating Activities,135067200.31,122528789.75,346035460.17,379196897.4
Receiptsfrom Customers,14659323555.76,13385512368.36,10475947940.93,9500764606.32
