,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,222147539.0,222147539.0,222147539.0,222147539.0
Share Issued,222147539.0,222147539.0,222147539.0,222147539.0
Net Debt,9084977.76,,,15322092.45
Total Debt,223285746.57,87138918.19,19762996.09,72887831.3
Tangible Book Value,-293110069.43,-124683523.26,57666559.69,168286101.79
Invested Capital,95701138.58,161578741.5,194249106.02,231342300.33
Working Capital,-1615299132.07,-511528998.86,-217005459.33,-63787475.18
Net Tangible Assets,-293110069.43,-124683523.26,57666559.69,168286101.79
Capital Lease Obligations,,,,22436594.97
Common Stock Equity,74261786.86,151569158.17,183233272.69,201342300.33
Total Capitalization,74261786.86,151569158.17,183233272.69,201342300.33
Total Equity Gross Minority Interest,164800639.56,225894387.41,234577221.46,329664484.66
Minority Interest,90538852.7,74325229.24,51343948.77,128322184.33
Stockholders Equity,74261786.86,151569158.17,183233272.69,201342300.33
Retained Earnings,-253464078.77,-165328007.91,-127364084.71,-109255057.07
Additional Paid In Capital,89395982.19,74686282.19,74686282.19,74686282.19
Capital Stock,222147539.0,222147539.0,222147539.0,222147539.0
Common Stock,222147539.0,222147539.0,222147539.0,222147539.0
Total Liabilities Net Minority Interest,2663370619.25,1183128997.68,603223738.37,494997334.88
Total Non Current Liabilities Net Minority Interest,465077275.95,255761276.66,97486337.59,43135458.56
Tradeand Other Payables Non Current,291236629.92,96718267.09,61306337.59,8777778.0
Non Current Deferred Revenue,158740000.0,158740000.0,36180000.0,9071403.16
Non Current Deferred Taxes Liabilities,15100646.03,303009.57,,2849682.43
Long Term Debt And Capital Lease Obligation,,,,22436594.97
Long Term Capital Lease Obligation,,,,22436594.97
Current Liabilities,2198293343.3,927367721.02,505737400.78,451861876.32
Other Current Liabilities,50404006.64,51184689.98,3147712.92,7715358.81
Current Debt And Capital Lease Obligation,223285746.57,87138918.19,19762996.09,50451236.33
Current Debt,21439351.72,10009583.33,11015833.33,30000000.0
Payables,1921932026.69,788311340.63,474622458.5,389602048.2
Other Payable,998885886.39,429072673.04,225214334.09,191404431.98
Dividends Payable,1356741.4,1356741.4,1356741.4,1356741.4
Total Tax Payable,1227779.12,839213.35,9963986.03,2493309.55
Accounts Payable,920461619.78,357042712.84,238087396.98,194347565.27
Total Assets,2828171258.81,1409023385.09,837800959.83,824661819.54
Total Non Current Assets,2245177047.58,993184662.93,549069018.38,436587418.4
Other Non Current Assets,6442813.99,148888104.93,21653799.51,274423.61
Non Current Deferred Assets,7933516.5,8882471.98,2695012.94,37551919.28
Non Current Deferred Taxes Assets,45924601.88,40996675.31,11068634.76,1088937.38
Long Term Equity Investment,,,,
Goodwill And Other Intangible Assets,367371856.29,276252681.43,125566713.0,33056198.54
Other Intangible Assets,367371856.29,276252681.43,125566713.0,33056198.54
Net PPE,1788626972.35,518164729.28,388084858.17,364615939.59
Accumulated Depreciation,-52593952.93,-22828840.18,-54179238.49,-141775969.97
Gross PPE,1841220925.28,540993569.46,442264096.66,506391909.56
Construction In Progress,1058243563.79,162070903.49,103830296.97,504588.06
Other Properties,61194056.0,28518706.02,698857.38,129613089.26
Machinery Furniture Equipment,250039914.92,150722790.39,193012179.19,310286968.31
Properties,471743390.57,199681169.56,144722763.12,65987263.93
Current Assets,582994211.23,415838722.16,288731941.45,388074401.14
Other Current Assets,18056904.16,30612802.94,18224179.15,9138397.92
Assets Held For Sale Current,,,,
Prepaid Assets,17864197.9,5140286.01,2057740.68,2339813.21
Inventory,256921093.3,172221742.6,77865600.82,153723850.34
Inventories Adjustments Allowances,0.0,0.0,,0.0
Other Inventories,,35883.19,,
Finished Goods,78972560.19,37081595.08,12462471.0,25937254.16
Work In Process,114516886.3,50165702.04,1216100.91,54104111.36
Raw Materials,63431646.81,84938562.29,64187028.91,73682484.82
Other Receivables,33216819.52,85500303.66,11153228.96,9501067.69
Accounts Receivable,244580822.39,110359744.25,102667528.12,198693364.43
Allowance For Doubtful Accounts Receivable,-12943905.66,-5746869.96,-5581556.39,-48928399.34
Gross Accounts Receivable,257524728.05,114886999.25,108249084.51,247621763.77
Cash Cash Equivalents And Short Term Investments,12354373.96,12003842.7,76763663.72,14677907.55
Cash And Cash Equivalents,12354373.96,12003842.7,76763663.72,14677907.55
Cash Equivalents,2649177.47,2257495.83,19253376.7,2000010.0
Cash Financial,9705196.49,4904107.46,57510287.02,12677897.55
