,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,791626607.09,1345401282.01,818702246.39,-96295292.72
Repayment Of Debt,-3450000000.0,-1909667723.6,-3576087478.14,-4005432283.47
Issuance Of Debt,4000000000.0,3747020727.81,2698485037.89,4048441986.84
Capital Expenditure,-1044557836.57,-555905705.03,-403882569.17,-295238777.46
End Cash Position,4140697173.43,5042685878.32,2530755789.01,2703678869.91
Beginning Cash Position,5042685878.32,2530755789.01,2703678869.91,2118733576.24
Effect Of Exchange Rate Changes,-82220480.64,-1168356.28,-2009362.23,-21694282.85
Changes In Cash,-819768224.25,2513098445.59,-170913718.67,606639576.52
Financing Cash Flow,-629213857.07,1174529477.93,-1222689031.99,-364205185.3
Net Other Financing Charges,-222930377.85,-134515361.27,153855564.14,168752270.35
Cash Dividends Paid,-953126270.93,-512131442.76,-495614718.13,-573967159.02
Net Issuance Payments Of Debt,550000000.0,1837353004.21,-877602440.25,43009703.37
Net Long Term Debt Issuance,550000000.0,1837353004.21,-877602440.25,43009703.37
Long Term Debt Payments,-3450000000.0,-1909667723.6,-3576087478.14,-4005432283.47
Long Term Debt Issuance,4000000000.0,3747020727.81,2698485037.89,4048441986.84
Investing Cash Flow,-2026738810.84,-562738019.38,-170809502.24,771901277.08
Net Other Investing Changes,,,,30000000.0
Net Investment Purchase And Sale,-981284116.66,236567705.95,724494060.08,1248444508.32
Sale Of Investment,1648521556.91,1201904643.3,1400440148.87,2960143997.82
Purchase Of Investment,-2629805673.57,-965336937.35,-675946088.79,-1711699489.5
Net Business Purchase And Sale,-2317767.59,-246136537.22,-491670950.58,-212469673.29
Sale Of Business,,40000000.0,,
Purchase Of Business,-2317767.59,-286136537.22,-491670950.58,-212469673.29
Net PPE Purchase And Sale,-1043136926.59,-553169188.11,-403632611.74,-294073557.95
Sale Of PPE,1420909.98,2736516.92,249957.43,1165219.51
Purchase Of PPE,-1044557836.57,-555905705.03,-403882569.17,-295238777.46
Operating Cash Flow,1836184443.66,1901306987.04,1222584815.56,198943484.74
Change In Working Capital,-1128677078.65,-127505036.76,-244603231.54,-548058946.37
Change In Other Current Assets,-183735795.63,-22938738.91,-24966426.28,8495206.69
Change In Payable,1100942240.88,1439884277.41,758966102.47,472844682.21
Change In Inventory,-855979034.19,-1451466255.69,-648413727.51,-508812920.62
Change In Receivables,-1189904489.71,-92984319.57,-330189180.22,-520585914.65
Other Non Cash Items,249271488.76,108351690.71,97165693.3,126593031.64
Depreciation And Amortization,402644468.53,336044654.84,269896719.5,209719515.75
Amortization Cash Flow,27995198.23,24667441.69,23268078.25,22428822.05
Depreciation,374649270.3,311377213.15,246628641.25,187290693.7
Gain Loss On Investment Securities,-56419006.51,-413111965.39,22529957.69,-308031371.21
Gain Loss On Sale Of PPE,4125494.81,1087264.42,1880749.24,7646840.1
Net Income From Continuing Operations,2273237462.35,1920803938.46,965005009.64,707609419.74
Cash Flowsfromusedin Operating Activities Direct,1836184443.66,1901306987.04,1222584815.56,198943484.74
Taxes Refund Paid Direct,-743938061.11,-622998078.89,-460258755.11,-335101262.35
Interest Received Direct,8198467.88,48394837.62,84777548.01,196612053.03
Classesof Cash Payments,-13532954567.79,-9748523146.77,-7356032201.21,-5744309573.98
Other Cash Paymentsfrom Operating Activities,-1571049394.5,-1434664348.71,-1003626191.62,-732801023.83
Paymentson Behalfof Employees,-2288028799.13,-1863814819.62,-1341010140.09,-1008822653.51
Paymentsto Suppliersfor Goodsand Services,-9673876374.16,-6450043978.44,-5011395869.5,-4002685896.64
Classesof Cash Receiptsfrom Operating Activities,16104878604.68,12224433375.08,8954098223.87,6081742268.04
Other Cash Receiptsfrom Operating Activities,587687228.88,377644374.6,204240958.03,259831946.84
Receiptsfrom Customers,15517191375.8,11846789000.48,8749857265.84,5821910321.2
