,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1411085871.0,1412070071.0,1407976553.0,1386569053.0
Share Issued,1411085871.0,1412070071.0,1407976553.0,1386569053.0
Total Debt,4350130489.88,3493634091.81,1297906940.73,1847255402.56
Tangible Book Value,10058897841.34,9066092600.29,7932431238.7,7808980283.09
Invested Capital,15265958336.27,13471533096.56,9978612034.73,10564240570.5
Working Capital,5989349816.48,5366923180.74,2539687054.62,3059373035.53
Net Tangible Assets,10058897841.34,9066092600.29,7932431238.7,7808980283.09
Capital Lease Obligations,1016628545.71,757290090.81,434905544.42,136877932.15
Common Stock Equity,12081698336.27,11005533096.56,9505536761.16,8873230301.13
Total Capitalization,15265958336.27,13471533096.56,9655536761.16,9563230301.13
Total Equity Gross Minority Interest,12273938154.83,11153308426.75,9621922065.42,8939039135.22
Minority Interest,192239818.56,147775330.19,116385304.26,65808834.09
Stockholders Equity,12081698336.27,11005533096.56,9505536761.16,8873230301.13
Treasury Stock,329075310.93,166908690.41,189483979.52,112815300.0
Retained Earnings,6874147127.87,5585845671.52,4391357509.31,3976824938.68
Additional Paid In Capital,3067327135.62,3151740136.85,3095279208.53,3021473998.94
Capital Stock,1411085871.0,1412070071.0,1412651571.0,1401032553.0
Common Stock,1411085871.0,1412070071.0,1412651571.0,1401032553.0
Total Liabilities Net Minority Interest,12202548432.1,10359714479.63,6605796858.33,5926282894.03
Total Non Current Liabilities Net Minority Interest,4392189417.12,3521825496.0,900694717.03,1093970619.6
Other Non Current Liabilities,9194706.05,39839730.48,78104743.89,29399043.92
Tradeand Other Payables Non Current,38981181.6,5952102.23,1296464.16,1410002.77
Non Current Deferred Revenue,128051873.37,139406071.66,144151952.59,140254984.07
Non Current Deferred Taxes Liabilities,15073110.39,113337500.82,92236011.97,96028656.69
Long Term Debt And Capital Lease Obligation,4200888545.71,3223290090.81,584905544.42,826877932.15
Long Term Capital Lease Obligation,1016628545.71,757290090.81,434905544.42,136877932.15
Long Term Debt,3184260000.0,2466000000.0,150000000.0,690000000.0
Current Liabilities,7810359014.98,6837888983.63,5705102141.3,4832312274.43
Other Current Liabilities,342136660.81,189867001.72,259891466.28,16202418.51
Current Debt And Capital Lease Obligation,149241944.17,270344001.0,713001396.31,1020377470.41
Current Debt,,,323075273.57,1001010269.37
Payables,5742643626.97,5001754100.87,4411429937.06,3629727030.73
Other Payable,2156215317.17,2130021060.5,1622854061.11,1058076353.81
Dividends Payable,,,14282722.25,15770160.0
Total Tax Payable,296644669.65,221298566.71,213234100.28,183896783.83
Accounts Payable,3289783640.15,2650434473.66,2561059053.42,2371983733.09
Total Assets,24476486586.93,21513022906.38,16227718923.75,14865322029.25
Total Non Current Assets,10676777755.47,9308210742.01,7982929727.83,6973636719.29
Other Non Current Assets,478439259.9,213946125.73,190658547.45,192764249.96
Non Current Deferred Assets,562162817.21,343721296.11,234882587.18,94651886.96
Non Current Deferred Taxes Assets,370313142.79,278781745.32,209046710.79,169942345.17
Investmentin Financial Assets,1009915868.17,952111713.45,829113241.89,888825805.53
Held To Maturity Securities,253505000.0,,,
Available For Sale Securities,756410868.17,952111713.45,829113241.89,888825805.53
Long Term Equity Investment,2579470287.9,2428832630.61,2213482966.15,2044596935.22
Investment Properties,682561562.55,705198197.72,433650528.63,453425880.62
Goodwill And Other Intangible Assets,2022800494.93,1939440496.27,1573105522.46,1064250018.04
Other Intangible Assets,463286485.04,373245787.64,373278353.42,373252952.53
Goodwill,1559514009.89,1566194708.63,1199827169.04,690997065.51
Net PPE,2971114322.02,2419107224.82,2170667610.99,1691307032.45
Accumulated Depreciation,-1625556358.17,-1435781632.85,-1161718148.71,-958589264.62
Gross PPE,4596670680.19,3854888857.67,3332385759.7,2649896297.07
Construction In Progress,376492067.06,208704899.65,361903590.72,164423409.84
Other Properties,2014432616.0,1688800506.37,1123530591.4,698628609.31
Machinery Furniture Equipment,686169474.58,604550722.18,479378731.36,435193084.1
Properties,1519576522.55,1352832729.47,1367572846.22,1351651193.82
Current Assets,13799708831.46,12204812164.37,8244789195.92,7891685309.96
Other Current Assets,256687178.3,311729353.65,395391434.88,881055727.1
Hedging Assets Current,,2262050.0,,
Prepaid Assets,196294299.45,258078794.45,206323018.33,208031529.78
Inventory,4077133891.68,3256637523.09,1802203468.07,1150026565.07
Inventories Adjustments Allowances,-4127762.12,-1736073.73,-2077688.77,-1294122.96
Other Inventories,533063418.66,447955267.77,364285427.12,302639261.19
Finished Goods,3296483934.05,2685049720.61,1250151076.12,711578004.38
Work In Process,175374716.51,64581609.63,123609606.5,115643125.49
Raw Materials,76339584.58,60786998.81,66235047.1,21460296.97
Other Receivables,830824400.82,660160319.36,781903246.81,588570400.83
Accounts Receivable,3069990088.27,2209282678.71,2099027746.6,1984062268.54
Allowance For Doubtful Accounts Receivable,-155212362.2,-132073525.12,-108377997.37,-121131790.25
Gross Accounts Receivable,3225202450.47,2341356203.83,2207405743.97,2105194058.79
Cash Cash Equivalents And Short Term Investments,5368778972.94,5506661445.11,2959940281.23,3079938818.64
Other Short Term Investments,829610356.85,53723860.13,27086648.04,35785607.52
Cash And Cash Equivalents,4539168616.09,5452937584.98,2932853633.19,3044153211.12
Cash Equivalents,554588797.05,489501018.67,412675312.68,334765898.64
Cash Financial,3984579819.04,4963436566.31,2520178320.51,2709387312.48
