,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-270712888.411658,-93501697.506966,-87739840.9225,-66478458.01
Tax Rate For Calcs,0.177091,0.042661,0.25,0.25
Normalized EBITDA,13883135470.07,11660351069.54,-721809017.26,-2068077282.93
Total Unusual Items,-1528662151.6,-2191719215.7,-350959363.69,-265913832.04
Total Unusual Items Excluding Goodwill,-1528662151.6,-2191719215.7,-350959363.69,-265913832.04
Net Income From Continuing Operation Net Minority Interest,5956787449.91,5945945362.82,-2449687107.34,-3831866371.22
Reconciled Depreciation,4686287849.35,4276902040.8,2699345327.51,2266248099.95
Reconciled Cost Of Revenue,116953831365.74,107209697670.22,32308254901.68,30243611627.56
EBITDA,12354473318.47,9468631853.84,-1072768380.95,-2333991114.97
EBIT,7668185469.12,5191729813.04,-3772113708.46,-4600239214.92
Net Interest Income,598876159.93,267657521.38,-34293292.88,-162201443.98
Interest Expense,198656464.51,240382213.79,308745722.34,330170794.19
Interest Income,808845597.29,527251135.63,294607274.01,189493487.11
Normalized Income,7214736713.098342,8044162881.013034,-2186467584.5725,-3632430997.19
Net Income From Continuing And Discontinued Operation,5956787449.91,5945945362.82,-2449687107.34,-3831866371.22
Total Expenses,156720880290.23,138346745749.01,41289456997.73,38556468422.65
Total Operating Income As Reported,7517935744.56,4942184755.17,-3993530247.31,-4926926929.9
Diluted Average Shares,1623102847.0,1509123189.0,1502875526.0,1429800885.0
Basic Average Shares,1618692242.0,1509123189.0,1502875526.0,1429800885.0
Diluted EPS,3.67,3.94,-1.63,-2.68
Basic EPS,3.68,3.94,-1.63,-2.68
Net Income Common Stockholders,5956787449.91,5945945362.82,-2449687107.34,-3831866371.22
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5956787449.91,5945945362.82,-2449687107.34,-3831866371.22
Minority Interests,-189952362.99,1205828929.57,1707029349.62,1388690909.93
Net Income Including Noncontrolling Interests,6146739812.9,4740116433.25,-4156716456.96,-5220557281.15
Net Income Continuous Operations,6146739812.9,4740116433.25,-4156716456.96,-5220557281.15
Tax Provision,1322789191.71,211231166.0,75857026.16,290147272.04
Pretax Income,7469529004.61,4951347599.25,-4080859430.8,-4930410009.11
Other Non Operating Income Expenses,-48406739.95,9162844.08,-87329183.49,-3483079.21
Special Income Charges,-1545846427.24,-2292226699.06,-373252835.5,-96301728.28
Other Special Charges,-28623064.75,-3506029.32,-133006644.87,-280977863.58
Write Off,-4532816.09,118439003.56,82646010.01,71553699.93
Impairment Of Capital Assets,1579002308.08,2177293724.82,423613470.36,305725891.93
Net Non Operating Interest Income Expense,598876159.93,267657521.38,-34293292.88,-162201443.98
Total Other Finance Cost,11312972.85,19211400.46,20154844.55,21524136.9
Interest Expense Non Operating,198656464.51,240382213.79,308745722.34,330170794.19
Interest Income Non Operating,808845597.29,527251135.63,294607274.01,189493487.11
Operating Income,8332756348.9,6829076304.78,-5447499130.92,-4451472234.13
Operating Expense,39767048924.49,31137048078.79,8981202096.05,8312856795.09
Other Operating Expenses,4390172691.9,4598486436.14,932124913.59,1155138594.13
Depreciation And Amortization In Income Statement,708361009.08,166375574.06,100720710.16,77655572.64
Depreciation Income Statement,708361009.08,166375574.06,100720710.16,77655572.64
Research And Development,7954319736.55,5585504447.38,1696475826.71,1313661262.38
Selling General And Administration,25266205585.97,19596100606.25,5492289764.41,5047464065.86
Selling And Marketing Expense,23433971700.94,18455491150.37,5004204104.53,4401407894.37
General And Administrative Expense,1832233885.03,1140609455.88,488085659.88,646056171.49
Gross Profit,48099805273.39,37966124383.57,3533702965.13,3861384560.96
Cost Of Revenue,116953831365.74,107209697670.22,32308254901.68,30243611627.56
Total Revenue,165053636639.13,145175822053.79,35841957866.81,34104996188.52
Operating Revenue,165053636639.13,145175822053.79,35841957866.81,34104996188.52
