,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-244447263.695,-14523.472687,-53640140.208583,-42659993.985309
Tax Rate For Calcs,0.25,2.9e-05,0.124885,0.310452
Normalized EBITDA,-40636724.83,-95221937.51,113760660.83,225933105.57
Total Unusual Items,-977789054.78,-492693325.44,-429516287.05,-137412461.93
Total Unusual Items Excluding Goodwill,-977789054.78,-492693325.44,-429516287.05,-137412461.93
Net Income From Continuing Operation Net Minority Interest,-1079286558.41,-630123369.43,-314599799.62,34724388.07
Reconciled Depreciation,15610205.74,16353747.38,20761894.74,22878974.86
Reconciled Cost Of Revenue,258203361.26,363233061.4,623436855.65,956715076.74
EBITDA,-1018425779.61,-587915262.95,-315755626.22,88520643.64
EBIT,-1034035985.35,-604269010.33,-336517520.96,65641668.78
Net Interest Income,-49732962.09,-29784475.02,-32723191.49,46573975.45
Interest Expense,50192953.72,31084881.87,35629230.66,26183620.82
Interest Income,545819.89,2438073.43,5783342.08,74044429.0
Normalized Income,-345944767.325,-137444567.462687,61276347.221417,129476856.014691
Net Income From Continuing And Discontinued Operation,-1079286558.41,-630123369.43,-314599799.62,34724388.07
Total Expenses,335556212.74,458887400.78,738304766.34,1112202299.39
Rent Expense Supplemental,1542147.92,1622931.17,1953102.99,2935622.6
Total Operating Income As Reported,-1083783800.71,-634759019.47,-371907448.32,39627359.98
Diluted Average Shares,445986181.0,443748852.0,430958630.0,434054851.0
Basic Average Shares,445986181.0,443748852.0,430958630.0,434054851.0
Diluted EPS,-2.42,-1.42,-0.73,0.08
Basic EPS,-2.42,-1.42,-0.73,0.08
Net Income Common Stockholders,-1079286558.41,-630123369.43,-314599799.62,34724388.07
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-1079286558.41,-630123369.43,-314599799.62,34724388.07
Minority Interests,4976212.51,5211793.99,11071406.05,7516175.86
Net Income Including Noncontrolling Interests,-1084262770.92,-635335163.42,-325671205.67,27208212.21
Net Income Continuous Operations,-1084262770.92,-635335163.42,-325671205.67,27208212.21
Tax Provision,33831.85,-18728.78,-46475545.95,12249835.75
Pretax Income,-1084228939.07,-635353892.2,-372146751.62,39458047.96
Other Non Operating Income Expenses,-445138.36,-594872.73,-239303.3,-169312.02
Special Income Charges,-977789054.78,-492693325.44,-429516287.05,-137412461.93
Other Special Charges,3185.84,31500.0,,5709.42
Write Off,606841135.99,55605265.4,-10416033.86,51940575.09
Impairment Of Capital Assets,370944732.95,437056560.04,439932320.91,85466177.42
Net Non Operating Interest Income Expense,-49732962.09,-29784475.02,-32723191.49,46573975.45
Total Other Finance Cost,85828.26,1137666.58,2877302.91,1286832.73
Interest Expense Non Operating,50192953.72,31084881.87,35629230.66,26183620.82
Interest Income Non Operating,545819.89,2438073.43,5783342.08,74044429.0
Operating Income,-51662461.11,-82955777.56,90387040.5,129834441.4
Operating Expense,77352851.48,95654339.38,114867910.69,155487222.65
Other Operating Expenses,1464661.15,1488272.8,1435855.09,2162233.68
Depreciation And Amortization In Income Statement,14047207.59,14922410.03,19319297.12,20181163.16
Depreciation Income Statement,14047207.59,14922410.03,19319297.12,20181163.16
Research And Development,12323379.64,20842139.61,35315065.51,61735453.96
Selling General And Administration,24083936.71,31203677.64,36455834.27,35799726.53
Selling And Marketing Expense,,-42374038.79,,
General And Administrative Expense,24083936.71,31203677.64,36455834.27,35799726.53
Rent And Landing Fees,1542147.92,1622931.17,1953102.99,2935622.6
Gross Profit,25690390.37,12698561.82,205254951.19,285321664.05
Cost Of Revenue,258203361.26,363233061.4,623436855.65,956715076.74
Total Revenue,283893751.63,375931623.22,828691806.84,1242036740.79
Operating Revenue,283893751.63,375931623.22,828691806.84,1242036740.79
