,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,446096000.0,446096000.0,446096000.0,446096000.0
Share Issued,446096000.0,446096000.0,446096000.0,446096000.0
Net Debt,183110529.54,191781054.13,157199784.25,85489420.34
Total Debt,335225738.11,549392706.3,687061946.16,741283667.14
Tangible Book Value,1410042038.04,2476328993.57,3276182471.15,3581366414.93
Invested Capital,1744956544.76,3015573985.68,3889792110.39,4340080332.17
Working Capital,1172062197.41,2148946420.26,2497741108.94,2238876566.73
Net Tangible Assets,1410042038.04,2476328993.57,3276182471.15,3581366414.93
Capital Lease Obligations,1432431.2,2718473.97,3877168.98,4986860.06
Common Stock Equity,1417275365.6,2496561924.01,3310022052.99,3627308776.59
Total Capitalization,1417275365.6,2580002210.68,3419997951.32,3739308776.59
Total Equity Gross Minority Interest,1467123947.35,2555084841.58,3377079160.24,3709919758.48
Minority Interest,49848581.75,58522917.57,67057107.25,82610981.89
Stockholders Equity,1417275365.6,2496561924.01,3310022052.99,3627308776.59
Retained Earnings,-169047058.84,910239499.57,1723699628.55,2042760388.17
Additional Paid In Capital,923243259.73,923243259.73,923243259.73,921469223.71
Capital Stock,446096000.0,446096000.0,446096000.0,446096000.0
Common Stock,446096000.0,446096000.0,446096000.0,446096000.0
Total Liabilities Net Minority Interest,3793660157.3,4358660324.76,4949161958.39,5525899820.37
Total Non Current Liabilities Net Minority Interest,1842586.81,86752891.37,114631173.16,117948941.03
Non Current Deferred Taxes Liabilities,410155.61,594130.73,778105.85,962080.97
Long Term Debt And Capital Lease Obligation,1432431.2,86158760.64,113853067.31,116986860.06
Long Term Capital Lease Obligation,1432431.2,2718473.97,3877168.98,4986860.06
Long Term Debt,,83440286.67,109975898.33,112000000.0
Current Liabilities,3791817570.49,4271907433.39,4834530785.23,5407950879.34
Other Current Liabilities,264749110.37,284884770.75,262716247.0,258712363.62
Current Debt And Capital Lease Obligation,333793306.91,463233945.66,573208878.85,624296807.08
Current Debt,327681179.16,435571775.0,469794159.07,600771555.58
Payables,3193275153.21,3523788716.98,3998605659.38,4524941708.64
Other Payable,155090316.9,131425975.68,171024539.64,175448214.26
Total Tax Payable,7825286.87,7840888.67,15550632.08,28653958.89
Accounts Payable,3030359549.44,3384521852.63,3812030487.66,4320839535.49
Total Assets,5260784104.65,6913745166.34,8326241118.63,9235819578.85
Total Non Current Assets,296904336.75,492891312.69,993969224.46,1588992132.78
Other Non Current Assets,109097981.42,267228983.34,622099103.63,733706394.57
Non Current Deferred Assets,10273181.0,12806836.88,15340492.76,17874148.64
Non Current Deferred Taxes Assets,124873657.62,125091464.59,125258151.21,69421055.38
Investmentin Financial Assets,25618967.39,42018967.39,59070000.0,59070000.0
Available For Sale Securities,25618967.39,42018967.39,59070000.0,59070000.0
Long Term Equity Investment,,,,
Investment Properties,3073070.2,,,
Goodwill And Other Intangible Assets,7233327.56,20232930.44,33839581.84,45942361.66
Other Intangible Assets,7233327.56,20232930.44,33839581.84,45942361.66
Net PPE,11759430.06,17467507.31,20811497.7,28411394.85
Accumulated Depreciation,-33430244.58,-33409414.48,-32021482.93,-29469888.2
Gross PPE,45189674.64,50876921.79,52832980.63,57881283.05
Construction In Progress,,,0.0,3933153.0
Other Properties,14728753.02,15903098.95,17157157.79,18251590.31
Machinery Furniture Equipment,13485000.07,13852867.33,14554867.33,14575584.23
Properties,16975921.55,21120955.51,21120955.51,21120955.51
Current Assets,4963879767.9,6420853853.65,7332271894.17,7646827446.07
Other Current Assets,905798465.28,924942180.51,647044529.23,255057253.77
Prepaid Assets,10330339.38,1811984.01,741883.65,334608.88
Inventory,7769843.54,8258620.34,8601589.13,9093958.83
Inventories Adjustments Allowances,0.0,0.0,,
Other Inventories,7769843.54,7769843.54,8343178.13,8343178.13
Raw Materials,0.0,488776.8,258411.0,750780.7
Other Receivables,3457168973.65,4523729991.22,5725722263.13,5532785415.37
Accounts Receivable,438241496.43,634880070.03,527026431.28,1221709149.38
Allowance For Doubtful Accounts Receivable,,-200949395.05,-173274762.28,-197712371.76
Gross Accounts Receivable,,817739430.8,700301193.56,1419421521.14
Cash Cash Equivalents And Short Term Investments,144570649.62,327231007.54,423135197.75,627847059.84
Other Short Term Investments,,,564924.6,564924.6
Cash And Cash Equivalents,144570649.62,327231007.54,422570273.15,627282135.24
Cash Equivalents,10567.52,10567.52,28695296.22,71638848.82
Cash Financial,144560082.1,327220440.02,393874976.93,555643286.42
