,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-4004189.863099,-4341793.492861,-13724261.17,-9602887.355
Tax Rate For Calcs,0.038024,0.073783,0.25,0.25
Normalized EBITDA,1031491446.54,583856871.81,146593974.26,142480126.24
Total Unusual Items,-105306681.12,-58845207.0,-54897044.68,-38411549.42
Total Unusual Items Excluding Goodwill,-105306681.12,-58845207.0,-54897044.68,-38411549.42
Net Income From Continuing Operation Net Minority Interest,688329031.23,350553740.48,24998465.34,67499910.91
Reconciled Depreciation,66557936.74,46711492.79,38649788.14,21578967.81
Reconciled Cost Of Revenue,9191419966.83,3925342690.48,1480090194.09,985990621.65
EBITDA,926184765.42,525011664.81,91696929.58,104068576.82
EBIT,859626828.68,478300172.02,53047141.44,82489609.01
Net Interest Income,-141759053.1,-100610539.14,-37870810.33,-16947486.96
Interest Expense,144181058.77,99645175.8,37931955.16,16863226.4
Interest Income,4116794.54,470294.72,1527476.06,803656.9
Normalized Income,789631522.486901,405057153.987139,66171248.85,96308572.975
Net Income From Continuing And Discontinued Operation,688329031.23,350553740.48,24998465.34,67499910.91
Total Expenses,9763448937.91,4242933510.69,1661107510.55,1093913072.7
Rent Expense Supplemental,7568898.83,2791922.04,1129985.14,2038196.87
Total Operating Income As Reported,716618900.76,377008978.91,8878186.28,62687432.82
Diluted Average Shares,227171297.0,207428249.0,205869715.0,178043243.0
Basic Average Shares,223483452.0,206208083.0,205869715.0,178043243.0
Diluted EPS,3.03,1.69,0.121429,0.379121
Basic EPS,3.08,1.7,0.121429,0.379121
Net Income Common Stockholders,688329031.23,350553740.48,24998465.34,67499910.91
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,688329031.23,350553740.48,24998465.34,67499910.91
Minority Interests,87429.84,-162841.0,-824957.41,72635.97
Net Income Including Noncontrolling Interests,688241601.39,350716581.48,25823422.75,67427274.94
Net Income Continuous Operations,688241601.39,350716581.48,25823422.75,67427274.94
Tax Provision,27204168.52,27938414.74,-10708236.47,-1800892.33
Pretax Income,715445769.91,378654996.22,15115186.28,65626382.61
Other Non Operating Income Expenses,-1173130.85,1646017.31,6237000.0,2938949.79
Special Income Charges,-108268382.97,-78984779.58,-54897044.68,-38411549.42
Other Special Charges,209435.26,-15583570.16,1731676.0,-795000.0
Write Off,18500266.01,2326140.16,6067464.49,7491530.35
Impairment Of Capital Assets,89558681.7,92242209.58,47097904.19,31715019.07
Net Non Operating Interest Income Expense,-141759053.1,-100610539.14,-37870810.33,-16947486.96
Total Other Finance Cost,1694788.87,1435658.06,1466331.23,887917.46
Interest Expense Non Operating,144181058.77,99645175.8,37931955.16,16863226.4
Interest Income Non Operating,4116794.54,470294.72,1527476.06,803656.9
Operating Income,1025651308.77,529612764.36,114805288.71,96743432.89
Operating Expense,572028971.08,317590820.21,181017316.46,107922451.05
Other Operating Expenses,10918611.5,2383117.51,4201201.86,3545565.87
Depreciation And Amortization In Income Statement,11167589.82,10189108.87,7062998.88,12934529.89
Depreciation Income Statement,11167589.82,10189108.87,7062998.88,12934529.89
Research And Development,291693469.46,203219613.59,108013431.85,66928204.39
Selling General And Administration,150902646.22,58367761.74,20827900.33,16547816.01
Selling And Marketing Expense,48952497.96,20413129.1,6368513.25,3286022.44
General And Administrative Expense,101950148.26,37954632.64,14459387.08,13261793.57
Rent And Landing Fees,7568898.83,2791922.04,1129985.14,2038196.87
Gross Profit,1597680279.85,847203584.57,295822605.17,204665883.94
Cost Of Revenue,9191419966.83,3925342690.48,1480090194.09,985990621.65
Total Revenue,10789100246.68,4772546275.05,1775912799.26,1190656505.59
Operating Revenue,10789100246.68,4772546275.05,1775912799.26,1190656505.59
