,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,3631815285.3,2211829279.95,1390771658.58,1467928991.46
Capital Expenditure,-142421212.4,-103677532.32,-201129756.24,-281679782.27
End Cash Position,10035481383.34,8065442458.53,7165182534.06,7251961223.11
Beginning Cash Position,8065442458.53,7165182534.06,7251961223.11,6708297423.4
Effect Of Exchange Rate Changes,-24906159.2,15109498.89,23312528.27,53125294.63
Changes In Cash,1994945084.01,885150425.58,-110091217.32,490538505.08
Financing Cash Flow,-1666560000.0,-1310909123.9,-1217779978.9,-968650486.38
Net Other Financing Charges,,-984551.4,-984551.4,-970486.38
Cash Dividends Paid,-1666560000.0,-1309924572.5,-1216795427.5,-967680000.0
Investing Cash Flow,-112731413.69,-119447262.79,-484212653.24,-290419782.27
Net Other Investing Changes,-29732103.14,20314000.0,-283308000.0,
Net Investment Purchase And Sale,59421901.85,-36083730.47,225103.0,-8740000.0
Sale Of Investment,59421901.85,13916269.53,225103.0,
Purchase Of Investment,,-50000000.0,,-8740000.0
Net PPE Purchase And Sale,-142421212.4,-103677532.32,-201129756.24,-281679782.27
Sale Of PPE,,,,
Purchase Of PPE,-142421212.4,-103677532.32,-201129756.24,-281679782.27
Operating Cash Flow,3774236497.7,2315506812.27,1591901414.82,1749608773.73
Change In Working Capital,495977512.03,437409570.16,121611066.61,12169893.82
Change In Other Current Assets,187396.59,276602.95,7572.44,63665.21
Change In Payable,3306204843.41,618079234.93,575357977.35,-273783036.01
Change In Receivables,-2810414727.97,-180946267.72,-453754483.18,285889264.62
Other Non Cash Items,4099350.98,-607555.72,-6377524.73,-7575529.23
Depreciation And Amortization,77282653.76,76738122.18,73075224.13,53652121.34
Amortization Cash Flow,7997746.32,7997746.32,7997746.32,7997746.32
Depreciation,69284907.44,68740375.86,65077477.81,45654375.02
Gain Loss On Investment Securities,-8082053.57,-20973456.19,-776230.72,-291980.16
Gain Loss On Sale Of PPE,589200.51,754726.73,613322.12,226619.93
Net Income From Continuing Operations,3205102614.07,1823278194.38,1402476723.6,1691066996.78
Cash Flowsfromusedin Operating Activities Direct,3774236497.7,2315506812.27,1591901414.82,1749608773.73
Taxes Refund Paid Direct,-610598484.51,-391006849.5,-371125720.67,-376606331.49
Classesof Cash Payments,-2627748190.3,-2451759618.51,-2232325204.37,-1916276900.77
Other Cash Paymentsfrom Operating Activities,-556538898.81,-428328982.79,-272957605.59,-156515689.02
Paymentson Behalfof Employees,-1743730480.18,-1724762955.54,-1724697116.59,-1485750520.64
Paymentsto Suppliersfor Goodsand Services,-327478811.31,-298667680.18,-234670482.19,-274010691.11
Classesof Cash Receiptsfrom Operating Activities,7012583172.51,5158273280.28,4195352339.86,4042492005.99
Other Cash Receiptsfrom Operating Activities,317472468.83,274845771.45,284223694.37,286400400.26
Receiptsfrom Customers,6695110703.68,4883427508.83,3911128645.49,3756091605.73
