,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-1308251.528747,-21298091.1125,-5462526.3375,-1826.503647
Tax Rate For Calcs,0.037698,0.25,0.25,0.000795
Normalized EBITDA,315086971.9,-16855295.66,23558678.44,321304655.25
Total Unusual Items,-34703485.08,-85192364.45,-21850105.35,-2296320.16
Total Unusual Items Excluding Goodwill,-34703485.08,-85192364.45,-21850105.35,-2296320.16
Net Income From Continuing Operation Net Minority Interest,172991828.8,-197216906.42,-34713078.5,266807410.51
Reconciled Depreciation,89228075.72,90671298.22,81257452.23,49889474.75
Reconciled Cost Of Revenue,1143006082.2,631876023.99,527272172.61,738118087.26
EBITDA,280383486.82,-102047660.11,1708573.09,319008335.09
EBIT,191155411.1,-192718958.33,-79548879.14,269118860.34
Net Interest Income,10936178.67,19800344.88,17535370.06,11562555.04
Interest Expense,11386662.35,4346906.14,2823294.39,2099061.05
Interest Income,22619910.67,24418407.2,20648065.55,13807176.14
Normalized Income,206387062.351253,-133322633.0825,-18325499.4875,269101904.166353
Net Income From Continuing And Discontinued Operation,172991828.8,-197216906.42,-34713078.5,266807410.51
Total Expenses,1970153594.42,1411008622.89,1242416334.44,1593407850.34
Rent Expense Supplemental,,,3351343.39,5062909.43
Total Operating Income As Reported,177938055.97,-190063686.93,-81854630.66,267052205.73
Diluted Average Shares,,131477938.0,123975280.0,120183518.0
Basic Average Shares,,131477938.0,123975280.0,119644579.0
Diluted EPS,,-1.5,-0.28,2.22
Basic EPS,,-1.5,-0.28,2.23
Net Income Common Stockholders,172991828.8,-197216906.42,-34713078.5,266807410.51
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,172991828.8,-197216906.42,-34713078.5,266807410.51
Net Income Including Noncontrolling Interests,172991828.8,-197216906.42,-34713078.5,266807410.51
Net Income Extraordinary,,,,
Net Income Continuous Operations,172991828.8,-197216906.42,-34713078.5,266807410.51
Tax Provision,6776919.95,151041.95,-47659095.03,212388.78
Pretax Income,179768748.75,-197065864.47,-82372173.53,267019799.29
Other Non Operating Income Expenses,1830692.78,-7002177.54,-517542.87,-32406.44
Special Income Charges,-37849008.91,-91192738.92,-24344368.92,-9802749.77
Other Special Charges,20367.67,-41910.66,,
Write Off,661998.37,32314.57,13141.44,-9117.16
Impairment Of Capital Assets,37166642.87,91202335.01,24331227.48,9811866.93
Net Non Operating Interest Income Expense,10936178.67,19800344.88,17535370.06,11562555.04
Total Other Finance Cost,297069.65,271156.18,289401.1,145560.05
Interest Expense Non Operating,11386662.35,4346906.14,2823294.39,2099061.05
Interest Income Non Operating,22619910.67,24418407.2,20648065.55,13807176.14
Operating Income,171937698.84,-191470399.08,-148897261.23,189946073.31
Operating Expense,827147512.22,779132598.9,715144161.83,855289763.08
Other Operating Expenses,7599577.07,3321400.88,6005491.47,12921254.51
Depreciation And Amortization In Income Statement,19552833.43,17586013.07,19052579.91,18650004.78
Depreciation Income Statement,19552833.43,17586013.07,19052579.91,18650004.78
Research And Development,588188800.29,577057125.73,554307671.02,655631304.02
Selling General And Administration,62739899.23,67419593.5,42060800.89,82044877.24
Selling And Marketing Expense,34661552.69,35727004.13,21416934.59,30320994.08
General And Administrative Expense,28078346.54,31692589.37,20643866.3,51723883.16
Rent And Landing Fees,,,3351343.39,5062909.43
Gross Profit,999085211.06,587662199.82,566246900.6,1045235836.39
Cost Of Revenue,1143006082.2,631876023.99,527272172.61,738118087.26
Total Revenue,2142091293.26,1219538223.81,1093519073.21,1783353923.65
Operating Revenue,2142091293.26,1219538223.81,1093519073.21,1783353923.65
