,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1229994500.0,1229994500.0,1229994500.0,1240681400.0
Share Issued,1229994500.0,1229994500.0,1229994500.0,1240681400.0
Net Debt,678850575.73,484126563.68,933686539.0,2012309303.36
Total Debt,1710905656.11,1887648335.04,2241587601.09,3123314118.92
Tangible Book Value,2495552933.75,2408581438.01,2161623999.92,1988135775.56
Invested Capital,4085557321.92,4169402836.55,4438871268.53,5036646902.99
Working Capital,731583145.63,617400247.95,260519479.58,-189795139.02
Net Tangible Assets,2495552933.75,2408581438.01,2161623999.92,1988135775.56
Capital Lease Obligations,7899889.32,6217753.16,12752272.34,18647534.64
Common Stock Equity,2545793799.72,2465773306.2,2226995137.13,2133789465.58
Total Capitalization,2545793799.72,2465773306.2,2274495137.13,2133789465.58
Total Equity Gross Minority Interest,2559109417.07,2479436658.52,2247051471.16,2152129096.41
Minority Interest,13315617.35,13663352.32,20056334.03,18339630.83
Stockholders Equity,2545793799.72,2465773306.2,2226995137.13,2133789465.58
Treasury Stock,,,,76001900.54
Retained Earnings,-27018816.93,-104286291.72,-341045443.19,-466563180.96
Additional Paid In Capital,1122122265.11,1122122265.11,1122122265.11,1187437265.65
Capital Stock,1229994500.0,1229994500.0,1229994500.0,1240681400.0
Common Stock,1229994500.0,1229994500.0,1229994500.0,1240681400.0
Total Liabilities Net Minority Interest,2915479541.28,3408450626.14,3737086643.3,4056525866.81
Total Non Current Liabilities Net Minority Interest,74202539.18,74561844.65,117953389.14,140637113.09
Non Current Deferred Revenue,33043409.97,35273979.94,37507256.51,80673772.26
Non Current Deferred Taxes Liabilities,33259239.89,33070111.55,20193860.29,41315806.19
Long Term Debt And Capital Lease Obligation,7899889.32,6217753.16,60252272.34,18647534.64
Long Term Capital Lease Obligation,7899889.32,6217753.16,12752272.34,18647534.64
Long Term Debt,,,47500000.0,
Current Liabilities,2841277002.1,3333888781.49,3619133254.16,3915888753.72
Other Current Liabilities,170552772.48,136092288.81,1694154.62,2423822.21
Current Debt And Capital Lease Obligation,1703005766.79,1881430581.88,2181335328.75,3104666584.28
Current Debt,1539763522.2,1703629530.35,2164376131.4,2902857437.41
Payables,954513497.25,1291987179.26,1417806739.75,788715867.31
Other Payable,92996012.53,105822387.77,98514977.93,193186853.25
Total Tax Payable,15042931.71,28729189.16,15444127.16,5780341.62
Accounts Payable,846474553.01,1157435602.33,1303847634.66,589748672.44
Total Assets,5474588958.35,5887887284.66,5984138114.46,6208654963.22
Total Non Current Assets,1901728810.62,1936598255.22,2104485380.72,2482561348.52
Other Non Current Assets,29577643.58,24857359.3,27298169.44,21176549.98
Non Current Deferred Assets,367822439.47,377490525.04,399892714.24,379412599.47
Non Current Deferred Taxes Assets,133759666.62,80369845.47,114728005.92,136929673.83
Investmentin Financial Assets,149926371.82,69993470.0,,
Available For Sale Securities,149926371.82,69993470.0,,
Long Term Equity Investment,493677786.99,542698960.08,529163825.31,711580896.44
Investment Properties,23973757.36,25459491.71,26945226.06,28430960.41
Goodwill And Other Intangible Assets,50240865.97,57191868.19,65371137.21,145653690.02
Other Intangible Assets,50240865.97,57191868.19,65371137.21,145653690.02
Net PPE,586278003.48,626494261.3,712987290.7,798992893.76
Accumulated Depreciation,-1387651486.8,-1321111316.63,-1269382384.82,-1183409437.99
Gross PPE,1973929490.28,1947605577.93,1982369675.52,1982402331.75
Construction In Progress,25165878.95,18590744.79,9084126.56,80263211.39
Other Properties,156459002.29,146128110.98,156939827.0,152423325.69
Machinery Furniture Equipment,1270731775.56,1262430688.68,1296719688.48,1257903232.08
Properties,521572833.48,520456033.48,519626033.48,491812562.59
Current Assets,3572860147.73,3951289029.44,3879652733.74,3726093614.7
Other Current Assets,17990887.24,17823670.36,17511857.74,99457283.56
Assets Held For Sale Current,,,,79849248.35
Prepaid Assets,42090111.27,29944937.6,33781236.57,21460049.03
Inventory,818330899.12,822409214.19,878224216.61,922826642.92
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,6882146.48,5854459.52,7526259.13,8702753.3
Finished Goods,543947838.64,548000127.39,595822761.91,643485571.53
Work In Process,72572300.31,74012679.71,82384398.7,100767220.47
Raw Materials,194928613.69,194541947.57,192490796.87,169871097.62
Other Receivables,302678085.25,335275206.23,230544920.77,294500344.91
Accounts Receivable,1115418641.51,1102363110.29,1089883974.45,960366843.0
Allowance For Doubtful Accounts Receivable,-348716361.28,-333294316.3,-302534792.49,-275749442.45
Gross Accounts Receivable,1464135002.79,1435657426.59,1392418766.94,1236116285.45
Cash Cash Equivalents And Short Term Investments,1276351523.34,1643472890.77,1629706527.6,1347633202.93
Other Short Term Investments,415438576.87,423969924.1,351516935.2,457085068.88
Cash And Cash Equivalents,860912946.47,1219502966.67,1278189592.4,890548134.05
Cash Equivalents,663639950.7,853593858.9,994972881.24,724692105.73
Cash Financial,197272995.77,365909107.77,283216711.16,165856028.32
